,tf_list
YMR186W,YEL009C; YER040W; YER169W; YJL127C; YHR084W; YDR207C; YJL056C; YDL020C; YGL013C; YBL005W; YML007W; YGL166W; YMR037C; YKL109W; YGL073W; YBR049C; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YCR084C; YPL075W; YGL237C; YMR070W; YOR028C; YOR358W; YOR032C; YKR099W; YIL131C; YKL020C; YFL021W; YNL103W; YLR182W; YBL103C; YBR297W; YDL056W; YGL209W; YOL067C; YHR124W; YHL027W; YIR018W; YPR104C; YHR006W; YPL254W; YNL199C; YDR451C; YGR044C; YPL230W; YDR123C; YNL068C; YLR013W; YHR206W; YGL071W; YDL106C; YPR008W; YKL062W; YKL112W; YOL116W; YLR176C; YDR259C; YKL185W; YPR065W; YDR216W; YML027W; YOL108C; YHR056C; YMR164C; YPL139C; YBR239C; YJL103C
YJL092W,YEL009C; YGR249W; YHR084W; YBR083W; YML007W; YDR253C; YFR034C; YGL166W; YMR037C; YKL109W; YBR049C; YIR017C; YJR060W; YPL038W; YOR028C; YKR099W; YIL131C; YFL021W; YNL103W; YLR228C; YHL027W; YDR463W; YDR123C; YER111C; YKL062W; YOL108C; YML099C
YLR095C,YEL009C; YKL032C; YHR084W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YKL109W; YBR049C; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YKL020C; YHR124W; YHL027W; YHR006W; YPL254W; YNL167C; YKL062W; YKL112W; YPL128C
YPL040C,YEL009C; YKL032C; YER169W; YJL127C; YBR083W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YMR037C; YER028C; YLR403W; YIR017C; YJR060W; YPL038W; YPL075W; YFL021W; YLR228C; YDR463W; YHR006W; YJR127C; YDR451C; YER109C; YPR199C; YKL062W; YLR183C; YAL051W; YML027W; YOL108C; YDR043C; YER161C; YDR520C; YPL139C; YLR113W; YLR014C; YMR019W
YKL018W,YEL009C; YER040W; YJL127C; YHR084W; YDL020C; YBL005W; YML007W; YDR253C; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YCR084C; YPL075W; YKL038W; YBR297W; YNL314W; YLR131C; YKL015W; YHR206W; YDR392W; YKL043W; YER045C
YDR260C,YEL009C; YDR096W; YOR140W; YMR016C; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YHR178W; YNL216W; YMR037C; YIR017C; YJR060W; YPL038W; YCR084C; YOR028C; YKR099W; YIL131C; YFL021W; YNL103W; YMR043W; YGL209W; YHR124W; YPR104C; YNL167C; YNL068C; YLR131C; YKL062W; YKL043W; YDR423C; YLR183C; YKL185W; YJL110C; YGL035C; YPL089C; YPR065W; YOR337W; YBR112C; YBR066C
YJL062W-A,YEL009C; YER169W; YDL020C; YGL013C; YBL005W; YML007W; YMR037C; YER028C; YBL103C; YNL068C; YDL106C; YKL062W; YKL112W
YBR128C,YCL058C; YEL009C; YDR096W; YER040W; YKL032C; YGR249W; YNL097C; YER169W; YOR140W; YMR016C; YJL127C; YHR084W; YBR083W; YDR207C; YJL056C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YHR178W; YFR034C; YGL166W; YNL216W; YJR094C; YMR037C
YOR304W,YEL009C; YKL032C; YBR083W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YNL216W; YMR037C; YGL073W; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YCR084C; YGL237C; YIL131C; YHR124W; YHL027W; YHL009C; YJR127C; YNL068C; YHR206W; YDR392W; YDR310C; YKL062W; YJL110C; YER161C; YPL139C; YML099C
YOR374W,YEL009C; YKL032C; YGR249W; YER169W; YMR016C; YJL127C; YHR084W; YBR083W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YHR178W; YNL216W; YMR037C; YKL109W; YGL073W; YER028C; YLR403W; YIR017C; YPL038W; YIL036W; YOR290C; YCR084C; YPL075W; YOR028C; YPL177C; YOR344C; YKR099W; YKL020C; YFL021W; YNL103W; YBL103C; YBL021C; YHR124W; YPR104C; YNL199C; YNL167C; YGR044C; YDR123C; YLR013W; YLR223C; YOR162C; YGL071W; YMR182C; YKL062W; YKL112W; YML076C; YMR280C; YPL089C; YBR066C; YDR216W; YIL101C; YIR023W; YOL108C; YDR043C; YNL027W; YIR033W; YML081W; YMR172W; YPR009W
YPR145W,YEL009C; YER040W; YKL032C; YER169W; YOR140W; YMR016C; YHR084W; YBR083W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YFR034C; YNL216W; YMR037C; YFL031W; YKL109W; YBR049C; YLR403W; YIR017C; YPL038W; YIL036W; YCR084C; YPL075W; YGL237C; YOR028C; YOR358W; YKR099W; YFL021W; YNL103W; YBL021C; YDL170W; YHR124W; YNL314W; YLR451W; YPR104C; YDR463W; YHR006W; YJR127C; YDR123C; YNL068C; YOR162C; YDR310C; YPR199C; YKL062W; YKL112W; YKL043W; YLR176C; YDR259C; YML076C; YJL110C; YPR065W; YOR337W; YIL101C; YIR023W; YPL128C; YGL096W; YLR098C
YER023W,YEL009C; YMR016C; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YHR178W; YNL216W; YKL109W; YER028C; YBR049C; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YCR084C; YPL075W; YKL038W; YLR182W; YMR043W; YCR065W; YKL015W; YDR392W; YER109C; YKL112W; YMR280C; YLR183C; YJL089W
YKL145W,YEL009C; YDR096W; YKL032C; YJL127C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YBR049C; YIL036W; YOR290C; YCR084C; YPL075W; YKR099W; YFL021W; YBR297W; YHL027W; YPL254W; YMR021C; YNL167C; YNL068C; YGL071W; YER111C; YPL139C; YBR150C; YDR277C
YOR202W,YEL009C; YER040W; YER169W; YMR016C; YHR084W; YBR083W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YNL216W; YMR037C; YBR049C; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YCL055W; YOR344C; YKR099W; YMR043W; YBL103C; YGL209W; YDL170W; YLR451W; YPR104C; YDR123C; YLR013W; YLR223C; YOR162C; YDR392W; YGL071W; YDL106C; YDR310C; YKL112W; YJL110C; YGL035C; YAL051W; YDR043C; YNL027W; YPL202C; YMR164C; YER161C; YIR033W; YDR213W; YDR477W; YPL049C; YML081W; YOL089C; YBR239C; YDR277C; YLR014C; YBL054W; YML051W
YPL070W,YEL009C; YGR249W; YHR084W; YBR083W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YKR099W; YKL020C; YLR228C; YMR043W; YBL103C; YNL068C; YER111C; YPR008W; YLR183C; YPL089C; YOL108C
YOL060C,YEL009C; YDR096W; YER040W; YKL032C; YER169W; YMR016C; YHR084W; YBR083W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YNL216W; YMR037C; YGL073W; YBR049C; YLR403W; YIR017C; YJR060W; YPL038W; YCR084C; YPL075W; YOR028C; YOR344C; YKR099W; YKL020C; YFL021W; YNL103W; YBL103C; YGL209W; YHR124W; YDR463W; YHR006W; YNL199C; YCR065W; YNL167C; YDR123C; YOR162C; YHR206W; YER111C; YDR310C; YKL062W; YKL112W; YKL043W; YDR259C; YJL110C; YGL035C; YPR065W; YBR112C; YOL108C; YPL128C; YLR256W; YML099C
YDL168W,YEL009C; YMR016C; YHR084W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YGL166W; YNL216W; YMR037C; YFL031W; YKL109W; YGL073W; YLR403W; YJR060W; YPL038W; YIL036W; YOR290C; YMR070W; YOR028C; YPL177C; YOR032C; YPL254W; YNL199C; YCR065W; YNL167C; YDR451C; YGR044C; YGL162W; YPL230W; YDR123C
YLR367W,YEL009C; YER040W; YER169W; YJL127C; YHR084W; YBR083W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YFR034C; YNL216W; YMR037C; YFL031W; YGL073W; YLR403W; YIR017C; YJR060W; YIL036W; YCR084C; YPL075W; YGL237C; YOR028C; YPL248C; YOR032C; YOR363C; YBR240C; YOR344C; YOL028C; YIL131C; YKL020C; YFL021W; YLR228C; YMR043W; YDL056W; YDL170W; YNL314W; YHL027W; YPR104C; YPL254W; YGR044C; YDR123C; YLR013W; YLR223C; YOR162C; YPR008W; YER109C; YKL062W; YKL112W; YLR176C; YIR023W; YOL108C; YIR033W; YIL130W; YOR372C
YLR332W,YEL009C; YKL032C; YMR016C; YHR084W; YBR083W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YHR178W; YMR037C; YKL109W; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YCR084C; YOR028C; YPL177C; YPL248C; YOR032C; YCL055W; YOR363C; YPL133C; YBR240C; YOR344C; YOL028C; YFL021W; YMR043W; YDR451C; YGL162W; YDR123C; YKL015W; YDR146C; YDL106C; YER111C; YDR310C; YPR199C; YKL062W; YKL112W; YDR259C; YPL089C; YPR065W; YIL101C; YPL128C; YER161C; YDR520C; YBL054W
YKR049C,YEL009C; YDR096W; YKL032C; YMR016C; YJL127C; YBR083W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YMR037C; YKL109W; YBR049C; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YGL237C; YOR028C; YOR363C; YKR099W; YKL020C; YFL021W; YMR043W; YBR297W; YPR104C; YDR463W; YHR006W; YOR162C; YDL106C; YPR199C; YKL062W; YKL112W; YDR259C; YPL089C; YIL101C; YIR033W
YOR038C,YEL009C; YER040W; YKL032C; YGR249W; YER169W; YMR016C; YHR084W; YBR083W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YGL166W; YJR094C; YIR017C; YJR060W; YPL038W; YGL237C; YOR344C; YKR099W; YIL131C; YMR042W; YBR297W; YOL067C; YHR124W; YLR451W; YHL027W; YIR018W; YMR021C; YNL167C; YDR123C; YNL068C; YGL071W; YDL106C; YER111C; YPR008W; YMR182C; YDL048C; YER109C; YER184C; YML027W; YDR520C; YIR033W; YDR213W; YBR150C; YIL130W; YGL254W; YDR277C; YJL103C; YGR288W
YGL077C,YEL009C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YNL216W; YMR037C; YGL073W; YER028C; YIR017C; YJR060W; YPL038W; YOR290C; YCR084C; YPL075W; YGL237C; YPL177C; YPL248C; YOR363C; YBR240C; YOR344C; YOL028C; YFL021W; YMR043W; YPR104C; YMR021C; YDR123C; YNL068C; YOR162C; YDR392W; YGL071W; YKL112W; YOL108C; YDR477W; YHL020C; YPL139C
YPL255W,YEL009C; YER040W; YKL032C; YER169W; YHR084W; YBR083W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YMR037C; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YMR070W; YKR099W; YMR043W; YHR124W; YHL027W; YJR127C; YNL167C; YHR206W; YDR392W; YER111C; YDR310C; YPR199C; YKL062W; YDR259C; YIL101C; YML027W; YBR150C; YIL130W; YGL254W; YDR277C; YBR033W
YDR188W,YEL009C; YER040W; YER169W; YJL127C; YBR083W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YNL216W; YMR037C; YLR403W; YIR017C; YJR060W; YIL036W; YOR290C; YCR084C; YPL075W; YPL177C; YPL248C; YOR032C; YOR363C; YBR240C; YOR344C; YIL131C; YKL020C; YLR228C; YMR043W; YPR104C; YNL167C; YDR123C; YNL068C; YHR206W; YDR392W; YER111C; YKL062W; YKL112W; YKL043W; YLR176C; YDR259C; YML076C; YMR280C
YPR001W,YEL009C; YDR096W; YER040W; YMR016C; YJL127C; YBR083W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YHR178W; YMR037C; YBR049C; YJR060W; YPL038W; YCR084C; YPL075W; YOR028C; YPL248C; YOR032C; YKR099W; YIL131C; YBL103C; YDL056W; YGL209W; YHR124W; YLR451W; YPR104C; YDR463W; YHR006W; YNL199C; YGR044C; YDR123C; YNL068C; YLR013W; YOR162C; YHR206W; YGL071W; YMR182C; YKL062W; YKL112W; YLR176C; YML076C; YMR280C; YAL051W; YDR216W; YIL101C; YGL254W
YPR162C,YEL009C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YNL216W; YGL073W; YIR017C; YJR060W; YPL038W; YPL075W; YIL131C; YFL021W; YDL056W; YER111C; YER109C; YPR065W
YPL169C,YEL009C; YER169W; YJL127C; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YGL166W; YGL073W; YBR049C; YIR017C; YJR060W; YPL038W; YGL237C; YKR099W; YDL056W; YHL027W; YNL167C; YNL068C; YDR392W; YLR176C; YIR023W; YDR277C; YJL103C
YML010W,YEL009C; YER040W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YGL166W; YLR403W; YIR017C; YJR060W; YPL038W; YPL075W; YGL237C; YKR099W; YMR043W; YBR297W; YHR124W; YPR104C; YHL009C; YDR463W; YHR006W; YJR127C; YNL199C; YOR162C; YDR392W; YDL106C; YPR008W; YMR164C
YJR076C,YEL009C; YBR083W; YDL020C; YBL005W; YML007W; YDR253C; YMR037C; YBR049C; YPL038W; YIL036W; YOR290C; YCR084C; YPL075W; YKR099W; YIL131C; YNL103W; YJR127C; YNL068C; YLR131C; YDR392W
YMR020W,YEL009C; YGR249W; YMR016C; YHR084W; YDR207C; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YHR178W; YFR034C; YMR037C; YER028C; YPL075W; YOR032C; YOR344C; YKR099W; YLR182W; YNL199C; YDR451C; YGR044C; YER111C; YKL062W; YKL112W; YKL043W; YDR423C; YKL185W; YPR065W; YIL101C; YML027W; YOL108C; YNL027W; YIR033W; YPL139C; YIR013C; YOR230W
YDL205C,YEL009C; YER040W; YKL032C; YMR016C; YHR084W; YBR083W; YDL020C; YBL005W; YML007W; YDR253C; YHR178W; YMR037C; YKL109W; YLR403W; YIR017C; YJR060W; YPL038W; YOR290C; YCR084C; YGL237C; YOR028C; YOR358W; YCL055W; YOL028C; YKR099W; YMR043W; YBL021C; YHR124W; YNL314W; YHL009C; YDR463W; YHR006W; YJR127C; YPL254W; YMR021C
YMR193W,YEL009C; YER040W; YKL032C; YER169W; YMR016C; YBR083W; YBL005W; YML007W; YDR253C; YNL216W; YMR037C; YKL109W; YGL073W; YLR403W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YCR084C; YDR421W; YOR028C; YPL177C; YPL248C; YOR032C; YOR363C; YOR344C; YOL028C; YKL020C; YFL021W; YNL103W; YBL103C; YMR042W; YBR297W; YDL056W; YDL170W; YLR451W; YHL027W; YPR104C; YHL009C; YDR451C; YDR392W; YGL071W; YPR199C; YKL062W; YKL112W; YDR259C; YJL110C; YIL101C; YML027W; YOL108C; YNL027W
YML021C,YEL009C; YOR140W; YHR084W; YBR083W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YCR084C; YOR028C; YKR099W; YIL131C; YNL199C; YDR392W; YER111C
YLL012W,YKR099W; YOR028C; YPR104C; YEL009C; YER040W; YER028C; YMR037C; YGL013C; YBL005W; YDL106C; YLR403W; YMR016C; YML007W; YOR140W; YFL021W; YDL020C; YDR253C; YLR228C; YCR084C; YHR178W; YKL112W; YMR043W; YHR084W; YDR123C; YNL068C; YHR124W; YLR451W; YIR017C; YKL062W; YBR049C; YPL038W; YLR256W; YDR259C; YDL056W; YMR182C; YIL101C; YGL035C; YMR070W; YMR164C; YHR206W; YPL128C; YJL110C; YGL209W; YPL089C; YNL314W; YLR176C; YNL027W; YBR112C; YMR042W
YDR192C,YJR060W; YOR028C; YER109C; YEL009C; YNL199C; YER040W; YOL108C; YGL013C; YBL005W; YMR016C; YOR344C; YML007W; YDL020C; YDR421W; YPL177C; YPL248C; YOR032C; YPL133C; YDR392W; YHR178W; YDR146C; YBR240C; YNL216W; YHR084W; YDR123C; YIR017C; YKL109W; YPL038W; YGL162W; YDL056W; YBR297W; YBR083W; YER130C; YJL103C
YHR018C,YJR060W; YIL131C; YEL009C; YER040W; YGL073W; YOL108C; YKL032C; YMR037C; YHL020C; YGL013C; YBL005W; YLR403W; YMR016C; YOR344C; YDR207C; YML007W; YOR140W; YOR162C; YFL031W; YFL021W; YDL020C; YDR253C; YNL103W; YPR065W; YLR228C; YJL056C; YGL071W; YPL254W; YOR290C; YCR084C; YLR131C; YKL015W; YDR392W; YHL009C; YDR310C; YHR084W; YDR123C; YER169W; YGR249W; YHL027W; YHR124W; YPR199C; YLR451W; YIR017C; YML027W; YBR049C; YKL185W; YKL109W; YIR018W; YGR044C; YGL162W; YDR216W; YDL056W; YGL237C; YGL035C; YIR023W; YDR477W; YMR164C; YHR206W; YNL167C; YGL096W; YGL166W; YJL110C; YDR277C; YCR106W; YBL054W; YDR520C; YKR064W; YER130C; YER088C; YFR034C; YKL020C; YPL049C; YBL103C; YPR008W; YOR358W; YOR230W; YMR021C; YPL202C; YDR423C; YBL021C; YJR147W; YGR288W; YLR266C; YLR014C; YDR169C; YBR239C; YLR098C; YER068W; YDR463W
YOL132W,YKR099W; YJR060W; YPR104C; YEL009C; YNL199C; YCL055W; YER028C; YGL013C; YBL005W; YDL106C; YMR016C; YDR207C; YML007W; YFL031W; YDL020C; YDR253C; YLR228C; YGL071W; YDR421W; YDR310C; YHR084W; YHR124W; YJL127C; YER111C; YPL038W; YBR083W; YER161C; YER045C; YOR358W; YMR021C
YJL203W,YJR060W; YIL131C; YEL009C; YNL199C; YER028C; YLR403W; YML007W; YFL021W; YDR253C; YBR240C; YKL112W; YHR084W; YDR123C; YHL027W; YHR124W; YIR017C; YML027W; YKL109W; YIR018W; YPL038W; YDR216W; YBR083W; YKL020C; YLR014C
YDR405W,YJR060W; YOR028C; YIL036W; YEL009C; YER040W; YGL073W; YOL108C; YMR037C; YGL013C; YBL005W; YML007W; YFL021W; YDL020C; YDR253C; YLR228C; YOR363C; YDR146C; YKL112W; YNL216W; YHR084W; YER169W; YHL027W; YIR017C; YKL062W; YDR451C; YKL109W; YPL038W; YBR083W; YGL096W
YGL198W,YKR099W; YJR060W; YIL036W; YPR104C; YEL009C; YER040W; YGL013C; YBL005W; YLR403W; YML007W; YPL075W; YDL020C; YDR253C; YGL071W; YPL254W; YKL015W; YKL038W; YDR392W; YHR178W; YHL009C; YDR310C; YHR084W; YIR017C; YJL127C; YBR049C; YPL038W; YGL237C; YER045C
YDL112W,YKR099W; YJR060W; YEL009C; YBL005W; YDL106C; YML007W; YFL021W; YDL020C; YDR253C; YNL103W; YER169W; YIR017C; YPL038W; YGL237C; YIR023W; YMR164C; YKL020C; YHR006W; YHR056C
YPL141C,YKR099W; YJR060W; YOR028C; YIL131C; YEL009C; YOL108C; YKL032C; YCL055W; YER028C; YGL013C; YBL005W; YLR403W; YMR016C; YML007W; YOR140W; YDL020C; YMR043W; YHR084W; YDR123C; YNL068C; YHL027W; YHR124W; YJL127C; YKL109W; YIR018W; YPL038W; YGL237C; YBR083W; YAL051W; YPL128C; YGL166W; YNL027W; YPL049C; YPR008W; YDL048C; YOR372C
YJL121C,YIL036W; YIL131C; YEL009C; YER028C; YGL013C; YBL005W; YMR016C; YML007W; YPL075W; YDL020C; YDR253C; YOR290C; YCR084C; YLR131C; YPL177C; YPL248C; YKL015W; YKL038W; YHR178W; YHL009C; YOL028C; YKL112W; YMR043W; YNL216W; YNL068C; YKL043W; YBR049C; YER111C; YPL038W; YGL237C; YMR164C; YER045C; YFR034C; YKL020C; YNL314W; YBL103C
YOR122C,YJR060W; YEL009C; YKL032C; YER028C; YMR037C; YGL013C; YBL005W; YLR403W; YML007W; YFL021W; YDL020C; YDR253C; YGL071W; YDR146C; YER169W; YIR017C; YBR049C; YPL038W; YGR044C; YGL166W; YML099C
YKL216W,YKR099W; YJR060W; YOR028C; YIL036W; YEL009C; YER040W; YCL055W; YMR037C; YGL013C; YBL005W; YDL106C; YLR403W; YMR016C; YOR344C; YDR207C; YML007W; YOR162C; YFL021W; YPL075W; YDL020C; YDR253C; YNL103W; YPL254W; YOR290C; YCR084C; YLR131C; YDR421W; YPL177C; YPL248C; YOR032C; YOR363C; YKL015W; YPL133C; YKL038W; YDR392W; YHR178W; YDR146C; YBR240C; YHL009C; YOL028C; YMR043W; YDR310C; YHR084W; YKL043W; YHL027W; YHR124W; YLR451W; YIR017C; YKL062W; YJL127C; YER111C; YPL038W; YLR256W; YGL162W; YDR216W; YMR182C; YBR297W; YGL035C; YLR182W; YIR023W; YHR206W; YJL110C; YDR520C; YER045C; YOL116W; YFR034C; YKL020C; YNL027W; YPL049C; YBL103C; YMR021C; YLR014C; YMR280C; YNL239W; YML051W; YOR113W
YJL091C,YEL009C; YER040W; YOL108C; YBL005W; YOR344C; YML007W; YFL031W; YDL020C; YDR253C; YLR228C; YDR392W; YDR123C; YGR249W; YHR124W; YIR017C; YIR033W; YJL127C; YKL109W; YIR018W; YPL038W; YDL056W; YBR083W; YKL020C; YNL314W
YGL043W,YJR060W; YEL009C; YNL199C; YER028C; YGL013C; YBL005W; YML007W; YOR140W; YDL020C; YDR253C; YLR228C; YNL216W; YHR084W; YHL027W; YLR451W; YIR017C; YBR049C; YIR018W; YPL038W; YBR083W; YCR106W; YFR034C; YKL020C; YOR230W; YDR213W
YDL127W,YKR099W; YJR060W; YEL009C; YER040W; YGL073W; YCL055W; YMR037C; YHL020C; YBL005W; YLR403W; YMR016C; YML007W; YOR140W; YOR162C; YDL020C; YDR253C; YLR131C; YOR032C; YDR146C; YNL216W; YHR084W; YGR249W; YKL043W; YPR199C; YIR017C; YKL062W; YDR451C; YML027W; YJL127C; YER111C; YPL038W; YLR256W; YDR259C; YDL056W; YIL101C; YBR083W; YDR477W; YMR164C; YHR206W; YNL167C; YPL128C; YGL096W; YGL166W; YJL110C; YLR113W; YDR277C; YCR106W; YER161C; YBL054W; YDR520C; YKR064W; YER130C; YER045C
YFL004W,YJR060W; YOR028C; YIL036W; YPR104C; YEL009C; YGL073W; YKL032C; YMR037C; YGL013C; YBL005W; YDL106C; YLR403W; YMR016C; YML007W; YDL020C; YDR253C; YGL071W; YPL254W; YOR290C; YCR084C; YDR392W; YHL009C; YNL216W; YIR017C; YDR451C; YIR033W; YJL127C; YIR018W; YER111C; YPL038W; YDR259C; YGL237C; YBR297W; YGL035C; YBR083W; YFR034C; YMR021C
YPL120W,YJR060W; YEL009C; YNL199C; YKL032C; YMR037C; YGL013C; YBL005W; YLR403W; YML007W; YDL020C; YDR253C; YLR228C; YGL071W; YDR392W; YDR123C; YNL068C; YKL043W; YHL027W; YIR017C; YBR049C; YBR297W; YLR176C; YGL254W; YIL130W; YPL202C; YDR463W
YKL121W,YKR099W; YJR060W; YIL131C; YEL009C; YNL199C; YGL013C; YBL005W; YMR016C; YML007W; YFL021W; YDL020C; YDR253C; YDR310C; YDR123C; YHR124W; YLR451W; YIR017C; YPL038W; YBR297W; YBR083W; YPL128C; YPL089C; YMR021C
YMR110C,YKR099W; YJR060W; YOR028C; YEL009C; YGL073W; YMR037C; YHL020C; YGL013C; YBL005W; YLR403W; YMR016C; YML007W; YFL021W; YDL020C; YDR253C; YGL071W; YLR131C; YPL248C; YKL112W; YDR310C; YDR123C; YHL027W; YPR199C; YLR451W; YIR017C; YKL062W; YIR033W; YKL185W; YKL109W; YPL038W; YDR216W; YIL101C; YLR182W; YAL051W; YLR113W; YGL209W; YKL020C; YLR176C; YPL202C; YDR423C; YDR501W; YDR169C; YBR239C; YER068W; YDR463W; YOR113W
YJR153W,YKR099W; YOR028C; YER109C; YEL009C; YER040W; YER028C; YMR037C; YLR403W; YMR016C; YOR344C; YML007W; YOR162C; YFL031W; YDR253C; YDR392W; YHR084W; YER169W; YHR124W; YJL127C; YPL038W; YDR216W; YIL101C; YBR083W; YNL167C; YPL089C; YLR176C; YPL049C; YBL103C; YMR021C; YDR043C; YBR066C
YCL036W,YJR060W; YPR104C; YER109C; YEL009C; YNL199C; YKL032C; YCL055W; YER028C; YGL013C; YBL005W; YLR403W; YDR207C; YML007W; YFL031W; YFL021W; YDL020C; YNL216W; YER169W; YNL068C; YKL185W; YKL109W; YIR018W; YER111C; YPL038W; YLR256W; YGR044C; YGL162W
YOL128C,YJR060W; YPR104C; YIL131C; YEL009C; YNL199C; YLR223C; YOL108C; YMR037C; YGL013C; YBL005W; YLR403W; YMR016C; YML007W; YFL021W; YDL020C; YDR253C; YOR032C; YDR392W; YNL216W; YER169W; YKL043W; YHL027W; YHR124W; YIR017C; YLR256W; YIL101C; YIR023W; YBR083W; YAL051W; YDR477W; YHR056C; YJR127C; YLR013W
YDL132W,YJR060W; YIL131C; YEL009C; YMR037C; YGL013C; YBL005W; YML007W; YOR162C; YDL020C; YNL216W; YHR124W; YML027W; YBR049C; YPL038W; YGR044C; YIR023W; YBR083W; YAL051W; YDR096W; YDR477W
YGL049C,YKR099W; YJR060W; YIL036W; YIL131C; YEL009C; YKL032C; YGL013C; YBL005W; YML007W; YFL021W; YDL020C; YDR253C; YLR228C; YOR290C; YCR084C; YPL038W; YIR023W
YPL155C,YJR060W; YOR028C; YIL036W; YIL131C; YEL009C; YOL108C; YKL032C; YCL055W; YGL013C; YBL005W; YMR016C; YML007W; YDL020C; YDR253C; YPR065W; YKL112W; YHR084W; YDR123C; YNL068C; YHL027W; YIR017C; YKL062W; YBR049C; YPL038W; YIL101C; YBR083W; YJR127C; YNL027W
YJL190C,YKR099W; YJR060W; YIL036W; YPR104C; YIL131C; YEL009C; YER040W; YGL073W; YLR223C; YKL032C; YMR037C; YGL013C; YBL005W; YLR403W; YMR016C; YOR344C; YDR207C; YML007W; YOR162C; YFL021W; YPL075W; YDL020C; YDR253C; YNL103W; YGL071W; YPL254W; YOR290C; YPL177C; YPL248C; YOR363C; YBR240C; YOL028C; YNL216W; YDR310C; YER169W; YNL068C; YKL043W; YPR199C; YIR017C; YKL062W; YIR033W; YJL127C; YIR018W; YMR182C; YBR083W; YAL051W; YNL167C; YOL116W; YFR034C; YKL020C; YBL103C; YLR013W; YDR423C; YML076C
YER165W,YJR060W; YIL036W; YNL199C; YGL073W; YGL013C; YBL005W; YLR403W; YML007W; YFL021W; YPL075W; YDL020C; YDR253C; YPL254W; YOR290C; YCR084C; YDR392W; YKL112W; YNL216W; YDR123C; YHR124W; YIR017C; YJL127C; YGL237C; YMR070W; YHR206W; YFR034C; YKL020C
YDL087C,YKR099W; YJR060W; YEL009C; YBL005W; YOR344C; YDR207C; YFL021W; YDR253C; YLR228C; YCR084C; YHR084W; YDR123C; YNL068C; YIR017C; YBR049C; YPL038W; YLR256W; YGR044C; YBR083W; YNL314W
YOL047C,YKR099W; YIL036W; YIL131C; YEL009C; YGL073W; YKL032C; YCL055W; YMR037C; YGL013C; YBL005W; YDL106C; YDR207C; YML007W; YOR140W; YOR162C; YFL021W; YDL020C; YOR290C; YPL133C; YOL028C; YDR310C; YHR084W; YDR123C; YER169W; YKL043W; YHR124W; YDR451C; YIR033W; YJL127C; YER111C; YPL038W; YGR044C; YBR083W; YGL166W; YCR106W; YBL054W; YER045C; YNL097C; YKL020C; YHR006W; YLR013W; YIL130W; YMR021C; YDR463W; YER184C; YBR150C
YKL027W,YKR099W; YJR060W; YIL036W; YIL131C; YEL009C; YGL073W; YOL108C; YKL032C; YHL020C; YGL013C; YBL005W; YLR403W; YMR016C; YDR207C; YML007W; YOR162C; YDL020C; YPL254W; YOR290C; YCR084C; YDR123C; YHR124W; YIR017C; YPL038W; YGL237C; YBR297W; YGL166W; YMR021C; YMR042W
