gene_name,gene_name_alt,8h_rep1,8h_rep2,8h_rep3,8h_rep4,12h_rep1,12h_rep2,12h_rep3,12h_rep4,16h_rep1,16h_rep2,16h_rep3,16h_rep4,20h_rep1,20h_rep2,20h_rep3,20h_rep4,24h_rep1,24h_rep2,24h_rep3,24h_rep4,28h_rep1,28h_rep2,28h_rep3,28h_rep4,32h_rep1,32h_rep2,32h_rep3,32h_rep4
ywmC,BS3610_RS20630,7.6119,8.6247,13.0244,9.7902,118.5438,203.3621,184.1868,232.3319,14.5457,15.3947,26.7179,23.4551,31.7131,8.4305,48.4545,14.1821,21.9053,8.0347,7.4855,7.0964,81.0194,11.2895,5.2531,41.1296,6.2241,41.4918,65.422,35.9577
ywmD,BS3610_RS20620,12.121,6.3867,9.2386,12.5468,84.9317,97.5279,142.2884,158.7942,41.4304,37.7,48.0922,45.1923,58.0521,20.8001,65.0933,30.3045,49.9442,21.7115,34.5554,26.4762,126.8992,36.4001,21.2925,74.7678,42.0474,77.937,95.855,69.4848
ywmE,BS3610_RS24575,471.3714,600.8513,598.0364,550.745,1329.5017,811.0322,717.0601,729.2452,322.0155,500.1389,374.0508,357.0747,57.5913,34.0478,74.8198,46.8627,37.7259,48.0593,45.6525,42.2202,110.1898,132.8891,69.9513,70.5158,77.0868,101.4805,86.9433,98.8605
ywmF,BS3610_RS20595,8.7808,5.6724,5.1039,9.0271,10.5578,8.0338,9.9797,7.7671,8.9633,5.4844,26.5509,38.6017,65.1142,8.8795,75.7551,10.5441,26.6971,5.2477,8.2965,10.1124,132.6595,20.9625,20.1536,67.4899,2.9565,70.6625,105.1471,63.5532
ywnA,BS3610_RS20565,309.603,261.3242,270.3629,307.1913,370.3112,296.0005,311.605,312.4233,189.2999,288.8619,133.3902,140.5232,110.2401,141.5733,98.4628,108.064,149.5775,101.9626,144.3478,144.3456,109.0238,111.1793,112.0698,102.2157,87.5464,99.4398,95.9864,113.8266
ywnB,BS3610_RS20560,26.2604,28.2735,29.4875,26.997,40.9485,44.6204,45.5149,43.9168,29.7381,40.0935,44.1969,36.6043,42.8706,23.0409,58.4093,23.3219,37.1572,19.9741,24.8118,18.9017,92.1297,16.0374,11.1935,43.8203,15.9151,46.6321,81.8141,49.5953
ywnC,BS3610_RS20555,229.2053,206.8053,193.7174,211.3165,146.8195,164.2627,162.7939,172.3327,109.2404,153.8672,78.2751,78.8511,71.6742,102.5062,56.7177,68.0973,89.8461,56.0545,74.8163,60.9044,86.0344,23.1563,27.3514,67.0459,32.521,51.8252,73.3584,44.1893
ywnF,BS3610_RS20540,371.6087,367.7262,387.0668,380.78,776.1809,483.7699,426.1677,417.8169,197.193,206.431,159.7547,150.6409,151.207,223.0506,156.7346,190.5211,198.0545,188.4549,179.1709,246.5022,197.8313,277.5729,264.9559,159.1341,347.1083,261.3667,244.1908,285.3319
ywnG,BS3610_RS20530,199.6809,173.5593,170.3635,173.0473,236.7878,165.5854,165.6746,155.7911,134.1907,158.9306,104.7095,95.3479,89.8824,119.8025,81.0098,109.7075,110.9196,120.8918,136.4703,114.3559,95.7399,91.0753,94.7937,102.1691,125.2307,96.3617,80.5671,93.6767
ywnH,BS3610_RS20525,213.5775,179.0556,200.8031,193.7912,195.2558,164.8245,183.2418,157.6817,144.169,148.5994,125.542,97.5536,113.3439,150.0267,120.554,143.1288,117.1804,149.4403,158.2182,126.2668,115.5596,109.952,111.5562,133.5248,135.0708,111.5449,107.828,112.1752
ywnJ,BS3610_RS20515,22.8587,27.8925,31.0645,25.6088,41.1829,39.0702,41.9006,31.9498,17.7995,24.2021,27.8548,38.9957,48.5238,34.3771,51.0407,30.4109,33.0911,38.4354,35.6403,28.1661,103.9262,42.5958,40.5115,64.4921,24.1549,65.4566,65.9012,53.6371
ywoB,BS3610_RS20495,11.8061,12.769,9.6414,15.3472,5.4846,16.0974,14.5159,20.1743,13.9688,15.8279,26.0239,38.1493,37.8644,19.5363,60.6697,16.8888,34.1382,9.9129,16.008,11.9391,102.3618,19.7533,14.9563,49.8217,9.8293,42.3263,78.7571,49.522
ywoC,BS3610_RS20490,50.4558,44.9809,36.7288,39.7366,36.6745,49.2901,56.3065,48.6466,50.0059,52.3421,42.608,47.1744,43.3754,23.3122,50.5034,24.7879,30.091,28.1214,24.9518,31.3533,94.8862,32.8422,32.9732,52.0476,36.8468,53.1297,71.0418,56.5289
ywoD,BS3610_RS20485,23.7165,25.8784,25.8935,25.5071,23.0734,27.5648,35.0722,30.5198,36.6052,33.1457,38.7498,41.235,38.96,18.0796,47.5211,22.6555,29.1588,13.8168,15.6981,21.2679,93.2208,24.7947,18.7109,54.5753,19.6314,60.3577,79.1342,50.085
ywoF,BS3610_RS20475,114.7135,108.6902,119.194,117.3052,125.1629,130.7727,150.6531,163.2915,165.1238,154.6695,128.3485,125.427,156.4913,199.2183,156.9482,237.5609,218.3062,240.0555,279.3959,302.4906,183.4895,254.4567,265.5886,197.7665,389.5209,253.1194,219.1889,264.6469
ywoG,BS3610_RS20470,46.2135,44.3883,40.579,36.8774,35.104,30.0654,35.9973,31.3032,40.414,36.5932,39.774,37.9448,58.1643,46.9434,63.6063,36.6521,46.8454,49.7968,45.1394,60.2068,102.2318,97.0581,111.3926,78.4504,84.5978,94.7349,98.6735,91.0876
ywoH,BS3610_RS20465,35.9318,43.2964,38.1954,36.156,33.6626,40.5849,44.5471,33.77,32.4758,31.087,31.9453,32.2022,62.5367,55.7146,67.7038,55.5221,50.4775,50.3332,57.0274,99.1257,106.5073,136.7829,154.8868,87.3096,152.8787,111.6054,121.9096,128.9485
ywpD,BS3610_RS20425,35.8416,32.8008,26.8751,30.1198,32.5438,22.3778,30.0464,26.4471,23.7737,29.3548,30.1654,38.8751,55.7336,36.544,58.8301,27.7145,43.8107,30.9148,38.7423,35.8498,110.9325,31.871,28.0686,66.0003,21.0237,59.1309,96.9348,58.5418
ywpE,BS3610_RS24565,15.2448,15.42,15.1361,17.8471,8.2002,9.8055,13.9522,10.5572,15.6641,6.6262,24.9021,30.7132,49.8193,11.3593,60.6776,21.1565,35.0911,11.857,16.5699,7.8543,104.761,15.1457,8.9448,51.3158,10.1036,49.2831,87.8402,46.2766
ywpF,BS3610_RS20410,626.1568,557.5763,613.4201,573.1347,604.184,501.9665,505.8325,502.8778,437.0435,497.4635,318.8597,296.8835,442.6546,757.6374,431.7671,719.3594,662.9165,711.4802,845.0452,818.1198,371.1208,717.3735,750.4975,574.144,859.7459,497.2585,428.7273,524.6618
ywpG,BS3610_RS20405,26.4716,27.771,25.5197,26.1581,37.9421,34.4306,46.1561,49.758,41.3153,51.0352,48.8437,41.7793,45.5556,55.497,46.8537,42.8354,50.8272,43.5317,34.8155,45.9656,72.1579,48.7501,42.4666,47.0653,38.4339,47.7693,62.6603,46.6719
ywpJ,BS3610_RS20390,185.5134,138.8343,160.6781,176.5251,108.5313,90.5308,96.5868,98.8541,99.9755,84.2045,66.1408,58.7289,72.8551,87.3706,79.6841,80.6169,80.6515,90.2076,83.8763,84.088,105.578,104.7275,93.4195,91.6094,86.9984,92.5762,99.0082,93.3299
ywqA,BS3610_RS20385,117.6522,90.5449,90.8081,103.0654,57.4217,61.9726,62.538,69.3402,82.5441,87.4648,79.1116,75.0756,47.8451,35.8553,47.877,31.0726,38.8743,32.1692,29.9962,28.4459,82.1225,37.0142,38.4295,52.1539,31.1597,49.6842,66.0729,52.0544
ywqB,BS3610_RS20380,115.8849,101.1239,89.308,102.5732,54.067,53.174,56.9419,57.5663,53.2458,55.014,41.9426,45.4447,39.96,31.5924,48.1992,25.0022,31.2059,22.3161,30.8993,28.6236,75.5792,29.9218,33.1122,49.9543,26.0741,58.6504,58.6503,45.5642
ywqC,BS3610_RS20370,204.4503,195.6095,199.7596,211.4565,195.0438,202.8041,191.4179,220.536,155.8681,158.5843,98.5022,95.5874,145.8171,205.7413,161.4993,190.2738,169.7005,208.1435,215.9079,204.9805,126.6162,197.0365,180.1919,150.4151,155.018,143.1667,112.9347,126.8512
ywqE,BS3610_RS20360,47.6413,45.9722,49.4927,50.9766,30.6383,38.5263,39.7623,42.6429,52.7254,51.6176,43.6916,48.7368,57.0154,45.5549,66.5951,47.414,47.9341,56.2743,49.8252,41.5312,85.1528,36.4001,41.9106,57.948,47.4888,50.8974,68.4679,63.5532
ywqF,BS3610_RS20355,157.9775,125.0237,122.89,135.4718,104.1416,99.7265,114.5969,99.6867,89.0234,106.1224,84.1523,83.0062,77.3957,86.604,85.8901,86.0743,78.2334,79.9642,68.3712,74.7123,101.2954,76.2314,86.4903,79,79.3751,89.2069,87.7196,78.9731
ywqG,BS3610_RS20350,117.9714,111.1381,102.0078,113.0112,106.787,107.9351,116.4045,132.8116,172.7662,187.5572,151.7414,146.9036,142.1429,182.7737,147.7031,155.6127,141.9667,150.6197,163.5769,139.5107,161.3489,131.588,148.3941,133.1902,106.5227,108.1018,130.8505,115.4631
ywqH,BS3610_RS20345,225.0704,224.2129,201.1298,231.4107,167.7269,247.4446,246.8738,229.7081,266.9925,219.2021,234.2081,233.44,247.0301,347.3273,226.9966,285.1644,282.9052,422.2483,372.5422,500.7312,336.0282,850.81,782.1331,329.7156,623.3298,391.9217,372.862,493.5514
ywqI,BS3610_RS20340,146.2877,148.6553,142.5048,128.285,121.3541,160.4124,157.8399,156.2349,188.5388,180.431,188.868,164.4929,190.3493,245.9128,176.3265,220.5778,175.2428,300.9313,280.0907,365.1884,258.2627,684.9667,640.6808,222.1084,523.0547,289.7444,286.6881,392.2766
ywqJ,BS3610_RS20335,141.5759,143.9886,144.4152,132.7188,114.8577,135.8192,145.376,148.9018,185.0635,167.9975,165.4915,177.2466,160.1383,216.0674,176.0918,204.9368,179.929,283.7989,276.2735,368.9441,229.6092,620.3792,665.2375,221.2081,485.8981,305.9243,275.9153,368.5664
ywqK,BS3610_RS20330,181.2815,181.5159,182.9632,175.7772,150.5339,184.2223,206.0326,189.4172,228.42,223.3064,199.6087,195.8332,174.0559,269.0477,185.7221,225.3944,211.5632,295.9615,358.4683,385.7548,201.684,539.459,596.7709,231.3678,402.8409,250.8309,225.2813,309.9756
ywqL,BS3610_RS20325,172.5476,142.7191,148.478,157.3993,142.685,134.4571,167.0243,167.0416,188.6422,177.8661,170.704,162.9317,141.1831,197.9151,142.6351,203.2351,197.973,261.8837,280.8796,338.7989,176.133,495.0887,496.5049,195.2318,356.2591,245.94,192.9623,243.5763
ywqM,BS3610_RS20320,30.3587,27.783,27.524,28.1365,24.4194,27.482,26.341,27.4755,38.1093,23.5459,37.0779,42.2717,56.3279,33.8267,69.7857,30.126,35.0933,31.1549,33.8631,34.0208,95.3043,36.8776,52.3329,63.2129,36.0406,57.8799,81.0103,53.8257
ywqN,BS3610_RS20315,14.5306,11.2201,14.6846,16.954,13.3423,13.6209,10.9667,19.6312,23.147,15.5357,25.9839,36.0048,43.5732,17.4491,50.6421,20.4702,28.8862,20.9696,22.4017,20.2046,78.3184,26.5715,20.7548,47.4654,16.6341,46.5907,71.2087,48.1887
ywqO,BS3610_RS20310,18.9856,11.2425,11.0355,6.2103,5.7069,8.6852,6.4733,15.7441,16.9576,13.1757,31.4116,29.5175,37.8235,15.8109,40.9487,11.399,24.8655,9.2833,11.5318,17.8893,68.4075,32.6757,22.4102,41.4732,12.7847,27.2828,56.1754,49.812
ywrA,BS3610_RS20305,29.0867,24.9289,23.2256,35.5766,22.4132,16.4138,27.2072,29.5063,23.0342,22.3324,29.5539,29.0341,36.4852,20.5428,41.9686,20.8133,26.8004,25.1589,18.5396,23.0085,84.5925,52.2906,56.1021,54.9286,23.2552,58.0059,72.129,56.4523
ywrB,BS3610_RS20300,30.4694,26.7385,26.2461,25.5312,25.0615,26.4316,27.419,30.99,25.3508,24.1288,36.8383,29.2913,35.7328,24.0586,44.9557,17.396,31.5304,21.5881,25.8591,23.0292,87.2398,57.9092,52.1145,55.6855,35.358,69.3369,71.3824,58.7386
ywrC,BS3610_RS20295,30.1465,31.8699,28.0147,34.6839,27.8885,34.0697,30.1274,26.8674,21.9855,19.6226,25.7097,26.528,36.1847,15.2427,42.4832,23.8734,35.9578,28.3235,22.6606,24.9775,65.9091,53.9624,59.1029,37.5316,27.3705,57.6837,53.2118,54.7597
ywrD,BS3610_RS20290,19.7966,21.8555,24.9816,25.5867,47.1689,54.1115,45.2312,33.5197,24.7088,12.6046,29.41,30.0709,43.3085,19.7014,54.2479,19.6449,30.3593,15.9624,21.9917,27.5444,100.3752,65.6921,59.7275,59.4268,24.6409,62.6186,77.0775,61.4992
ywrE,BS3610_RS20285,98.1386,77.6575,95.4502,84.9955,211.1561,194.287,186.763,163.6641,63.2234,72.2545,44.3708,57.1628,61.088,66.4098,69.8931,45.189,52.8075,55.2026,71.9591,72.2316,105.065,78.6966,87.1954,82.7132,82.7808,72.6196,82.0916,74.902
ywrF,BS3610_RS20280,125.1681,107.206,116.4039,129.3913,163.4923,131.9283,137.9718,136.1129,124.8773,146.25,116.7287,110.7869,92.8451,129.0091,92.5487,104.0761,107.1873,110.4184,94.8167,101.749,89.0253,77.6215,67.0857,71.7318,95.5251,84.2854,74.5455,73.734
ywrJ,BS3610_RS20260,8.7763,13.7208,10.8402,7.8433,12.6133,11.3753,14.1306,17.5275,17.0541,15.531,26.245,24.9957,43.0024,12.5728,50.2799,11.5083,21.2269,10.47,8.3909,10.4134,74.663,18.6372,28.9438,44.5113,11.7212,65.8513,62.5386,40.7753
ywrK,BS3610_RS20255,11.3729,17.8671,18.3895,13.7025,15.4977,18.5315,15.1984,12.6483,33.5097,44.2775,41.7314,44.0521,71.8637,65.7458,73.8438,68.0369,31.3508,16.4564,25.4439,18.8923,82.1897,24.867,70.1548,44.9716,20.6138,121.5855,67.1891,55.0989
ywrO,BS3610_RS20235,495.8582,443.9061,478.3354,483.8084,691.0565,566.0184,567.0285,556.0544,359.042,468.1108,285.0923,279.456,345.0081,623.9403,265.071,512.4275,513.0332,559.0269,499.9426,468.013,250.0296,379.8075,343.9207,288.689,338.6485,244.8278,220.9089,235.0746
ywsA,BS3610_RS20230,163.6165,187.9332,186.7223,182.3659,344.4618,190.1219,146.7722,137.2974,73.3362,96.5151,67.1996,73.7988,89.5283,109.7409,88.636,100.1157,79.6558,129.5289,111.0984,106.2315,105.854,105.5759,78.1717,105.6302,82.1835,84.4862,95.8352,77.0342
ywsB,BS3610_RS20225,661.606,847.5813,817.4585,743.4415,1535.8956,1260.7887,1178.8314,1173.7446,615.4144,725.5307,631.3786,578.5789,52.5561,55.559,73.0042,87.1803,62.779,98.9299,63.0346,59.1646,97.7403,208.7266,78.7488,73.0264,125.2612,98.2878,111.472,100.1229
ywtE,BS3610_RS20165,205.0238,193.9543,200.7299,185.9751,189.8198,160.2763,189.1623,169.1444,154.2815,149.1376,115.3432,133.8447,100.5039,152.5843,98.9831,132.9953,117.2356,120.2123,114.639,108.6517,92.3683,70.1186,70.9441,82.181,58.0166,65.5222,72.762,61.5602
ywtF,BS3610_RS20160,288.611,292.6921,272.8226,253.4604,403.354,299.891,332.2036,322.4673,193.419,254.1641,136.4847,136.4163,146.3497,234.4153,150.4938,225.2456,237.8392,214.5734,220.7497,214.487,152.5987,175.8022,168.574,168.7413,178.083,140.0124,136.7237,145.7985
ywtG,BS3610_RS20155,146.1591,173.061,176.3582,163.5559,402.9486,288.6759,302.9646,311.3627,141.1038,156.4683,154.3572,147.8452,37.3463,6.0216,44.1078,23.329,21.2358,22.4989,12.2144,8.5107,87.8402,48.5372,5.8336,54.6,10.7414,45.2149,73.4652,43.4326
ywzB,BS3610_RS20650,186.7518,257.344,259.3544,248.1123,407.2297,492.4621,634.5535,606.238,413.2439,472.3052,299.7958,232.8087,351.3819,426.5424,391.8931,655.469,439.5293,549.1759,591.0651,683.872,256.0487,351.5071,433.1352,383.0734,578.6974,353.5934,287.0823,376.367
ywzC,BS3610_RS21080,350.4065,327.7371,340.5096,364.1482,221.0101,243.6157,233.1258,190.5531,161.3397,201.5,114.3527,124.5298,163.7898,196.1154,141.4095,180.89,183.1287,185.2263,222.5032,226.5183,174.067,161.2003,140.0391,186.4143,211.9187,149.2084,149.9772,139.817
ywzD,BS3610_RS24560,1000.3251,869.7638,694.444,941.008,758.8424,575.7563,465.7194,466.0265,225.9503,235.625,131.9197,150.6409,200.8498,403.9309,210.4308,313.3942,371.0218,276.6945,478.0342,406.0291,215.5485,339.6256,372.3626,339.8177,573.5524,374.9438,299.5469,336.3023
ywzG,BS3610_RS21285,99.9981,88.489,100.965,101.7602,79.1836,89.9787,75.0474,95.5354,37.6459,39.975,44.0846,50.4647,108.0701,127.0293,93.4313,145.5086,145.2324,164.8717,163.0847,182.3913,164.742,209.8204,231.2487,169.9325,260.1681,189.2024,155.5199,210.9966
ywzH,BS3610_RS21535,709.0773,592.952,632.5163,659.1433,637.6916,714.3204,688.2003,590.3003,503.7385,682.5,376.7225,326.8907,248.7946,541.546,282.819,413.3289,381.153,430.4984,443.7422,344.1901,214.0314,312.0006,291.1338,242.1112,278.1433,230.7347,195.6225,191.9306
yxaB,BS3610_RS22325,41.5618,45.0712,45.7519,43.5133,61.9964,49.911,52.6835,52.6086,42.4715,43.9317,54.2902,52.9871,47.4626,30.8536,66.249,36.3731,44.5112,54.8064,35.8319,40.4069,97.3292,55.7792,50.8863,64.7639,50.0535,64.0557,89.4233,74.8228
yxaC,BS3610_RS22320,37.2073,28.1572,26.3532,22.7365,22.8524,17.0911,15.5528,18.1569,14.7449,21.526,21.8601,18.2595,29.6184,12.6624,32.2478,16.1281,26.1726,14.539,12.3139,14.9637,66.8956,25.3247,17.1499,36.4129,9.0102,36.9575,50.811,34.3903
yxaD,BS3610_RS22310,70.017,54.0976,59.8036,52.8861,76.2508,63.1228,68.1946,60.9502,33.6124,45.3646,32.8408,40.2755,68.0298,45.2681,73.2124,50.7679,68.4542,46.6458,37.5316,61.2874,126.4305,82.8751,63.9798,89.9866,45.9893,60.0872,91.698,75.9108
yxaF,BS3610_RS22300,113.2037,98.0848,101.692,107.026,67.0861,72.2086,81.9167,74.8393,64.8907,70.5859,43.8341,42.3678,66.8149,38.7391,54.5805,33.3164,35.2539,23.853,24.198,21.8336,79.0961,16.6563,16.7947,40.2571,21.1879,44.4645,66.9905,46.3409
yxaH,BS3610_RS22290,57.0093,61.3686,67.7914,64.5114,26.722,25.5168,25.1597,28.7171,26.6898,25.8871,33.414,35.8847,61.1569,31.9357,64.8524,42.2113,38.6469,31.2515,43.9968,41.6085,91.344,44.3227,46.637,62.8978,55.4024,72.7129,81.6712,63.2378
yxaI,BS3610_RS22285,960.1816,847.3729,938.2443,913.0772,524.4174,438.5373,466.945,484.9333,301.3326,344.4572,234.6606,212.0865,216.8768,300.1991,210.5692,299.2121,284.4813,203.8801,300.6687,253.5363,151.9113,120.5923,131.5291,136.1016,133.8185,108.9159,108.4289,78.1872
yxaL,BS3610_RS22275,101.9465,101.7623,109.2813,112.774,132.2937,126.8878,166.8626,166.87,471.283,437.9197,353.3785,331.5199,347.8811,481.301,338.2252,608.1888,559.6256,624.3791,714.9318,764.9743,322.5024,429.665,405.9591,500.4401,762.8374,494.4515,393.3868,513.5284
yxaM,BS3610_RS22270,49.999,55.9674,50.6681,47.5975,55.9564,83.5516,91.4141,91.2635,567.8262,655.6875,520.9993,570.3641,383.6879,585.0034,377.5128,569.0302,492.8703,743.8311,730.3256,740.4132,357.9031,856.8315,999.3906,571.32,984.3814,385.9037,416.6758,528.127
yxbB,BS3610_RS22250,138.6379,181.5159,170.2952,147.1134,228.8243,291.9341,297.5173,329.3888,1651.8115,1880.7551,1433.2796,1589.4152,1255.7144,2071.5602,1186.8295,1945.8536,1803.57,3259.4258,2525.6073,3163.0308,1504.3276,4987.5517,5709.8634,2377.7332,5675.2361,2285.4505,2370.4252,3404.6354
yxbC,BS3610_RS22245,174.5241,206.3304,204.5498,197.9469,226.7855,300.9645,368.0731,375.4494,1571.1532,1996.8353,1388.5242,1343.2526,1081.1947,2002.4437,897.9227,1807.2575,1693.9252,2535.9384,2515.3639,2754.0452,1145.8061,3698.7618,4160.6454,2106.4498,4026.0671,1622.1135,1590.0973,2187.8811
yxbD,BS3610_RS22240,42.3546,44.9063,51.9673,50.0594,50.8094,70.5828,75.3468,77.1856,275.622,321.1406,235.4516,224.0783,205.5471,312.35,164.136,260.0879,243.9708,306.7492,325.9324,317.622,188.9981,331.0131,384.0709,238.346,369.5569,188.193,195.0111,234.3524
yxbF,BS3610_RS22230,54.8784,45.2599,44.8162,46.5248,43.783,31.5689,30.3844,33.2294,36.2297,26.8701,34.0811,36.1775,46.9347,29.3927,59.9811,25.6453,44.1557,22.8388,25.1351,28.9547,100.2314,32.3465,34.5793,54.7452,25.0794,51.3248,68.93,53.8784
yxbG,BS3610_RS22225,82.643,82.8084,98.6241,87.4558,216.1653,118.9573,116.2599,129.2628,84.7263,81.1314,113.2098,103.0846,50.7918,10.6752,59.6733,20.7804,31.419,18.1074,14.5339,12.0785,108.7433,45.8322,11.4323,64.0934,14.5017,61.4731,86.031,51.492
yxcA,BS3610_RS22220,51.16,61.2256,71.5876,48.4572,51.5322,63.396,82.689,60.1026,102.4379,128.8393,115.4595,91.4605,154.571,152.2203,169.8477,123.0146,153.3374,114.4943,150.1264,134.8323,197.1787,96.5716,94.3246,177.2668,106.9955,126.3547,165.9298,121.8103
yxcD,BS3610_RS22205,125.9705,118.2203,108.1151,131.3034,175.2801,119.4486,106.9669,109.3428,80.9309,83.301,73.9282,62.8889,80.7677,87.6288,69.2583,83.2609,71.4582,89.6686,84.6906,97.8218,78.0318,93.1458,89.4475,73.9389,137.7766,72.2446,79.7684,87.617
yxcE,BS3610_RS22200,205.2746,193.0872,210.743,206.9391,270.0269,233.557,213.7588,191.8512,156.9613,137.9378,119.6765,115.931,119.6679,150.9686,114.0399,165.855,132.6434,172.357,144.6282,191.1489,137.3072,193.7423,183.8374,138.0245,257.6612,136.1016,160.4645,185.9736
yxdJ,BS3610_RS22135,40.9622,43.406,43.2523,39.6765,30.7554,30.3389,35.4062,38.8355,28.4488,25.0109,33.107,33.0755,46.649,22.8914,70.5401,22.0051,38.2867,19.5802,28.8573,21.7437,110.626,24.0783,20.8296,59.3046,22.6233,51.6645,83.3522,63.8295
yxdK,BS3610_RS22130,56.7854,52.1997,59.4368,51.152,42.1017,38.8665,36.7351,44.7919,33.5437,32.8988,46.9612,42.7432,53.6606,30.7627,58.869,39.2439,41.9293,26.4578,31.9934,29.1021,99.4342,27.7547,20.3479,60.3203,26.6988,52.3754,67.0577,47.5674
yxdL,BS3610_RS22125,6.7268,4.104,5.4672,9.6696,6.5475,3.5587,7.1173,8.4294,19.1078,6.4244,23.6112,29.194,36.4634,13.6047,44.7777,16.075,21.3959,13.6091,12.4952,10.2621,79.5157,16.3256,10.3558,51.1062,6.6005,40.0208,59.7103,41.6298
yxdM,BS3610_RS22120,7.2959,7.8909,5.124,9.1681,11.0154,11.6427,10.252,9.5998,22.1565,16.1196,30.8778,34.0937,52.2898,22.9387,68.4998,28.8849,35.2314,22.2985,25.2642,20.5406,101.9245,21.9102,12.2743,66.686,7.8965,59.7207,77.2442,52.3319
yxeA,BS3610_RS22115,9.2617,9.128,7.6799,8.4894,16.3828,23.7452,17.2064,19.4178,44.0439,36.9828,50.4416,50.6465,82.44,68.4425,103.4013,70.294,67.9821,61.8532,63.7561,45.0145,136.6598,26.2242,26.2097,89.6599,8.9713,81.0555,106.2432,57.5266
yxeB,BS3610_RS22110,66.2171,56.3714,64.7862,56.2729,477.3965,757.3309,761.9286,823.0241,1350.065,1762.267,1136.8388,1019.3991,884.2059,1646.782,732.0638,1334.7134,1334.1172,1205.627,1230.8503,1079.8766,361.7203,550.6035,568.5224,505.5015,176.2855,203.326,142.1604,130.2643
yxeC,BS3610_RS22105,323.737,298.5459,336.0292,298.6413,203.2179,201.5787,219.7035,165.854,302.5962,358.4774,240.4612,227.6603,219.7997,334.916,213.5951,208.2395,254.9585,188.2412,206.0303,199.0689,198.3194,101.4588,90.0528,158.9632,83.2253,111.0302,157.0128,108.9483
yxeD,BS3610_RS22100,19.6102,16.6646,20.7618,23.9239,16.1051,4.6686,14.2084,12.5064,23.5477,33.0508,21.0573,33.8304,44.1452,31.8706,65.8042,26.807,27.8458,26.5213,23.3024,28.0468,109.8832,37.678,69.4886,48.1641,32.8718,111.4566,92.8378,39.3168
yxeE,BS3610_RS22095,88.0623,76.8715,88.2349,99.5538,62.3084,52.6807,57.5878,59.2083,99.919,139.8566,87.3807,112.9807,107.7005,93.8472,110.2174,99.6792,76.4892,80.0834,69.9467,85.6014,118.2916,171.9839,397.2204,102.021,160.521,593.3853,135.8935,204.2037
yxeF,BS3610_RS22090,76.9435,61.0269,56.3192,73.3488,44.4156,29.7607,41.8459,40.1747,50.0709,49.7586,54.7257,59.7369,54.1557,25.9361,64,35.8742,60.7307,34.2167,44.4658,31.954,108.7153,28.5104,21.6031,60.7532,34.5803,56.888,78.9235,47.7745
yxeG,BS3610_RS22085,66.6476,45.9483,50.2909,55.7687,33.4898,29.1241,37.3434,34.2421,42.889,41.9355,46.5409,40.0899,44.7262,34.597,60.414,42.7055,43.1041,43.4996,37.213,34.4,81.6476,22.2258,20.8038,57.7503,25.4319,47.1393,64.6816,61.8448
yxeH,BS3610_RS22080,241.83,209.5917,214.2247,216.8203,192.456,178.8867,185.895,166.5199,168.3516,198.238,130.1389,131.1854,130.2499,183.7965,126.0255,178.1993,160.2889,165.897,151.4968,146.547,114.6989,118.8711,108.4494,113.877,112.0617,79.6077,91.1341,87.7081
yxeI,BS3610_RS22075,50.9925,33.3331,40.8427,42.9031,50.0613,49.954,56.2989,55.7154,42.7733,48.0091,57.2527,50.8241,51.2808,30.4822,58.5241,25.8528,37.3523,21.3444,19.021,23.0247,81.7913,19.4408,25.203,54.5879,30.7687,55.229,76.2571,50.6108
yxeJ,BS3610_RS22070,0,2.9855,0.9768,1.7277,1.3892,2.4162,0,2.044,3.5382,1.2829,9.4919,8.9195,22.5061,3.2989,15.7823,7.3994,7.7822,0,2.4952,3.8708,21.6182,3.079,1.2122,15.704,0,14.4209,27.6703,19.2332
yxeK,BS3610_RS22065,610.2871,704.6404,703.5909,684.4415,484.417,385.7475,428.2692,501.5233,195.084,230.5147,163.0276,175.0093,141.0727,251.283,129.4006,163.4893,180.4961,207.2294,147.3735,136.6071,117.5422,112.9414,110.0569,120.4821,83.6904,81.5663,87.6318,73.6182
yxeL,BS3610_RS22060,548.6303,649.7031,645.3427,614.1995,408.956,337.3923,348.2074,392.5665,257.5604,252.5602,212.4557,224.1464,133.4835,211.447,125.1176,150.7511,163.8942,180.7078,122.8048,115.1908,112.0821,102.4339,100.456,127.0197,67.2505,74.0158,83.9645,64.3189
yxeM,BS3610_RS22055,785.8885,889.0285,862.0129,861.1524,600.799,546.7321,507.3455,560.6973,417.3862,454.3868,408.9353,412.9834,163.1247,312.2121,145.0781,188.0697,218.9708,251.4553,171.7435,164.8516,132.8794,131.2757,128.6357,152.4857,91.3935,87.0697,92.0902,79.6214
yxeN,BS3610_RS22050,634.6985,703.2061,697.5167,683.0697,464.5435,461.9313,431.478,453.5991,401.5566,402.1333,371.2008,387.3145,138.5648,230.6585,113.6326,146.524,175.5348,210.6694,151.2853,139.245,107.9531,110.2402,133.897,121.2451,60.5482,75.3733,76.7275,81.3481
yxeO,BS3610_RS22045,585.1127,596.2798,599.2573,614.2375,394.0174,434.8357,402.0623,461.6769,402.6322,367.38,360.0506,345.8715,123.1533,211.2698,114.8952,145.0869,148.5182,183.1908,112.263,123.5554,102.664,99.5282,95.8162,108.6659,59.7914,67.6053,72.9672,66.0953
