gene_name,gene_name_alt,8h_rep1,8h_rep2,8h_rep3,8h_rep4,12h_rep1,12h_rep2,12h_rep3,12h_rep4,16h_rep1,16h_rep2,16h_rep3,16h_rep4,20h_rep1,20h_rep2,20h_rep3,20h_rep4,24h_rep1,24h_rep2,24h_rep3,24h_rep4,28h_rep1,28h_rep2,28h_rep3,28h_rep4,32h_rep1,32h_rep2,32h_rep3,32h_rep4
argI,BS3610_RS22485,304.694,258.7264,260.7114,280.7329,205.8239,187.6488,198.1156,210.7842,229.0626,217.9798,179.1989,180.5662,150.5228,174.4599,154.5285,164.4928,155.1076,199.6903,173.3517,200.0817,155.6412,210.8893,253.1275,149.6427,326.8227,173.6337,203.0324,252.7149
argJ,BS3610_RS06995,131.173,121.3451,114.1858,144.5306,71.0771,80.9867,66.4987,81.6787,100.4244,81.6892,87.2435,81.6126,221.0191,224.022,223.0463,207.7733,179.0641,402.6522,248.3405,305.0216,226.0611,560.3745,433.2645,329.5512,225.7076,285.8672,197.1846,282.6321
argS,BS3610_RS20935,487.2527,418.0786,428.9069,453.433,459.0846,362.3147,384.8546,396.0249,363.8431,385.2738,292.8417,257.3336,253.2054,376.4487,238.0097,382.137,310.175,388.6364,367.3509,375.2506,183.1999,311.1603,314.2708,256.0064,350.2312,230.0097,203.6124,247.0245
aroA,BS3610_RS16890,2074.1331,2079.7646,2114.4675,2149.8652,3462.6079,3160.8388,3654.517,4077.4075,2798.3529,2807.9456,2346.7852,2209.6795,1295.5163,2421.2576,1028.18,1745.2109,1598.6021,1558.4827,1747.9023,1355.7663,425.0002,936.4362,775.0293,739.1537,542.0772,424.5132,270.6837,384.3287
aroB,BS3610_RS13185,400.6935,453.9982,468.9533,430.6246,519.1649,747.9252,746.2508,776.7109,683.2369,640.8678,640.5674,650.9098,367.3232,537.8071,343.4717,426.4117,319.1663,378.4934,376.1324,341.1835,156.7014,231.8517,190.607,197.2737,179.0488,147.7846,122.4661,119.403
aroD,BS3610_RS13390,172.3882,181.3977,165.8778,171.0535,139.8085,126.9629,116.3259,128.9461,102.588,95.2148,78.5882,76.2031,142.741,191.6278,144.2602,186.7185,140.16,163.9892,181.1147,161.454,126.9701,158.4378,143.2349,141.196,180.7133,141.7306,131.2428,133.561
aroE,BS3610_RS13135,528.7999,535.7682,544.2463,550.7705,934.206,843.4563,936.8358,1027.4672,974.4735,1069.0909,799.4821,724.2351,391.2788,666.2376,326.0941,521.2245,450.5148,410.8271,498.8375,468.6987,173.5826,269.0914,233.4414,235.2832,215.8971,148.4447,121.751,144.7354
aroE,BS3610_RS14740,349.3948,301.1808,313.072,325.2213,158.9307,203.2345,203.9979,196.2508,246.252,285.9075,213.6482,198.3528,116.7608,165.6568,111.8803,124.8282,115.7631,137.7191,138.0072,120.6555,124.2072,120.7475,107.2129,114.274,113.1239,103.6664,97.1151,105.1681
aroF,BS3610_RS13190,338.1664,384.0861,397.0784,352.2126,418.0321,590.8417,611.513,653.9066,511.1514,512.7973,462.5087,468.0046,326.9631,516.7907,289.8826,393.6466,290.9267,345.9583,323.9143,319.0258,149.5363,184.0382,152.8876,164.8175,147.7908,130.178,110.6324,115.0828
aroH,BS3610_RS13180,447.4346,496.3326,534.1728,470.8459,659.0381,941.1034,853.2646,884.1154,751.3781,779.2383,710.7382,715.5443,348.0451,536.0355,350.6631,426.1576,331.6606,369.7211,425.1936,318.3115,149.1725,198.6566,174.9049,196.6976,163.3442,138.3507,120.3537,117.6727
aroK,BS3610_RS02580,149.3762,126.9964,135.774,129.548,164.8599,170.3732,155.4058,192.3086,120.3098,129.8262,95.5844,97.8763,137.2029,206.4718,115.7932,146.9784,126.8636,140.8218,148.056,117.9865,96.1709,88.428,93.1163,125.5202,65.7693,79.8934,87.6117,79.5265
arsB,BS3610_RS14810,53.587,60.1566,50.919,45.5967,71.8053,86.7876,78.9173,68.27,31.5137,30.0648,32.1077,39.2882,36.7456,19.2673,40.2062,18.2319,24.0517,17.3776,14.7553,19.287,61.6805,14.8358,22.3026,36.688,22.084,40.7277,62.1538,43.4066
arsC,BS3610_RS14805,72.6078,64.8271,59.9215,51.1146,77.6753,80.666,76.9863,57.1437,47.3775,34.8214,38.3593,40.3502,47.2043,16.7144,49.6015,14.0588,22.5312,16.9015,14.2225,17.3356,94.8361,20.0572,13.1616,50.7443,21.6244,44.4988,80.3449,39.4938
arsR,BS3610_RS14820,90.4396,104.8854,107.1563,91.6647,182.2716,178.4329,174.7389,126.0323,55.8093,66.2264,43.8577,54.7139,39.6076,25.2293,39.9024,23.2103,29.7582,16.5621,29.5184,23.5899,40.6346,30.1699,24.3365,32.17,34.8081,32.6511,41.985,45.5664
artP,BS3610_RS13870,1418.4903,1053.2296,1061.9658,1105.5647,569.9566,474.8555,390.144,394.7269,275.2019,300.498,226.6848,218.3116,734.6607,1431.822,638.9369,1218.613,1309.9568,1598.1491,1610.7728,1618.275,567.0291,1985.9566,1475.8948,1258.7759,837.7856,774.6736,412.8322,622.6227
artQ,BS3610_RS13865,360.6242,316.9653,307.7544,320.7982,146.3696,137.7224,99.797,97.795,113.2637,109.9091,88.1691,95.8624,253.0354,367.3366,200.8657,306.0986,290.0467,421.2001,406.4189,388.7851,165.3071,518.3464,371.4553,313.3599,226.1957,212.9052,128.0438,180.26
artR,BS3610_RS13860,400.8702,331.3984,332.9974,350.0517,209.8419,184.3919,178.8893,188.86,194.1432,222.9149,181.2605,181.8942,286.7977,473.343,298.8815,407.1804,410.3844,590.0493,489.0339,498.9457,260.1645,679.9929,530.9955,421.6536,334.0672,319.2947,196.6371,285.8575
asd,BS3610_RS09990,1239.4074,1249.1207,1196.168,1206.8943,1325.9632,1245.72,1312.8342,1353.0885,1129.0681,1267.5,950.0643,869.7667,756.1975,1262.249,714.4337,1057.044,926.653,1153.0815,1184.7989,1087.0656,406.6819,957.3562,1028.84,803.6962,735.8592,643.6633,356.715,496.8871
aseR,BS3610_RS03790,33.2048,29.7124,29.8282,32.2397,23.5665,22.9537,35.6418,20.1113,20.8077,24.375,35.7829,35.6427,56.2287,14.1774,59.7473,11.9249,21.7098,12.9488,13.5452,8.5365,96.7391,8.3572,9.8712,48.7145,10.1364,46.868,75.9784,32.344
aslA,BS3610_RS22255,64.2779,87.3966,84.1375,70.0285,125.5206,142.8233,171.2073,170.0134,976.0057,1060.5833,794.4126,968.2862,761.9334,1213.6499,669.8713,1012.2341,942.6601,1699.6037,1435.9462,1694.8012,793.86,2574.0046,3132.4527,1313.4882,3443.6793,1187.6426,1462.2779,1915.0696
asnB,BS3610_RS17280,698.2227,543.1618,554.1537,591.0729,474.6844,462.701,475.4942,479.5239,545.8703,700.2133,431.6652,396.5925,269.724,452.9783,239.8512,343.8078,298.2657,374.7743,354.4018,319.8564,155.9431,230.5502,234.1844,195.3712,260.6538,176.9695,155.679,172.0856
asnC,BS3610_RS13015,985.1971,909.8608,889.4901,921.2566,751.0496,827.3998,831.9043,845.3714,759.9064,947.4014,571.4905,547.515,495.5327,827.3814,427.8433,716.3141,625.2934,824.217,777.233,732.7187,299.913,646.9849,626.5333,480.3826,633.7104,390.2682,318.1702,403.1425
asnH,BS3610_RS22265,47.7297,49.9492,51.4115,50.0287,61.6813,87.8871,93.7131,97.5042,621.4407,639.8763,518.3203,583.4314,455.8878,693.267,437.6847,633.68,536.0953,984.2221,847.6461,929.7333,449.0351,1290.5477,1491.0928,672.9618,1479.8087,584.6255,635.1192,869.3533
asnO,BS3610_RS06775,4.8376,4.5502,4.225,3.843,5.3218,7.7632,8.4381,8.3354,13.5543,21.2439,26.1966,25.7192,36.6618,15.2196,47.0133,17.945,20.0888,12.2872,13.4131,13.6327,86.427,33.1025,57.0763,46.4834,22.7671,99.5161,77.6128,59.7297
aspA,BS3610_RS13645,45.3148,40.5169,41.3305,43.5839,45.0259,52.8515,47.2988,56.4584,58.5629,62.0641,67.8612,59.1804,53.0845,52.6714,59.5484,55.9694,50.2534,59.1714,52.7866,47.7424,69.4992,46.2102,43.5493,55.9978,49.0921,53.1999,63.3924,49.9347
aspB,BS3610_RS13020,766.4408,775.7041,761.044,759.4937,696.7081,926.0728,974.87,1094.4921,922.4938,1008.1599,773.0563,757.7925,537.7262,816.6291,519.9349,748.4352,601.4519,730.1673,713.2911,666.3839,264.6259,498.2902,508.3571,370.4283,493.9232,313.6,255.8235,332.4445
aspS,BS3610_RS15745,485.6846,438.6125,441.8035,463.7691,497.4454,487.2541,522.6469,566.0952,511.4986,575.957,449.8341,423.5981,207.0229,333.583,179.0613,241.3468,235.1592,298.2386,253.2709,234.5251,138.0819,180.7288,173.6972,151.6202,145.659,127.8184,116.6972,122.0693
atpA,BS3610_RS20675,1506.3049,1400.9144,1408.1796,1476.5763,1251.1946,1526.1728,1637.068,1756.1695,2069.582,2150.8151,1659.6444,1520.0355,1522.5065,1725.1038,1657.4247,2396.0064,1631.9265,2267.5782,2187.1932,2452.4225,809.9692,1575.975,1617.8783,1308.1902,2952.7408,1450.578,1251.3226,1699.1319
atpB,BS3610_RS20700,1876.1657,2057.1805,1953.5464,1900.4163,2136.9864,2365.828,2411.7479,2410.6569,2579.9722,2895.551,2062.0775,1922.6697,1603.2017,2001.6327,1751.3852,2525.4207,1849.1688,2249.6954,2358.4203,2558.762,823.2115,1520.5251,1619.6247,1285.5997,3028.1827,1475.0538,1187.5082,1607.5067
atpC,BS3610_RS20660,902.8597,727.3147,790.3942,881.1152,1258.2049,1071.4047,1323.6237,1514.2942,1264.9735,1456.6353,1089.6087,882.8916,880.9526,1042.4497,840.1409,1439.7064,1103.3377,1264.889,1286.0852,1353.6684,441.7114,814.0165,790.3867,695.6777,1541.447,742.0809,663.719,851.0394
atpD,BS3610_RS20665,1201.4624,1063.9488,1038.563,1072.8654,1442.4549,1439.5966,1594.2259,1695.8187,1791.7181,1865.2531,1369.7157,1240.5627,1201.4901,1482.9607,1262.851,1966.7499,1425.0953,1814.1946,1845.5251,2023.4155,652.0206,1161.2805,1264.5655,1065.4506,2332.0321,1112.0535,985.4378,1299.7567
atpE,BS3610_RS20695,1985.7609,1956.8354,2054.6429,1981.5723,2179.9642,2221.6635,2326.5357,2370.6091,2615.7739,2878.3098,2106.5756,2024.1044,1735.6487,2062.2253,1824.5237,2605.8295,1945.565,2438.244,2577.4117,2714.946,836.1871,1598.4535,1620.7264,1376.8145,3272.588,1449.4037,1236.4166,1642.5368
atpF,BS3610_RS20685,1969.9008,2007.5555,2010.0971,1919.257,1691.7188,2097.784,2078.1125,2053.9687,2576.2987,2462.5877,1954.1574,1907.6775,1824.1298,2026.2524,1942.6083,2702.4151,1854.2683,2589.4005,2563.3778,2771.4813,922.6341,1722.8452,1873.3296,1546.1404,3353.8307,1691.0423,1437.4247,1924.807
atpG,BS3610_RS20670,1284.6975,1170.1895,1144.7758,1207.4901,1125.7995,1348.5323,1484.2035,1493.0109,1787.684,1813.9062,1374.5809,1285.9397,1205.9086,1439.5843,1311.4659,1961.3988,1262.2956,1787.6477,1750.8167,1871.0536,637.0862,1209.273,1217.8562,1087.7324,2210.4432,1145.0609,991.867,1361.7596
atpH,BS3610_RS20680,1480.3094,1427.8588,1369.3425,1432.4339,1185.723,1389.8364,1450.2372,1536.7779,1927.6059,1813.9285,1466.9895,1407.0853,1329.4105,1512.5598,1464.1125,2064.4044,1361.2608,1913.2704,1840.0691,2031.3746,715.1133,1306.288,1323.7498,1064.8497,2438.4585,1200.581,1060.3382,1366.7429
atpI,BS3610_RS20705,907.1365,1047.0254,1039.9261,934.5112,1411.2819,1352.1188,1463.2739,1417.4973,1409.6218,1661.3086,1018.8291,889.1343,818.1794,1042.0373,841.3943,1366.8895,1089.9621,1199.2081,1297.0628,1299.6762,505.799,851.9078,951.5401,744.1652,1636.3981,748.0851,690.4097,954.2909
azlB,BS3610_RS15300,38.1832,40.2092,41.8182,39.8897,32.0744,29.6365,28.2969,29.0038,27.2303,29.6203,29.4235,30.9863,40.8425,30.1494,51.5422,31.5878,29.5306,32.3676,30.0053,27.9284,59.5812,24.6836,27.406,37.0498,32.9327,33.2229,55.0962,34.19
azlC,BS3610_RS15295,32.409,28.4731,32.6069,31.4098,18.6314,26.2843,29.4303,28.3271,30.2292,33.6471,34.8904,40.1709,51.5273,33.7565,58.9206,34.4579,36.3371,22.7492,31.2337,33.1673,88.4614,23.2471,19.8714,55.7192,26.3414,54.5167,80.5504,57.3225
azlD,BS3610_RS15290,42.4383,44.2888,39.4604,40.2191,29.4858,26.4692,31.6473,42.6841,42.7978,36.8919,34.6611,50.2136,47.6296,35.3863,53.4608,38.6301,35.5222,34.3827,35.0224,30.4781,74.0081,32.3244,34.8604,48.6414,36.6494,46.2509,67.851,46.9492
bacA,BS3610_RS21145,151.9826,179.3023,199.54,175.8185,481.539,604.6351,707.6339,868.4006,287.7006,323.4146,265.8758,269.3165,210.11,408.0755,163.5201,263.0026,292.0357,394.6794,317.2891,328.6201,211.8436,515.5619,549.6398,232.3248,283.8197,241.4273,170.3347,246.1524
bacB,BS3610_RS21140,139.3726,184.9129,184.0247,171.9185,446.0226,564.5064,706.36,833.9768,397.2725,411.0699,375.2961,368.3042,249.717,398.3831,167.988,273.7297,293.4945,442.129,324.2249,328.1473,221.8361,534.4332,541.855,234.5591,297.0486,248.3331,187.3334,246.9419
bacC,BS3610_RS21135,144.1373,174.191,167.1839,157.6675,389.8907,542.9373,647.8163,732.9827,380.4117,395.7579,383.097,378.3815,195.5951,346.4615,160.0599,225.8265,232.5934,344.6848,245.2542,271.0158,178.8432,406.2763,416.4029,182.1361,245.0832,200.9844,159.0395,213.4286
bacD,BS3610_RS21130,165.985,209.6259,194.4654,188.2108,469.1863,689.2916,839.2234,1023.3535,522.6391,509.1438,463.1293,482.9745,203.1647,364.5008,174.0391,221.1364,230.3535,353.73,281.2428,263.2379,183.2521,353.7216,385.0802,179.5125,239.4166,205.1246,152.7137,197.512
bacE,BS3610_RS21125,128.0444,148.1997,144.7191,133.9627,300.1625,451.6366,600.7023,724.0125,348.5483,336.1899,321.4266,330.0752,139.1596,210.5166,127.0576,140.944,145.9062,209.6646,163.9489,161.6126,155.0235,218.4004,223.4467,128.631,136.7604,129.9708,128.2689,140.6215
bcd,BS3610_RS13920,24.4533,19.8922,19.7293,22.6633,31.2395,28.4249,31.935,30.8556,46.1672,36.5959,31.6223,39.6206,45.7969,35.9474,54.8273,35.0507,48.7919,77.7934,51.9544,57.0225,80.2937,90.181,104.4992,61.0378,67.1318,55.6292,85.8863,92.8051
bceA,BS3610_RS17195,10.7371,10.4217,18.9982,14.4744,18.2891,11.5672,12.2585,16.207,18.3501,17.2736,18.934,29.3572,31.5279,17.1092,42.2518,24.6306,28.7184,19.2326,23.1442,17.0833,55.069,21.4961,12.3325,39.8283,18.9958,44.5118,54.8744,38.282
bceB,BS3610_RS17190,15.7111,16.0147,16.8673,16.2354,14.1967,15.1842,14.5608,12.605,18.2868,13.5626,23.2904,26.3098,36.7712,20.7961,38.7362,24.6627,27.9319,19.2298,22.5684,20.8017,67.6024,16.5163,14.9517,40.6707,20.3251,39.7634,57.825,42.5325
bceR,BS3610_RS17205,77.2997,78.2396,79.9989,81.7817,81.4589,69.6527,77.7729,83.6973,75.7246,67.2414,73.5894,71.7492,97.8556,99.4218,99.8639,96.3513,96.8745,113.8362,96.4515,97.0032,114.8401,108.9312,111.9868,93.3345,97.8689,94.7305,99.2868,96.9734
bceS,BS3610_RS17200,78.9426,80.8243,79.7792,82.7016,81.3109,69.3409,80.0759,68.1651,80.5361,78,67.4727,64.9779,85.175,105.5251,89.3232,99.6706,96.7105,112.1018,104.7229,110.6466,93.449,105.7077,108.632,95.0055,117.764,87.3004,93.7236,98.8394
bcrC,BS3610_RS20510,209.1636,191.8081,191.7203,194.2479,290.6118,199.2479,214.8208,207.3898,96.1016,136.1985,63.6272,69.4967,109.4087,192.56,92.416,196.0261,141.5944,247.0873,149.0675,162.2537,128.4078,272.1964,231.2772,190.7149,157.0274,110.0152,98.8196,128.7444
bcsA,BS3610_RS12855,9.2578,12.3986,12.3732,15.247,13.5578,7.0241,9.1617,12.5207,12.0001,11.1885,14.892,16.8751,39.0866,39.9592,48.1231,55.8895,28.5488,34.8279,22.2793,19.4914,61.8756,24.5082,19.8862,45.3427,23.7809,45.3904,55.4531,38.375
bdbA,BS3610_RS12540,176.6645,189.6271,190.9772,169.3624,126.2347,165.0008,199.594,184.6095,796.3064,745.3804,587.794,604.7468,426.4889,714.6004,418.5742,656.587,447.631,507.7572,532.4851,610.2094,205.6138,354.3919,465.3281,264.8117,636.8805,296.7783,272.1704,341.253
bdbB,BS3610_RS12530,207.4396,218.7734,209.2643,196.0739,188.4817,185.4786,277.5563,262.7264,892.1208,944.8993,637.4643,603.0691,413.2661,738.686,387.6728,681.2388,583.0644,503.5698,678.353,632.7822,182.0897,313.0475,401.2953,253.272,570.1792,274.4813,210.0644,255.4924
bdbC,BS3610_RS18950,346.6251,327.5557,369.5927,338.6495,319.7724,311.114,316.4786,343.6526,232.7883,265.8453,212.7822,176.6508,216.4647,266.3479,204.8294,315.5646,267.5919,292.1388,393.5916,362.4335,160.0491,195.8421,237.9497,276.3995,389.9969,251.4842,195.6225,242.3251
bdbD,BS3610_RS18955,610.002,631.8463,623.5411,627.077,632.5216,578.8872,652.6636,645.0531,426.8629,497.9933,353.6828,342.1507,356.3173,494.311,363.2054,607.4287,512.7619,525.7494,721.9675,669.8192,257.2694,426.0277,434.6268,454.9238,798.0043,419.8233,349.7958,464.2518
bdhA,BS3610_RS04335,1069.3581,1132.2949,1102.032,1064.9958,1368.5596,1342.2977,1574.8948,1623.4824,2443.602,2887.0677,1989.0599,1843.0718,1435.5429,2336.1602,1284.416,2140.6255,1916.3706,2426.2665,2289.8096,2223.9383,911.2592,1884.816,1965.8145,1494.3803,2537.4738,1324.3971,1089.7355,1457.511
besA,BS3610_RS18170,39.8966,39.6414,40.1915,37.8063,552.6466,1039.4087,1167.2811,1324.1581,1063.544,1201.2672,850.1824,797.3578,751.2095,1198.5365,668.7345,1094.8902,938.1531,1251.5407,1119.491,1060.8217,422.6117,869.836,922.2627,655.3505,364.3984,357.8376,179.433,221.3404
bglA,BS3610_RS22365,11.0191,12.7628,10.5172,12.3097,12.9773,14.7287,16.3002,17.9614,24.4624,13.8125,31.7275,32.9527,46.325,20.5448,61.6825,25.7745,31.6258,23.3759,32.5932,25.5875,93.1577,21.775,15.931,60.5041,36.66,51.1943,76.3131,58.7867
bglC,BS3610_RS02720,35.616,33.2273,38.2067,35.2981,32.2477,28.236,26.0558,27.9486,24.9398,19.1736,30.0157,30.0967,92.7124,46.3317,108.0329,113.9705,105.1732,165.7532,188.6416,183.2468,158.111,175.5819,175.3958,178.9427,264.6213,181.0157,152.5487,172.9764
bglH,BS3610_RS21930,15.4736,15.2872,15.7955,16.0637,18.1954,28.7166,31.7652,32.8863,66.9388,59.7447,79.9832,74.8397,68.3193,49.7875,89.3211,51.7484,59.0046,74.3807,54.0657,65.721,131.9863,86.7959,249.3417,103.147,507.2523,187.4106,272.3106,325.2031
bglP,BS3610_RS21935,32.2443,26.781,29.8173,27.9827,39.8081,46.9611,56.279,62.2642,139.7396,112.0451,159.1249,144.714,74.307,70.8306,84.0343,70.4093,71.2103,83.9625,57.6672,88.9773,123.3145,117.3838,309.6204,105.7478,562.0561,192.7202,283.6526,332.9771
bglS,BS3610_RS21835,20.7458,16.4958,17.4141,16.7506,42.1443,38.5396,53.5536,66.4839,40.2058,32.5,41.5612,50.2136,62.0707,29.9208,75.5992,26.0348,41.3768,26.0714,21.8508,35.1079,126.0878,34.3457,43.2219,56.8336,92.2706,66.4668,117.132,87.0914
bhlA,BS3610_RS12520,13.9678,19.1742,17.7755,18.4934,10.4091,6.4658,3.3734,14.2215,50.4976,42.5704,33.8678,30.7647,48.182,35.3121,66.6858,43.5625,23.1395,37.6272,32.0507,40.3979,44.4048,24.1691,24.6548,40.8242,29.3147,24.3734,51.6609,29.5388
bhlB,BS3610_RS12525,22.2858,19.5453,18.3512,15.4909,8.3039,17.5377,17.941,21.8177,53.3771,52.5843,30.6205,36.3908,38.4374,42.2555,48.9429,37.9114,29.5353,42.8817,41.5489,39.6647,23.4498,19.2809,39.3368,24.9046,32.9529,20.7402,20.881,34.99
bioA,BS3610_RS17120,1127.921,1149.2976,1163.0226,1128.9464,997.4659,1308.3121,1320.6102,1440.9803,1593.634,1714.1759,1375.8237,1373.5497,870.4693,1349.4352,839.0985,1202.3567,885.6297,1371.8912,1064.9457,1055.9999,431.5874,978.2155,1045.6556,637.3214,1002.324,469.6915,456.8155,611.0449
bioB,BS3610_RS17105,743.2954,740.7848,757.1937,793.6824,581.3078,945.2023,1006.5243,1165.0663,1273.0046,1283.75,1016.4734,990.8226,686.5453,990.9241,627.3467,869.261,672.4159,923.9051,855.3256,804.1784,333.565,579.6617,657.2557,489.1751,648.1677,384.2144,320.7975,412.7175
bioD,BS3610_RS17110,747.7058,740.0164,726.0703,752.7309,505.5916,838.6031,854.469,971.8929,1155.9589,1206.9827,893.7832,889.8851,584.1176,834.6385,558.0951,706.2732,552.9211,846.8627,685.7863,673.6332,287.1003,538.6044,659.2129,407.6343,600.6702,334.1675,286.6881,358.3085
bioF,BS3610_RS17115,878.9829,844.7472,859.2689,887.8132,740.1294,986.6577,1026.2205,1160.2865,1368.3999,1445,1163.2568,1142.167,711.0979,1022.7917,705.1049,937.434,706.7002,1124.5881,832.9282,895.3619,366.8524,801.8014,890.5993,530.8843,778.1997,406.0043,381.0876,497.9963
bioI,BS3610_RS17100,286.9382,274.1877,268.2358,277.9416,210.6424,335.0911,327.5091,360.9532,443.1499,452.865,343.6274,370.1881,267.1061,342.4212,261.1185,315.2114,216.4952,352.6758,279.3748,281.2958,162.3856,208.0004,210.9373,204.5181,200.4923,152.56,152.4284,164.8363
bioW,BS3610_RS17125,1510.5488,1562.2751,1567.6182,1579.19,1487.4687,1748.3838,1723.7528,1901.892,1891.6408,2230.4536,1656.3042,1612.5555,1064.1611,1723.3884,949.1321,1514.4429,1216.1273,1679.2492,1383.8113,1368.1054,559.4325,1157.6546,1281.652,775.4827,1337.642,603.1173,607.6381,743.9895
bioY,BS3610_RS06560,499.8357,478.4611,512.13,558.9173,334.2365,337.8005,337.2819,362.6035,243.9748,233.5829,155.5925,161.1133,175.0376,230.6049,172.8458,209.0026,169.7371,196.3342,162.7602,144.7301,116.1175,115.1232,137.9501,116.7065,117.8788,88.5305,94.9344,97.8787
bioYB,BS3610_RS18180,1561.1722,1391.8478,1467.7901,1499.2109,1752.2809,1612.9285,1795.7506,1881.8816,1579.0602,2248.8059,1251.3553,1130.5562,1611.0531,2875.5391,1425.5899,2737.9701,2603.4667,2885.7111,2796.3851,2598.2204,888.9807,1821.1674,1938.4171,1703.5949,1557.9491,787.1955,614.6049,844.8465
bipA,BS3610_RS08970,1269.7099,1029.9721,1010.1591,1117.8999,673.5984,677.1541,664.4886,652.1584,715.6032,847.5979,470.0696,416.7813,278.3973,485.7532,233.5679,371.4231,342.5167,414.1467,449.1806,353.9273,161.538,335.0316,361.9109,305.6777,253.416,220.5718,152.5408,183.9207
birA,BS3610_RS13055,128.5277,118.5514,110.4476,120.4286,64.7718,92.3782,98.4501,103.6409,99.2564,96.6028,80.6455,86.8727,56.9995,56.1419,54.2214,42.6939,39.7118,43.55,38.6829,31.1325,64.4279,35.4111,27.9784,40.446,25.8282,46.7132,49.8057,40.5493
bkdAA,BS3610_RS13905,63.4179,66.2634,62.8004,64.4617,75.9141,81.829,98.4101,109.8189,99.111,101.3293,100.2527,88.5186,71.8761,83.8244,86.016,74.7538,87.5552,122.4501,101.9781,98.6524,94.5783,122.7736,145.2941,87.3967,86.8894,75.1108,100.4707,97.3458
bkdAB,BS3610_RS13900,61.2264,74.0175,68.3542,76.4602,103.003,93.7744,109.2899,117.6906,106.8493,105.8232,97.9928,105.1731,86.0446,88.1582,81.7985,78.6522,98.7744,135.4383,105.5125,103.5907,107.4922,138.8783,151.3981,95.8201,94.3181,74.5667,106.6083,96.2986
bkdB,BS3610_RS13895,96.8382,96.6305,94.6766,104.2704,154.765,131.5654,154.7911,155.5249,138.9842,148.2,127.303,125.6522,108.6647,137.0579,109.1764,110.3203,134.0607,170.4393,153.0453,149.6855,117.7512,163.8921,197.4854,125.5689,123.7677,89.1722,120.2503,134.8823
bkdR,BS3610_RS13930,48.7749,44.4186,47.4573,51.4414,53.0176,62.7998,65.2065,65.7907,110.9744,95.9524,100.5102,93.2539,64.3976,43.414,68.6861,46.0512,48.4573,57.495,46.9295,51.1524,97.1396,46.3724,45.999,69.9554,46.0064,70.1693,83.5559,69.2391
blt,BS3610_RS15230,7.2132,11.1278,8.3311,7.2037,11.3213,13.5089,9.1584,10.8468,9.6115,4.3766,17.39,20.2858,38.1956,11.6709,51.6369,14.199,18.0268,11.4209,10.4038,12.4715,74.4141,18.6733,13.7852,39.8261,12.976,41.141,63.4188,40.2556
bltD,BS3610_RS15235,10.803,17.3014,10.6749,10.7274,19.3215,13.2022,9.3927,9.6454,12.8884,8.9216,14.6687,20.1839,25.9161,14.2018,36.7222,11.486,18.0397,10.4766,17.3521,9.133,63.5599,14.7843,15.0541,20.8018,13.6036,33.9316,43.152,27.8305
bltR,BS3610_RS15225,10.5566,12.1452,11.3797,10.303,10.789,14.0738,10.4896,10.4884,12.1038,8.1843,18.4295,21.7165,36.6041,11.2853,48.6141,13.8536,22.5449,7.2429,15.226,11.8101,77.4654,16.2263,13.786,39.825,12.7753,43.1575,69.7887,45.4614
blyA,BS3610_RS12515,17.0676,18.2913,20.3754,14.6289,9.4676,11.2274,14.1018,12.2416,49.2008,29.6739,35.5029,51.5781,57.8887,37.6982,69.8196,36.2931,39.1082,34.0164,32.2068,34.5741,73.4852,22.8913,25.2859,49.4205,28.7933,45.7707,64.8531,37.1303
bmr,BS3610_RS13885,156.1742,179.1888,188.0721,177.2596,234.4375,209.5265,168.8873,163.1093,108.709,110.5,103.1722,96.3715,65.189,69.2147,74.7839,75.3408,72.6246,80.6353,76.0965,64.1161,106.0023,66.6001,59.5308,88.4564,66.9523,80.3134,96.0556,83.108
