gene_name,rep1@8h,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@8h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@8h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@8h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
clsA,96.5024,111.0428,78.4986,83.8651,87.3493,99.842,91.2767,97.7104,82.8806,87.4068,86.3403,87.5498,75.0933,80.7332,99.139,89.59,70.5286,77.6372,85.5902,73.0562,85.8633,95.6911,86.8372,63.9366,85.7209,74.154,82.6029,80.0007
clsB,0.8285,1.8522,7.1886,29.6184,18.1172,65.2161,9.0102,0.5687,3.2216,3.1767,7.9592,5.3565,14.6617,52.4791,1.4885,3.8018,16.4727,34.3334,7.3667,18.0106,54.2987,1.3163,6.0346,20.765,9.3373,7.1886,36.0374,42.0502
cmk,477.8604,289.0493,232.2495,156.8788,178.4556,109.9267,170.7123,434.9659,281.1578,252.2,226.5727,225.5961,145.6003,152.5413,438.5051,334.9632,163.5136,152.6325,219.9747,138.8106,111.7222,437.0946,304.4707,137.5854,226.8154,202.657,138.9266,139.2521
coaA,119.0576,91.391,109.2404,103.0165,97.958,104.7677,77.4591,115.8109,107.5957,100.8516,110.4716,98.5128,73.8564,76.4309,108.1106,101.0445,92.4273,101.7959,98.6686,75.7201,103.3131,119.8144,117.7202,99.7996,106.7591,91.4715,85.9609,85.7968
coaBC,82.44,59.9227,86.55,88.8279,68.4609,113.7942,52.3009,87.5246,68.8048,94.3857,84.5986,94.146,70.7176,89.8561,86.0954,61.9869,81.1384,87.7915,62.9005,71.3053,98.5322,88.8798,82.2512,85.1288,80.6568,69.3888,91.4644,87.288
coaD,151.0021,89.9369,130.5767,75.3487,91.2723,71.267,64.239,143.7935,108.8177,142.037,102.6593,69.7331,46.7038,63.3808,127.8561,117.7851,91.0388,68.1952,73.7463,57.4397,72.7546,146.7032,120.3422,88.3388,93.2915,72.183,55.7811,62.3763
coaE,147.3383,124.2409,125.8486,122.5125,101.893,153.1743,149.5548,130.6365,126.1296,130.0,117.7604,140.3229,160.7276,166.3504,128.231,116.5307,121.8499,133.5917,113.0138,170.3027,130.909,141.9138,121.6062,135.0442,118.9318,140.0325,133.4729,141.8713
coaX,381.7826,240.4834,131.3854,107.9838,93.2381,121.4492,92.5851,339.6959,251.9026,131.25,115.715,105.687,83.0001,88.0046,340.4207,256.9134,94.5403,105.4852,106.5675,69.2951,102.2002,332.7476,227.3705,94.6334,101.2354,92.4026,92.5368,84.1944
codY,798.7768,652.9598,744.3001,435.0915,550.2454,291.7057,871.1082,708.0285,616.9259,942.75,658.2895,642.0486,546.601,533.1302,710.6957,630.7172,581.4229,402.3274,719.5129,559.8728,439.9624,703.2309,648.8523,544.9145,668.8748,702.3537,426.0336,552.9128
coiA,24.3194,47.2902,24.2757,33.205,31.8312,81.5245,25.6226,27.574,37.2998,16.25,19.3695,24.0517,31.8907,51.8252,26.4863,24.5334,24.8393,40.771,25.6795,24.9521,66.099,21.542,24.6768,26.8721,19.9533,22.7913,55.7976,42.0378
comA,277.9112,179.2372,238.0491,203.9537,209.3744,168.1188,350.7044,259.2582,212.6691,253.5,273.2607,312.7735,289.8703,237.4421,281.7629,230.9721,178.5751,199.6645,279.158,311.1027,217.2319,277.5694,230.4844,151.6919,277.2527,318.1244,209.8879,256.8731
comC,3.2319,0.5898,8.0119,38.657,16.8879,101.2133,1.5856,2.1126,3.5905,1.0894,2.8013,3.4114,9.1509,50.9163,4.9769,0.892,17.0159,42.3213,11.6534,1.0294,70.4897,1.4671,0.4339,22.7224,9.4249,3.2869,47.6259,47.2211
comEA,0.8024,0.0,10.4427,37.3645,30.944,132.999,5.9703,0.0,1.3371,1.4199,6.491,3.3348,10.2233,61.8839,1.0812,2.3254,24.1239,60.3712,7.3644,1.789,103.7464,1.9122,1.8852,19.0129,7.5071,6.0692,65.938,52.4468
comEB,72.6389,72.2376,38.6838,67.9275,69.8665,124.5673,69.7101,70.4568,62.8208,50.2895,73.8952,72.3122,72.2528,83.4895,62.9078,68.9125,43.0299,69.7744,67.3698,61.0974,108.6219,65.3062,69.0864,36.8674,61.4148,73.1578,81.9601,74.2569
comEC,24.3568,24.5941,21.6873,39.7247,32.6466,84.5235,26.5434,22.8744,20.7972,18.0695,21.9417,20.8261,28.1082,52.4869,23.5998,21.1667,22.0758,49.9672,23.9177,32.2518,73.3899,22.5599,22.9914,29.1782,23.9742,24.7043,48.3488,45.068
comER,7.2388,28.1285,31.0772,41.4279,26.3824,73.738,80.1048,9.3849,32.8389,48.3942,56.1213,47.9149,93.6571,178.1036,4.6061,38.1705,36.859,48.6141,33.9125,152.3187,90.4932,9.5842,49.324,37.3853,41.3042,42.4091,45.6328,97.4173
comFA,23.6886,28.6699,18.5448,40.2146,28.8924,74.7418,19.9816,27.2209,22.7559,16.18,23.4145,25.0045,24.7113,43.5114,24.9597,26.3258,22.6296,47.0748,25.7476,19.8558,61.4482,30.845,18.4134,25.4856,22.8759,16.3257,49.117,42.0492
comFB,132.7297,172.7641,90.5386,80.1043,89.6128,69.5227,88.8728,165.7784,149.3152,89.6212,106.3643,124.9028,81.9395,53.605,153.7272,130.6434,76.9152,100.114,134.0842,79.1023,55.8216,149.2085,149.8503,66.1907,110.7664,105.4886,84.9634,59.7015
comFC,104.9327,114.7778,75.1282,84.5231,77.9867,91.3892,84.7926,111.4076,105.5301,76.0581,85.9993,91.5321,92.2408,80.1827,112.1286,105.3459,62.8592,95.6107,96.7839,86.0144,95.579,110.3276,92.174,53.7557,77.2943,76.9017,92.2072,71.7281
comGA,3.2409,3.5488,8.7876,32.014,16.1989,80.1029,6.3601,4.2371,4.6293,3.2773,5.1501,5.1314,10.4874,43.4647,6.6545,5.8145,16.6145,41.9093,8.7646,6.7098,62.6047,3.3102,5.2216,17.3005,8.6637,6.3863,36.6155,42.3688
comGB,1.672,1.8308,3.6268,16.1788,11.7757,44.0198,3.828,2.1859,2.1229,1.9725,2.1738,1.7648,5.4104,24.8407,2.5748,2.3074,7.1814,25.7261,5.7548,4.5267,36.7499,1.8974,2.0203,10.0137,3.6569,1.7005,22.5035,21.8579
comGC,1.6696,2.1329,9.0539,24.3454,16.595,55.1697,3.8225,0.0,1.8548,0.9848,1.6883,2.313,7.0909,29.1332,0.0,1.6129,9.7156,30.6081,0.0,2.7918,55.3276,0.6631,2.3537,19.7811,4.2602,3.7144,25.8335,23.1103
comGD,1.1478,0.7332,1.8674,7.0189,3.6509,16.6518,1.971,0.0,1.9128,0.0,1.1607,1.0601,2.7083,8.4122,1.5466,1.1089,5.0096,10.0831,0.6584,1.2796,12.2264,0.9118,1.0788,7.8459,1.4645,2.0429,10.2616,11.9162
comGE,0.0,0.9102,3.8635,30.161,14.7295,68.5213,1.6311,2.608,2.3745,0.8405,2.8818,1.316,0.6724,32.3227,2.56,1.3765,13.1286,31.5646,3.2695,0.7942,62.8184,1.1319,1.3392,9.7397,3.6359,1.902,32.8263,26.8457
comGF,1.2913,1.6497,3.5013,30.9778,14.8888,70.0764,2.9565,1.1817,0.7173,0.0,2.6116,2.9816,1.2188,30.1938,1.16,0.6237,11.8978,43.8945,7.4076,0.7198,62.6603,0.5129,1.2136,14.1226,4.3934,1.1491,35.521,29.2941
comGG,1.9834,4.2231,7.1707,28.6114,19.9777,89.1649,4.5411,1.8152,3.6726,3.12,2.0057,1.8319,8.736,33.6873,2.3756,1.9161,17.9544,41.4128,9.1024,4.4223,68.0766,4.2017,4.3496,18.6795,7.3106,3.5302,37.7375,32.0308
comK,72.7944,76.5851,106.8167,73.3171,83.7624,92.0308,21.0781,81.9016,88.4849,125.285,105.6557,85.4258,39.2021,68.1444,70.0078,67.014,100.0883,66.7273,54.0406,49.6457,78.0463,74.8362,68.8174,94.8335,76.4857,55.2539,65.0789,45.7715
comN,483.3366,503.3621,455.409,334.5533,353.1407,216.6418,382.2488,527.8935,512.8654,492.4242,511.5614,424.8238,331.6976,259.2852,536.9205,570.1535,335.998,286.951,463.5483,336.8829,235.1421,480.1196,575.0799,359.8644,429.5746,451.6697,317.4646,245.2255
comP,274.5466,234.0542,247.8299,273.5327,271.3987,227.5028,492.3228,291.9185,231.2068,236.2792,345.6838,450.3441,471.2424,246.2418,297.5345,232.877,178.6283,280.8021,402.1706,464.364,239.7645,285.2866,226.0531,178.8127,377.4881,478.8059,287.9324,295.3986
comQ,157.2973,226.6409,196.2967,240.7606,269.4358,200.4139,444.6509,195.6338,213.0107,193.375,301.416,407.3451,421.4607,241.8868,187.5772,213.1664,132.2537,214.8498,388.7485,449.292,233.2798,177.9162,237.9324,130.8065,355.6878,455.2429,276.2114,317.5541
comX,125.4403,199.8442,179.2664,183.2639,211.2301,130.0428,369.9793,164.7689,186.909,189.7768,262.6546,316.2222,320.3577,174.0811,164.3864,202.4454,131.6811,178.1146,309.8474,363.5883,177.2829,165.3016,194.1777,99.5306,257.3264,324.3855,196.8879,198.6037
comZ,453.2454,420.6626,148.455,99.615,109.869,78.4023,146.3445,385.2486,311.3101,220.8984,148.8625,112.109,84.0939,95.5386,409.4745,306.8759,111.4638,104.5578,137.7805,87.8123,69.5377,459.562,258.4991,130.6339,142.7848,133.3001,80.8103,73.4834
copA,330.4692,509.2203,34.2682,34.4687,25.779,75.7039,19.3219,149.8505,360.1708,30.3549,18.5253,17.3001,25.3525,43.4603,165.4892,229.0733,36.4335,39.3084,16.649,15.3743,62.3653,209.2189,232.3362,41.5529,17.7705,17.8596,43.7399,40.4429
copB,357.136,656.0923,161.98,36.7638,24.9721,87.2238,17.4346,279.1888,430.3499,217.8429,19.3409,14.6116,21.84,51.7505,290.4866,320.9472,153.8952,44.461,13.9516,19.6107,71.7515,313.8152,262.5283,137.5136,14.0588,11.8722,52.1246,55.1097
copZ,606.836,1208.1148,104.9989,53.3131,57.2668,84.3692,81.0914,348.986,926.0195,90.5357,64.4698,50.1594,72.4287,65.9242,382.8612,571.4092,89.3142,77.5588,59.5991,60.5432,95.0166,442.6802,568.1085,82.8525,56.2352,78.7981,81.1909,72.6322
cotA,13.5059,13.9675,33.656,62.1684,32.7302,107.9884,54.8497,19.2758,12.1467,40.5934,36.9082,33.1157,120.187,228.6024,17.4765,13.6687,47.2502,72.9548,31.1751,178.3469,102.2831,15.1995,11.9378,45.4267,43.3525,41.9235,74.8567,115.7311
cotB,9.9779,12.747,35.0534,61.0151,32.2543,113.9841,41.9646,10.3224,9.1574,63.2087,29.6121,24.2411,58.5513,261.1662,7.989,14.2492,48.5971,86.492,16.9227,160.5642,103.7158,8.4434,16.105,50.4113,38.3757,27.6035,66.9772,102.0854
cotC,37.0043,26.7885,40.1343,123.0048,104.9495,79.5311,69.1899,33.8649,27.4075,58.209,248.2211,61.5193,52.3882,242.788,46.5379,20.2573,39.4787,88.5694,118.8747,226.8897,65.6941,36.2554,30.141,47.2158,136.3914,90.0102,55.1371,70.1931
cotE,4.9949,34.2259,61.5613,60.2336,28.5251,79.5384,161.1431,9.9734,42.3761,94.8214,85.4087,76.7489,213.0004,437.3817,13.053,53.9562,71.786,52.0296,45.8454,376.6233,127.907,11.1824,70.8429,52.9726,52.5274,78.7981,65.5773,200.437
cotF,63.6505,54.4284,72.9313,69.5389,48.5727,84.6726,74.6275,54.0226,54.7468,99.3168,60.2133,45.0392,74.1244,201.7137,62.2501,54.5474,72.686,65.874,37.1022,147.6384,91.1285,57.904,51.1375,57.543,45.8439,48.4209,67.7767,101.4483
cotG,1.033,2.6395,197.193,328.9725,132.6643,218.6939,345.314,3.3089,2.8692,334.5469,430.9177,111.6319,434.8508,2353.8542,0.464,2.9939,216.4151,284.4761,131.5582,1523.6158,233.2186,0.4103,5.8253,193.0086,455.1539,179.2657,163.7519,532.258
cotH,1.5937,2.0359,11.8523,40.9089,19.5519,88.0757,9.3825,3.1253,2.2764,4.5661,4.3743,5.0466,13.7521,61.6564,2.0452,4.1788,18.1064,47.6513,8.0973,18.5277,72.4827,1.266,2.9956,29.4642,13.168,7.6989,45.2477,49.7221
cotI,2.8015,3.2807,29.1181,48.3182,23.7617,96.8377,31.8028,2.3501,3.1124,58.3898,24.7883,14.0153,59.4916,250.2885,2.3069,4.2851,34.8691,55.2827,13.66,133.7721,98.0875,2.2255,7.2405,33.8304,36.7356,17.4513,53.4621,88.3282
cotJA,1.9914,13.9923,33.4775,50.5832,28.5033,79.1797,77.509,1.8224,29.8675,56.3855,44.3032,25.7497,109.952,189.7306,3.5778,27.8951,47.3197,44.875,23.9898,164.2817,87.7944,0.791,43.9824,39.9289,30.489,51.3928,45.8777,127.8721
cotJB,0.9391,13.1973,17.3155,27.3886,17.9226,69.1303,75.2552,3.4378,19.8237,47.642,26.5911,26.0214,59.3865,140.2762,1.6873,16.3304,36.4335,27.2603,23.7042,163.3231,70.5797,0.0,43.2487,28.2452,18.3723,34.2652,36.8127,86.6634
cotJC,3.0447,14.4475,31.1357,33.9637,21.0983,86.0052,70.208,4.3787,26.578,50.8026,35.628,32.1387,89.0844,169.1042,3.5166,32.3552,44.2955,33.8904,24.4527,155.1679,94.9799,2.4187,40.0619,43.6066,23.308,39.8691,50.2529,111.3853
cotM,11.2395,11.8247,18.6437,31.0993,16.2976,52.2201,43.8975,14.5213,12.4868,27.3,18.0515,14.0446,44.9281,148.5931,9.5026,7.6644,21.8018,38.8876,10.6195,85.4975,65.3379,10.5043,14.2915,22.8974,18.5576,22.946,34.1002,64.57
cotO,5.4852,25.2266,44.42,64.6756,40.9998,143.6281,70.7456,10.3743,23.5631,53.927,50.2911,53.7008,133.9117,224.609,11.8257,40.6253,57.1007,72.9059,32.7243,185.4849,133.0839,8.4243,40.5539,52.3244,45.7222,59.5518,80.2209,140.6044
cotP,2.8695,8.065,11.8266,35.0947,18.7108,73.083,21.6807,12.0801,6.376,10.1562,17.9912,10.6013,29.7917,76.9116,3.6088,9.9797,25.048,42.9629,9.2183,39.0277,61.8113,6.8387,11.327,24.0607,11.2275,7.1502,52.0975,48.5476
cotR,10.5557,7.2359,24.5723,50.8634,28.4565,104.5796,18.5676,7.0684,12.0132,25.514,22.39,11.4138,23.3271,100.8116,9.0197,9.4512,27.9664,54.6727,11.8152,45.0609,78.767,8.1809,9.6786,30.9729,23.2124,13.0594,53.1155,57.6136
cotS,5.1652,4.799,20.6258,42.1873,17.5492,78.8438,24.1892,4.2973,2.8692,26.8679,17.5691,12.3602,40.9944,161.9076,2.5309,4.5362,30.0577,52.0099,8.8891,95.7953,60.2984,4.1032,4.6338,30.385,21.3678,12.9539,40.2033,56.6923
cotSA,2.1863,2.5138,16.1245,32.7037,15.6467,70.9538,22.0248,2.2009,4.3721,26.8254,12.8232,7.2695,35.4921,154.2809,3.1424,3.5906,21.8408,35.5728,4.7659,81.163,56.1509,2.9526,2.8767,29.6898,18.4103,9.9227,42.2493,58.0049
cotT,21.9054,27.9845,56.1557,80.5585,32.4621,128.3996,112.844,18.2245,13.2745,139.7892,69.4754,42.3031,155.0605,510.8132,5.3667,22.1237,82.0851,104.9619,23.9898,294.1531,144.9492,17.4017,18.7159,72.598,85.5385,59.3676,103.3961,192.191
cotU,40.8466,44.901,45.3317,94.7278,63.45,63.2897,65.2459,56.5064,32.7157,88.5345,162.3408,49.1316,34.069,114.0413,69.9724,27.5302,43.3014,89.2517,82.8284,87.8951,68.0182,62.6332,25.8904,48.4821,98.5732,68.4728,52.2608,59.9007
cotV,5.7658,7.3659,169.5387,169.3587,64.6972,141.8201,352.7578,7.0355,9.2527,349.9419,270.1511,97.6308,437.7682,2584.586,7.4815,14.8535,170.8704,191.3452,68.3562,1551.9425,196.7598,7.125,11.4399,157.0636,259.9244,99.2001,155.0809,561.6329
cotW,6.2372,6.9721,183.4943,214.908,48.3571,169.66,426.6221,5.708,10.3941,425.8726,242.0432,113.7742,471.6801,2446.6582,6.3033,12.051,178.4555,223.3345,46.5139,1532.3291,248.2191,10.529,16.1204,201.802,265.2605,127.6628,203.207,564.7841
cotX,9.5541,7.3233,222.2696,196.3931,69.8945,132.4445,499.829,7.432,13.7988,564.1474,312.5493,97.9488,501.8159,2983.8794,10.7282,12.4602,222.8552,199.2402,71.7976,1790.962,189.4032,7.5898,23.7952,211.5939,330.7476,131.3605,167.5442,621.9396
cotY,9.1262,7.7726,162.7695,159.3125,48.3799,129.6731,405.1251,11.1359,10.1391,398.9724,153.8133,117.0698,414.8842,1841.6307,8.1982,19.5921,160.3075,146.3978,56.4247,1263.2681,197.7227,7.6527,22.8725,146.4821,202.2571,124.0788,149.5805,475.2843
cotZ,0.5547,3.5429,108.8833,94.4459,26.0218,82.8493,222.2302,2.538,8.0107,222.4832,102.642,67.6208,253.3696,1162.1904,2.4912,8.5732,94.1403,88.9741,29.9086,739.521,134.9007,0.4406,14.5959,100.5958,129.2655,61.2051,99.1728,284.07
coxA,50.2503,52.5238,97.2903,70.7158,59.4416,94.8345,64.6557,60.0492,73.8211,122.4874,81.8921,98.1927,121.1158,235.3726,48.4978,75.8257,90.2233,79.9425,58.1288,170.3728,93.6334,55.7545,84.6966,90.0817,75.2393,60.6099,86.25,108.5833
cpdB,113.284,161.7223,163.8211,157.9125,133.9382,244.4775,354.0397,135.4533,205.0923,130.6886,160.4746,329.8987,538.895,270.5755,131.1241,220.7939,151.1939,167.0963,255.6569,503.1418,197.073,133.2971,264.8277,155.7474,212.421,369.6462,247.8444,236.5741
crcBA,88.1989,82.5106,61.764,68.6014,82.2831,124.2589,84.2714,88.3428,54.0088,82.7521,85.6788,72.481,74.0674,94.5237,82.973,80.5085,60.6205,81.1662,69.3198,85.9373,100.688,97.65,60.7009,51.9015,77.9732,75.399,100.7722,97.199
crh,204.6857,176.7819,232.4209,142.8399,168.8749,144.0576,308.0214,245.3631,209.2527,265.2907,191.438,231.6512,243.0702,183.7828,215.8111,187.5256,175.2198,163.6956,200.6586,254.9671,151.2662,238.1783,209.5313,169.0331,200.2563,240.3037,168.5183,239.433
csaA,60.3071,74.19,49.2579,67.9422,52.0992,85.2093,83.5265,71.5434,73.6174,57.973,73.7842,77.0172,73.7839,82.628,79.5896,88.4687,51.9916,71.6602,77.7326,78.0208,95.6083,70.3834,93.0654,52.9279,73.4604,70.2321,72.1941,89.318
csbA,344.5249,966.6564,550.6038,138.3314,232.1398,187.9998,434.9445,377.1759,806.0638,619.1883,191.0215,225.0234,442.6761,286.1709,393.3703,632.4798,479.8814,142.6557,245.0458,363.7378,231.8253,369.1843,619.3513,441.1626,189.8852,187.2052,200.0248,257.5142
csbB,261.2021,625.1502,418.2882,67.1463,76.6687,98.7672,152.2306,294.2758,599.5795,478.9318,86.8641,126.0593,209.4186,114.8429,292.0068,547.9764,385.7095,74.9899,78.7266,106.6486,103.8874,275.5383,570.7648,355.1473,107.3582,82.9052,81.806,114.5883
csbC,273.688,641.0097,321.8646,40.8936,31.8623,88.3291,30.1021,291.3946,457.6837,338.7175,17.7274,51.2168,141.1431,54.1877,310.9361,500.9724,374.5712,48.0985,17.2394,21.7365,69.0183,308.5062,512.5955,336.8226,36.2121,17.9883,52.8971,60.1142
csbD,89.202,150.8258,46.9507,64.1732,30.2502,169.1613,19.522,84.0351,139.9085,63.4524,10.6123,20.5969,13.6191,68.671,89.5582,82.3721,68.7032,88.1805,7.5251,10.2368,124.981,58.3571,77.6711,69.3426,14.5051,4.6695,92.0163,69.6059
csbX,97.4278,146.0174,96.0062,52.9616,36.3247,111.3177,83.9742,107.723,132.0367,82.7408,19.7429,26.2602,39.179,82.4241,102.8449,134.5886,100.9275,60.8126,18.05,30.2173,104.7657,99.5316,126.3046,93.9778,31.4388,33.9049,58.3979,96.0586
csfB,24.1572,43.8555,16.5477,53.8257,27.2974,124.3336,17.4658,26.762,18.363,19.5,15.4287,7.0458,14.4,74.545,20.5585,19.6523,45.626,88.3809,13.1285,35.435,101.5732,18.1805,23.8988,46.351,5.4072,18.1034,69.9491,59.6422
csgA,8.9613,8.9042,4.3197,14.9876,18.2105,31.5649,13.6781,4.5561,8.8496,2.3494,12.0827,15.6338,16.9157,36.1392,4.4722,11.5428,11.5885,37.2691,19.4203,32.1903,40.6565,1.582,5.6148,12.7047,8.4692,11.5191,29.4439,22.971
cshA,1675.2328,1219.8,921.8637,646.9601,759.2526,420.9042,1032.2629,1494.4505,1067.4649,968.8939,984.7979,1012.7923,1110.2808,764.6873,1523.0245,1038.3729,582.1266,616.7535,1058.8823,1195.469,511.6812,1564.3677,1014.2746,554.1759,955.7148,1025.617,775.9225,712.9513
cshB,421.3101,246.5092,226.6351,112.6376,126.4921,107.0167,154.3014,346.6306,224.2042,231.8679,152.6758,153.7022,149.0709,127.0617,342.2773,233.3295,162.4985,115.6171,160.6916,150.6834,116.6382,387.6293,197.6278,166.0824,136.2647,154.6286,131.274,130.4361
csn,116.5326,109.3758,350.4722,509.559,1004.1789,665.4338,2651.3663,144.4619,110.9706,309.6852,733.8095,1225.3906,1105.4696,1114.6643,152.7508,134.6901,231.2349,501.1734,1516.7261,951.1362,1075.7476,139.3328,130.4762,205.6411,1027.3549,1744.4426,1110.5045,1464.4668
csoR,155.5634,231.8577,137.9648,101.3777,91.487,183.2788,89.969,148.2973,224.1365,120.4412,100.7779,115.9909,114.7061,118.195,155.0285,237.1647,141.4478,138.0178,90.1688,88.518,165.8955,151.2564,223.8755,129.9647,110.2652,99.5019,113.1101,127.1064
cspB,30291.1046,30599.01,18870.4207,9516.1636,15443.269,4104.8366,12623.0214,24554.6999,24271.5558,21634.9628,18061.3657,10828.6878,12259.7865,6962.758,24391.8804,24221.3249,11520.9205,8265.2874,19443.001,11113.9747,4190.0604,26559.0168,24995.241,9658.7398,12981.654,16319.3957,11381.7687,6297.3739
cspC,5849.1536,5650.7906,3939.8465,4883.0576,9780.9005,2727.9158,8160.1701,5688.1762,4431.785,4969.5895,9905.143,7397.1269,7113.1469,4129.9784,5566.8174,4637.7316,2184.4883,3917.7812,11219.5045,7220.5922,2808.0582,5423.6159,4340.3067,1916.7368,7999.8807,9556.4455,6695.34,4132.8548
cspD,23611.2397,26421.3069,20168.8034,15293.2072,25486.0528,5446.5531,15522.5385,21420.685,23242.8896,27525.5591,30768.1856,20503.0174,14448.6525,8221.2141,21564.7691,25636.2172,14189.6035,11898.4466,29214.865,15191.9831,5301.5145,20679.3116,26711.8982,12100.7358,24809.5972,23332.3921,13197.2761,7974.5031
cspR,329.526,256.5948,163.382,110.2254,190.0774,104.5481,176.0401,278.1138,207.4553,215.981,206.2851,164.7365,126.38,126.685,273.4627,234.4598,115.1576,123.062,198.635,146.9431,105.2399,286.2914,205.9759,103.9231,169.0616,191.3098,111.8687,115.0393
csrA,74.9297,64.7546,44.219,40.4291,37.6772,52.1017,29.0127,70.5895,52.6406,71.5,51.2574,30.5318,20.8,30.7646,71.2694,55.3541,47.0235,45.453,39.1909,24.5683,52.8181,82.2835,40.389,47.2008,44.9882,45.1075,42.4358,33.0477
cssR,73.5011,78.95,69.0096,78.7804,94.5032,111.6016,115.1186,80.6514,84.096,77.2234,103.1706,117.1962,96.2922,85.5046,89.3496,74.5387,69.1592,91.6212,105.7248,92.9463,100.1916,80.1764,90.3871,71.9877,97.0431,114.5478,95.3095,96.1734
cssS,101.2926,123.7973,103.7127,101.8296,116.0208,114.647,175.8175,118.4673,121.8783,125.7577,130.5349,145.2287,137.8808,134.3825,107.2524,124.8788,92.5669,102.3755,142.4348,135.7505,131.3527,107.4829,131.4566,99.8163,125.3473,133.7476,117.0622,138.636
cstA,78.2934,98.1691,86.4882,70.9283,96.8447,129.3194,204.151,110.1303,122.42,109.4737,93.8351,89.7207,68.4212,93.1035,105.4975,141.4667,91.4034,83.0648,86.4994,79.2003,138.1369,94.4463,175.7819,79.2847,85.0928,104.5112,81.7606,105.922
ctaA,247.1215,477.6806,383.3497,293.2656,496.4023,302.4448,1158.0831,279.369,382.2134,404.6091,334.2877,492.288,440.0529,564.6235,299.8579,531.0372,328.7086,354.3051,746.7973,502.0687,462.1342,281.2118,525.4816,288.0332,612.4969,762.9983,525.7573,627.0444
ctaB,593.3554,981.255,926.5024,655.779,1098.4887,531.1168,1884.4022,607.0304,898.6465,1191.6666,990.573,1257.1919,1033.3744,886.745,654.5648,1000.3184,728.1941,646.7652,1385.9971,1098.6467,779.2934,618.9713,995.256,659.9154,1223.0243,1423.31,995.1456,1034.2971
ctaC,51.623,81.9191,210.1484,289.4328,333.9185,261.9513,1016.2919,58.0478,101.588,183.8025,288.1709,468.8813,445.0596,532.7256,63.4255,110.0283,142.1213,306.274,481.7857,456.2676,501.6593,58.6636,106.8249,139.0369,431.0186,610.814,361.0607,707.6301
ctaD,56.7756,55.9242,215.5225,332.7078,352.2084,314.5403,1434.1324,65.0699,72.5088,184.0449,279.1543,509.1901,514.3252,720.7218,62.7993,81.7599,173.5592,363.6771,492.9555,539.6242,710.9762,66.6001,83.406,164.907,483.2574,683.3891,384.9725,985.6356
ctaE,58.8037,74.6153,219.7737,326.3186,385.7658,312.7553,1612.4053,76.7225,73.7168,194.5312,336.2966,561.0953,570.001,759.3167,69.2421,75.9993,164.161,401.5383,544.2843,627.6422,765.0907,69.1237,73.1901,161.5044,553.5655,758.4317,422.1536,1023.2675
ctaF,64.0297,55.1669,178.4589,323.601,358.774,270.8296,1321.9351,62.0043,77.7532,173.0405,319.2297,506.8004,437.0819,599.1826,65.5443,90.6265,135.7559,336.1205,528.7526,468.1249,582.902,81.6211,81.1698,153.3551,481.9258,724.8479,370.1866,772.9443
ctaG,51.8599,55.2691,128.1333,198.5452,261.7615,192.5204,681.2943,51.5209,51.7615,118.4396,203.0405,303.0128,288.1817,323.4544,50.5722,60.8159,95.7541,238.5353,349.3582,301.126,340.8623,57.7206,65.9422,94.7824,317.5026,422.0194,259.3749,397.5274
ctaO,24.4582,40.4551,126.2125,171.9667,280.8798,162.1261,467.4331,29.9228,43.1902,121.7991,177.2974,249.4382,196.8228,302.6146,24.9776,66.407,77.407,218.8873,365.9747,238.5073,243.4616,24.3382,62.4272,71.0969,279.6432,376.6598,267.1711,296.3836
ctc,2346.256,4748.9533,2391.6756,446.7683,532.1396,369.7516,1070.6695,2505.8052,3606.7605,2895.9877,725.6488,898.0818,1593.4858,718.3727,2506.3813,3263.2167,2396.0101,377.5436,820.9739,1062.4273,466.154,2536.0779,3211.0364,2009.0352,745.8026,818.3215,483.2244,678.9341
ctpA,299.6031,239.868,195.0049,159.3258,196.3038,116.955,250.3934,274.1849,237.3033,203.7687,249.642,233.0747,231.328,187.5028,247.1984,245.3254,139.1963,161.9461,263.5376,215.038,139.9099,266.5432,233.0133,127.4157,237.073,246.777,168.9188,187.5296
ctpB,8.2471,8.3409,13.417,42.0261,24.319,78.7471,19.8654,7.8619,9.1624,12.3649,17.5484,18.5666,34.0541,83.1077,6.7911,8.4651,20.4967,53.2858,19.5153,43.2881,78.8997,6.8245,11.6264,25.8376,14.1757,22.1705,50.2168,59.7215
ctrA,196.1442,389.2342,116.9463,103.2751,133.4064,137.1214,205.8607,247.1824,210.0317,124.9088,140.6017,139.5552,405.902,308.2239,250.7558,158.6473,111.4584,91.7135,147.1083,447.6062,149.8653,246.9688,183.8438,112.1725,114.4918,177.0759,132.6931,229.1188
