gene_name,rep1@8h,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@8h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@8h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@8h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
tpx,1889.4757,2661.4473,1480.0145,808.4898,1159.0275,282.0237,594.1068,1673.8001,1811.706,1859.4642,1561.5014,971.3839,617.9654,362.9264,1723.4055,1910.8754,1261.9442,594.4669,1254.0637,556.6246,241.3259,1748.3678,1994.9449,1097.5265,1183.2829,1096.6069,436.401,329.1148
treA,9.2643,7.7023,9.4099,30.2969,18.9431,80.2764,43.4315,4.5756,14.05,6.766,7.1378,7.0625,12.0748,41.7745,6.6049,10.7965,16.9721,38.6414,8.9418,13.1147,77.6224,6.1914,12.162,23.99,9.3809,9.2913,46.4175,56.6551
treP,5.7903,13.0011,12.3698,34.1696,17.8591,85.8871,39.1683,4.175,19.6886,4.5541,5.8554,3.0791,9.7707,45.3141,4.0981,14.9166,20.9319,43.0244,6.6432,10.7584,74.864,5.018,11.2137,20.949,7.6115,5.309,42.7157,57.6162
treR,257.6111,219.5494,140.6378,84.2544,130.6072,108.8755,154.3789,212.6546,165.9584,177.8661,110.1471,119.1251,99.8663,113.4365,228.9295,183.0586,117.0446,99.8446,120.2069,112.9472,121.9571,237.6098,164.4417,94.2293,127.6469,126.4726,106.2955,130.2973
trmB,463.0327,328.5748,201.4652,185.6513,278.2184,142.7595,147.2149,330.0932,265.1479,297.5117,291.3301,238.2622,146.1591,128.3057,378.1333,278.3124,142.7036,145.4332,276.0318,152.4036,112.6657,394.2171,300.5218,133.7466,262.453,240.2237,171.5632,123.5427
trmD,209.9946,161.396,196.1644,117.897,106.1152,120.4755,94.6066,192.7987,185.1351,205.7889,140.0857,127.9458,98.1395,98.8187,186.8145,190.7596,162.607,112.546,125.127,89.1103,104.6259,205.5652,200.8625,155.5799,124.1669,114.8385,103.8844,97.153
trmE,289.4303,191.8767,200.5055,118.9887,122.4318,130.8012,117.6412,267.177,205.7853,204.538,155.1531,139.7162,130.735,116.7467,271.2951,218.6857,133.6476,120.9062,127.1781,121.5728,112.8019,279.7334,192.8269,137.0505,131.5721,121.0293,110.5785,107.7641
trmK,169.4754,134.7702,136.3085,108.2027,117.1986,149.7896,142.1279,176.0091,147.2424,137.0392,125.5504,138.2373,109.991,128.9243,164.8995,134.657,101.9467,131.2041,116.2269,105.2925,148.7452,181.2229,156.058,103.7826,137.0248,124.7213,123.8816,139.1141
trpA,548.8978,847.3822,702.0151,615.314,603.4596,286.6432,518.5711,587.274,873.9551,696.6884,920.8502,769.5609,582.6727,291.4317,588.9258,899.9606,499.1663,498.2027,737.306,546.5979,234.309,558.2846,1027.9826,498.2954,811.5289,803.5054,440.8847,311.6004
trpB,101.3974,206.1537,197.1483,102.9535,104.8835,129.5603,136.1297,138.2493,190.4989,177.0075,131.5059,181.7822,215.7161,92.2076,132.5564,187.3496,153.5114,89.7348,118.4618,187.7082,106.2264,132.4495,213.8376,154.7732,108.3334,149.474,137.903,119.499
trpC,68.4851,101.3718,89.2761,72.1727,63.6215,79.2565,94.9835,71.7145,87.4254,80.4084,90.231,121.0324,151.0282,49.1805,68.6193,76.9749,65.7835,62.6262,77.4399,132.14,75.0146,71.1445,84.7884,68.4186,71.4143,107.2408,100.0815,82.0368
trpD,99.708,77.5485,80.6434,83.7113,86.2644,119.8538,84.2808,79.8706,73.127,64.1372,99.103,126.09,163.3631,76.4011,79.9329,59.5838,56.2731,77.6545,85.8665,129.0921,99.8309,87.1483,61.1746,73.9873,73.8191,112.3783,136.3001,97.8607
trpE,226.3074,116.2177,49.5067,120.54,134.1066,140.099,157.4943,145.9866,90.0356,40.0581,155.6446,206.3559,268.1633,120.0625,139.7017,69.7806,38.2128,120.5083,198.8211,226.935,121.7901,172.3994,60.9628,46.7104,136.5012,194.1243,223.6998,121.4408
trpF,76.5213,121.7081,136.9396,81.3478,76.3645,98.883,101.6145,95.2398,128.3709,105.1736,105.2387,127.9226,168.6392,79.048,100.7038,101.6451,81.267,84.4646,80.3308,145.4475,88.5282,81.1528,122.26,100.0786,76.8027,120.1914,126.2969,111.8065
trpP,2112.8911,2481.3899,1112.9021,1256.5564,2274.6106,749.7489,1840.1799,1845.7616,1383.0624,1378.526,2221.6603,2129.2844,1826.9165,950.9469,1915.6238,1452.3063,837.676,1141.7998,2454.8208,1766.4647,706.4458,1999.5313,1446.5679,800.2253,2138.889,2431.2327,1415.9128,1006.9324
trpS,278.14,357.881,361.2407,169.1202,226.3332,131.4706,151.7707,257.2847,293.7524,387.6435,253.998,216.536,152.7012,118.6785,242.6786,327.0689,302.4532,152.006,242.0547,150.3043,111.4043,262.4085,374.98,287.8561,221.2882,212.858,148.6946,129.7944
truA,218.6042,203.9189,229.5043,114.7414,105.7286,126.0525,120.5471,205.8522,235.461,232.3488,132.4345,111.4165,104.105,126.2993,206.8514,237.5813,172.2659,113.0217,115.4623,113.6777,117.334,210.9856,234.266,159.7522,110.8265,107.0553,113.2089,106.8616
truB,135.6945,155.6425,105.5358,68.7195,77.7993,78.4963,58.9002,134.4291,140.6842,91.5242,82.224,78.7918,55.3549,64.3824,142.491,135.9815,98.253,77.7915,81.053,53.7926,72.0963,143.5867,135.7991,85.0392,77.5502,76.629,67.6503,67.4484
trxA,3773.2451,5195.4467,2055.5876,879.6665,1358.1315,524.823,1408.2864,3533.7981,3822.1258,2718.8571,1763.7654,1291.0591,1303.7166,955.9008,3644.0746,3905.2001,1654.2204,737.1089,1585.6964,1244.2067,586.4016,3807.1745,3715.6368,1514.2997,1416.5921,1573.1603,885.522,895.7974
trxB,1124.4146,1168.0199,527.9027,317.1248,449.8543,240.0944,585.8445,1066.4776,973.4703,567.776,525.6858,606.3019,505.1555,363.5709,1026.2313,1031.5927,390.1489,284.7785,535.4003,458.911,311.1755,1065.1318,847.7664,355.2179,501.8151,532.2145,383.3132,409.3868
tsf,2887.1655,2382.6888,2490.5219,762.6738,977.2467,332.4322,975.0269,2248.1117,2220.4231,3056.9897,1319.8109,1033.3042,647.8787,634.5203,2213.787,2509.1823,1877.8875,666.722,1122.3201,696.3095,410.2083,2404.3267,2549.9365,1649.1079,1088.6011,1044.3875,524.0679,553.8207
tuaB,17.4165,12.4338,55.3726,627.1268,215.6138,983.2371,1598.3429,16.8765,15.5554,62.6498,272.9901,1797.213,3257.1504,699.1165,16.4123,13.6912,52.9942,848.9838,698.3916,2887.2777,679.9295,16.6842,15.5663,57.7353,821.5978,1608.7186,1324.1999,991.3773
tuaC,15.681,10.8285,54.2396,624.7774,202.0347,949.1252,1585.7517,16.096,14.1254,62.75,242.5728,1632.6686,3068.2054,694.5705,20.3681,13.1016,57.7518,856.1295,629.6801,2781.4101,688.9422,15.1504,12.746,66.6296,731.2382,1448.6458,1269.7214,973.6675
tuaD,19.498,11.8832,66.9339,684.4207,215.9241,1005.741,1652.5434,23.9009,15.3025,70.276,287.7985,1737.2398,3156.642,693.4526,17.8366,15.2072,71.6526,905.3989,702.916,2843.4965,718.976,20.0366,18.8294,78.418,775.9731,1584.5582,1398.6976,1012.0365
tuaE,16.5624,17.0566,50.0406,432.624,135.4637,656.7196,1094.4568,16.7039,17.0862,53.635,165.6057,1048.321,1972.1753,427.7321,16.3963,14.694,47.8628,555.6405,434.5281,1843.9381,453.9521,16.3794,14.613,63.9223,476.9644,983.9074,868.1946,626.8243
tuaF,16.383,11.6275,45.8037,402.0992,130.5636,591.7386,986.9091,18.9912,12.5386,39.9449,158.308,948.2344,1815.9944,380.4073,21.5849,14.42,49.0809,515.8798,369.2421,1639.6876,429.1629,15.9068,19.1611,51.0985,433.8412,895.8222,780.3982,568.3391
tuaG,11.7595,7.0942,41.4509,331.5827,111.6913,531.4541,756.4787,16.7406,11.613,36.6107,130.8082,761.4849,1439.7654,318.5142,17.0192,11.6759,39.2848,413.7086,342.5394,1250.5048,367.662,16.0886,12.28,44.9541,348.9696,749.6928,695.2572,465.7218
tuaH,14.6691,16.6285,39.2145,318.768,118.946,514.7632,778.6121,17.0171,14.2313,43.6312,136.2222,743.0678,1414.7275,335.1421,19.6733,16.5663,47.6915,412.3917,336.1252,1333.135,366.5476,17.5618,16.1168,44.2508,353.9305,776.2664,671.2051,480.9388
tuf,10012.5061,13857.8535,12876.6982,4444.3828,5732.0276,1768.4763,5187.6336,8886.6218,12117.7251,15515.0249,8106.4758,6625.6705,4550.925,3029.6276,8467.5477,13107.2457,10373.1449,3545.4139,6645.2893,4984.5867,2023.9779,8807.5833,14470.2995,9444.6529,6445.8035,6260.5786,3092.3503,2974.8338
tyrA,339.2363,488.7243,468.4057,301.7972,253.678,141.809,186.4156,385.2741,559.2815,455.2621,434.4841,317.6292,215.5488,129.3231,404.9219,581.3981,375.3436,276.954,312.4873,208.7806,106.3566,377.8504,612.3906,367.6934,351.8481,317.9037,173.862,126.7647
tyrS,260.8238,266.3163,268.2638,156.7832,151.7839,112.0094,164.3873,207.4059,277.8325,302.6418,211.0043,182.2525,141.0641,135.2771,207.448,324.2578,230.6078,158.9424,167.8906,142.008,120.2408,235.6012,367.6064,217.9485,182.2992,172.8218,117.4293,135.8205
tyrZ,9.2048,12.0149,11.0685,40.286,21.481,87.0894,18.5548,8.607,9.5594,9.207,11.5341,9.6105,22.2858,50.0018,8.4485,15.8515,25.6181,46.7737,14.9227,19.4077,69.2731,6.8354,9.5913,24.2557,16.3395,12.4652,54.7694,44.4718
ubiD,3.487,2.2274,15.5062,39.8583,35.2149,76.1627,13.5723,3.3508,2.3244,11.7247,47.0753,34.9441,36.5317,43.8104,2.1927,3.2002,21.814,53.0072,24.4043,42.3725,52.2073,3.1856,3.7689,21.1342,33.9606,41.1169,41.1264,34.0559
ubiE,514.2234,290.5653,283.8384,193.0417,171.311,114.2381,197.2992,511.3216,341.7557,285.0,233.9299,205.8287,177.3336,169.5998,492.3886,301.95,205.8649,194.2438,237.0418,161.8198,124.354,507.5383,306.7012,193.1294,212.0837,200.2055,158.5998,154.8091
udk,314.1995,187.2517,185.6083,75.5479,89.5846,72.0532,167.7928,220.8301,176.7005,244.2099,97.3692,124.2155,110.3776,96.0487,223.7676,192.4388,150.8554,75.9337,112.2594,106.0375,96.6578,264.4649,211.7636,147.088,89.5254,101.6446,82.0334,108.2203
ugtP,700.6317,663.2398,417.04,395.4405,488.1518,249.9657,504.1567,649.2867,570.0678,451.6057,660.5018,669.0291,570.0323,319.2934,677.4552,574.9142,275.62,335.2607,631.0386,538.8338,245.5496,681.2009,535.3829,261.7533,614.1092,632.5245,380.3253,319.0935
ung,112.9942,90.1618,68.2164,70.1799,58.7373,107.279,63.2106,95.3762,127.9722,74.635,57.317,61.4689,69.0267,73.7636,97.8904,123.6423,63.8393,65.0846,47.8279,61.5565,86.3422,100.8015,122.3491,70.9879,57.5416,43.2808,70.9163,83.8002
upp,800.4569,483.6481,520.2993,334.3177,437.1681,189.0378,186.5101,664.4779,479.6239,652.3214,577.8401,480.5124,209.4861,174.1497,685.4735,542.5156,385.883,294.9037,473.632,208.8302,156.2651,725.2952,540.3688,332.486,541.2641,350.2138,251.6918,154.0408
uppS,458.4947,284.3731,331.7458,240.0963,259.0874,154.4812,295.419,424.2326,349.319,314.9138,338.4502,351.8176,298.8511,201.5613,419.2655,310.7855,219.5782,234.1345,351.2941,300.0434,160.7702,423.0889,317.2313,193.0628,331.8094,343.2095,229.9475,212.331
ureA,109.9308,174.3034,481.9897,170.8996,149.411,217.8351,460.5377,151.2633,241.6639,346.7689,281.4639,220.3474,829.3034,336.3067,156.8824,389.3967,424.966,155.4408,181.5829,820.4871,296.2019,157.3164,370.7695,434.869,213.5347,419.0671,191.9475,507.2264
ureB,103.1385,120.7813,407.2932,161.0945,114.083,217.7614,378.4263,101.0439,190.9751,287.04,236.0071,198.4567,722.5933,307.8001,120.5641,290.6089,389.2265,115.6528,168.3945,667.0282,298.9111,133.4043,280.8586,383.2304,191.1998,323.0092,191.8703,413.35
ureC,130.634,161.3307,508.2359,176.6387,163.9442,236.5922,544.4027,140.781,222.1278,358.8684,274.1745,243.7188,1035.2124,397.1065,135.5839,393.4454,487.5316,153.1714,188.968,1015.0569,357.3542,147.4284,362.4651,449.2799,225.6808,447.8497,199.9148,584.0204
uvrA,259.3163,241.463,159.1504,128.309,136.5769,135.3004,182.4979,257.6844,184.3008,151.3387,139.4028,194.5685,192.8834,133.1903,265.4936,191.1769,143.4902,135.6158,163.6033,226.7691,137.0174,265.4166,163.9363,132.7936,166.5631,179.5632,158.1019,157.1582
uvrB,164.2874,246.2425,118.2021,107.1094,109.3944,120.0004,145.7684,177.9971,224.6831,129.46,109.5777,160.7301,168.3719,119.8112,182.0089,190.7902,96.9836,110.7146,149.1,192.1946,115.2459,171.7655,179.3944,98.531,141.6499,142.0905,135.9886,127.9704
uvrC,103.3383,103.463,60.3041,98.7754,84.3667,124.5411,117.1921,108.0813,92.2748,62.3414,82.4558,111.882,124.6179,123.3602,114.0232,83.1697,61.9552,95.1681,99.4072,143.5028,117.1612,109.7118,80.3941,63.5005,93.5298,102.8892,127.6147,115.6477
uvrX,2.9728,2.5318,2.3644,24.0516,14.6561,62.0816,7.4869,3.8088,3.5229,1.6367,5.2107,5.1252,5.2374,30.7093,2.6705,3.0633,10.1874,33.0028,8.413,5.3025,54.8869,2.6764,1.4901,9.9344,6.7428,6.3492,31.3471,24.6897
uvsE,2.5745,1.6445,7.8185,28.3382,15.5589,64.4631,4.7156,3.5342,1.7162,3.6449,9.1122,6.4202,10.6916,39.1746,3.0066,2.9846,17.2293,35.2029,7.3845,4.8792,46.3156,3.2724,2.4197,19.9447,9.8543,5.7278,37.0038,32.0736
uxaA,10.6208,12.2962,9.1793,29.5069,22.4332,68.8364,11.2084,14.8833,9.2184,4.3072,14.9355,12.5683,13.9398,42.394,16.3982,9.2984,15.9342,36.5085,14.2796,11.2851,53.6194,13.4467,11.0736,20.7207,13.2684,10.633,37.775,35.988
uxaB,2.2336,2.8535,7.4539,29.7416,18.0343,95.9182,5.3106,2.2013,1.718,1.6216,4.6911,3.9672,6.6487,42.2134,2.4695,1.9918,17.9971,46.8548,4.731,4.0223,79.1031,2.3203,2.7451,22.7057,8.9146,4.1283,41.1187,41.3558
uxaC,0.6974,1.1137,7.7531,33.9534,18.3007,89.6528,7.3849,0.9574,2.5181,1.6456,3.1736,2.0934,6.4177,45.7575,1.5662,1.6843,18.9393,39.0229,4.8008,3.3043,70.2631,0.831,2.4579,22.5644,9.1946,4.4996,46.1623,43.8437
uxuA,3.2139,3.226,8.4654,29.1556,14.7861,82.7657,11.8258,3.5715,4.0807,4.0625,8.125,6.3608,12.7834,51.5948,3.9182,2.6613,12.9137,36.4747,9.4817,14.5874,63.5773,1.8237,4.9623,17.3655,8.7868,6.7416,40.7308,43.428
valS,145.8682,123.6737,180.2838,87.7206,73.3991,94.9588,110.9292,142.5927,163.5161,173.0874,99.8879,95.0437,103.587,99.9807,141.9895,176.7121,156.9412,82.2615,73.2919,113.5689,95.7018,152.5415,194.0455,155.5996,79.4698,91.2424,77.5414,97.8185
veg,1346.9866,1456.2493,1812.2387,1340.488,2291.7524,1018.2491,3108.9678,1250.9646,1286.4648,2150.6034,2555.1873,1448.506,2626.0047,1886.9853,1290.2227,872.7078,1244.6861,1042.7207,2904.4426,2864.5316,1309.771,1274.5489,1152.5675,1080.4588,1763.8147,2957.012,2139.4266,1833.5462
vmlR,60.9266,40.8441,32.5493,57.7437,47.4882,109.7967,53.8636,52.7213,37.8653,28.6451,42.2435,46.522,63.4819,68.3151,51.2087,38.3162,35.3964,74.0732,46.3702,51.7816,89.1546,54.6299,38.2686,34.7739,37.8408,45.0932,73.9459,74.3387
vpr,115.7207,210.6328,226.3599,127.1719,140.1454,167.2198,449.5864,131.7696,255.307,244.7769,199.4542,209.1258,510.6254,259.9696,135.5989,277.1068,216.127,110.3784,205.4949,519.7922,244.7099,128.5374,320.0203,229.4147,171.0749,298.6451,169.0219,326.35
walH,108.1971,59.0404,111.6483,81.8403,74.3629,97.5738,82.7808,89.0662,81.3448,103.9145,83.5719,95.7467,96.816,83.7425,78.7975,80.0127,86.6574,88.7409,82.1329,106.0718,99.0982,88.8314,75.6271,96.463,84.6303,86.6088,88.3663,95.0511
walK,103.1688,75.9058,92.7088,72.7938,69.7964,87.7939,77.6021,91.9443,74.4121,97.0221,78.6559,89.0511,86.5394,76.5345,80.9108,79.8376,80.0228,75.7138,72.9717,85.8082,82.8678,95.1521,72.7215,76.182,76.3816,78.7123,82.6502,88.476
walR,192.2501,159.7092,166.3531,122.223,143.1273,128.887,165.9624,174.0169,133.0539,167.3199,158.645,167.5368,160.6274,133.2102,172.3855,138.7009,122.9477,126.526,142.2251,166.3042,138.0133,173.3094,140.2029,127.9809,144.7581,152.0759,129.8022,140.3018
wapA,463.5443,338.4829,1598.2728,652.3865,707.6224,232.5787,331.5484,464.8025,470.5566,1513.8597,1170.2574,808.9947,429.0843,238.9611,450.7436,469.3153,1404.3209,548.8593,749.3159,388.0548,166.4257,460.9679,439.0828,1408.8956,965.271,803.8284,288.2816,205.1938
whiA,279.735,227.1427,280.7752,194.2481,184.5024,178.5999,360.2212,264.5914,252.2739,259.8975,243.334,298.8168,319.3823,232.1904,244.4969,232.7128,214.1647,192.3749,268.5975,338.8792,221.6952,255.5654,255.555,210.7547,259.6666,301.3717,216.0395,280.6766
wprA,309.3343,305.2917,805.2965,345.5673,384.3103,165.2654,341.8521,304.0476,409.0126,793.0726,623.848,461.4737,276.4429,246.9119,287.7487,513.2801,665.679,273.0427,456.8152,280.9222,167.0987,304.1985,539.4452,626.7166,552.5347,491.9701,180.9151,218.8502
xepA,18.5947,7.1642,11.2041,23.6022,24.6435,99.2766,139.5447,29.4423,3.607,11.8393,9.2526,21.2632,86.6359,91.8818,23.0671,10.2648,15.172,40.5831,31.1541,216.8368,112.4829,23.2126,7.4897,20.4441,10.5441,37.0351,88.904,98.7344
xerC,602.6168,427.1585,411.431,277.5997,297.5536,198.002,632.7784,550.0032,455.1614,467.041,376.7586,404.171,381.8171,388.6555,560.0785,459.1318,287.765,290.3945,419.0587,426.8231,316.0425,557.7167,431.6475,281.2787,398.717,453.0848,289.0129,425.7022
xerD,164.173,154.6346,167.1946,156.2819,153.5587,143.2318,267.8927,186.6599,168.482,159.5455,192.75,235.6706,243.7176,180.8198,170.2248,170.6966,120.3655,162.1805,215.4925,220.5559,164.5007,187.45,153.5115,128.8309,230.9999,226.8253,164.5687,189.3757
xhlA,35.812,10.5578,22.9063,19.869,51.8427,149.9897,302.741,37.8158,16.3227,16.25,15.7858,55.975,220.1337,177.5375,23.9215,19.5159,13.359,23.8488,70.5858,431.9918,165.1923,30.6375,22.4383,20.9223,23.4313,82.5337,192.6028,222.4362
xhlB,40.3824,8.3983,26.4825,31.8061,44.8064,119.0857,276.2942,34.378,12.5202,26.5909,16.1446,49.4407,200.3185,199.2709,39.6504,14.5159,15.4842,31.5646,53.8731,436.5751,167.8352,30.5877,18.5351,23.1097,23.1651,88.5882,157.5841,230.3803
xkdA,28.6551,37.6686,35.583,38.6788,31.0417,84.1238,24.2459,22.8035,33.6809,36.7462,23.5177,21.4797,34.8845,42.0308,23.5028,40.9218,32.6254,48.2193,24.7762,28.7041,72.0068,28.702,35.5179,43.1484,14.1295,21.0656,48.8369,44.7108
xkdB,4.1619,1.1393,7.4157,29.3654,23.4025,89.2889,30.2877,4.3529,2.6422,3.1565,7.8161,8.7861,35.3526,54.7787,4.0057,3.159,18.741,39.5125,15.007,66.9441,68.6086,5.1955,2.2351,16.5271,11.1257,17.1957,58.878,62.4102
xkdC,3.5084,3.9841,6.342,30.0725,26.6584,105.3568,40.1632,6.7783,6.4963,1.8396,5.9131,12.2415,42.6793,57.1395,4.9026,4.8957,15.1233,41.3913,20.5734,68.6636,84.4314,4.6452,4.0301,20.2513,11.6051,18.0393,65.4123,59.6561
xkdD,4.2381,1.8048,3.0644,17.2774,14.6036,47.8206,18.5979,7.7571,1.5695,5.0,4.2857,9.1334,24.0,35.4976,1.9036,2.0471,5.4806,24.2805,12.9664,38.5848,50.1596,2.8056,5.3108,7.7252,6.6088,8.8002,38.3748,36.9369
xkdE,23.6599,5.7472,13.0113,28.6854,38.4227,118.8009,174.1448,23.1774,8.8853,9.6321,11.2889,37.3953,169.5245,114.5533,20.8049,11.1064,18.2608,32.8374,33.2623,371.8673,120.5878,25.8107,11.4314,18.2227,13.1801,56.938,147.0112,142.7384
xkdF,45.813,8.4156,25.9806,37.184,53.811,152.6819,232.7459,53.7094,15.3025,21.9022,13.3231,45.0787,216.4786,162.3921,45.4579,17.0667,27.0083,43.6873,53.9356,429.9445,158.2345,47.5737,23.0762,26.1984,20.1204,65.2844,168.0298,184.903
xkdG,54.3007,7.1062,23.2702,27.9096,41.915,106.6001,264.11,50.4211,13.8311,15.9375,17.143,47.7059,208.0004,148.4615,54.7275,23.286,18.497,30.7553,53.7902,481.9158,150.0086,51.9743,19.4178,20.0372,18.9253,64.8232,140.4446,191.2707
xkdH,41.6688,8.8721,13.558,17.6404,23.7461,62.316,181.263,42.5825,10.8018,11.4706,10.5343,26.9398,136.9918,100.8252,43.0461,12.0763,12.7977,19.6284,35.8551,304.2644,105.2087,33.1017,15.0121,12.026,6.4978,50.678,88.8324,119.6295
xkdI,22.4463,5.8654,15.4922,22.0767,32.0467,130.4735,147.7498,30.8129,8.5014,10.8333,10.3175,29.6837,145.8891,128.542,31.6203,12.3206,21.2754,38.9687,36.2879,304.8284,128.3018,32.8259,13.4246,26.0367,17.3566,59.4715,118.5788,149.86
xkdJ,20.2391,2.1547,15.8535,22.2138,32.6345,87.6014,127.4293,22.638,9.3689,13.9286,7.9592,25.9624,110.8982,93.0002,21.2111,11.9485,17.9937,24.9081,32.2506,247.5628,97.8112,16.5246,8.454,18.9582,11.9548,41.5253,95.496,113.2717
xkdK,51.3201,5.6519,20.345,26.804,46.4375,115.2434,251.6089,57.331,15.7285,19.6253,14.4953,45.2747,189.9061,156.3759,51.8242,19.4893,22.3126,35.1469,43.4492,439.9401,147.2405,52.0153,21.6215,21.451,17.6111,72.4425,135.9382,186.1687
xkdM,58.6319,13.5539,24.2252,29.9436,46.1788,123.9135,269.1174,58.7678,14.8889,23.7162,11.2935,51.0583,237.1626,176.169,48.155,19.42,30.87,37.5363,63.4247,562.7459,169.8479,57.6671,19.9426,26.4639,17.5735,82.4895,171.6529,191.089
xkdN,35.4977,7.0858,24.0626,45.9185,48.9562,156.162,255.2473,40.1,12.3242,13.7416,13.4612,48.1542,175.8929,177.3095,37.8669,11.2523,30.6628,69.0608,54.7264,431.5934,181.837,33.4868,16.1598,28.8139,22.1733,70.5834,171.2637,199.1902
xkdO,17.932,4.9801,13.3886,30.1336,27.95,100.2251,123.5389,19.0863,8.4452,10.5012,11.8919,26.1033,93.269,96.6383,18.0345,9.1638,19.2193,38.6617,26.0895,216.4208,118.3808,20.2323,11.1133,21.554,14.5341,35.7317,90.6121,119.9617
xkdP,11.2695,2.3995,8.5559,34.6333,24.1955,103.3422,89.8762,15.4701,2.9214,6.2045,6.8377,18.3885,81.1911,95.9646,12.8231,2.9032,20.7671,50.5034,25.4281,163.3231,110.7045,14.0256,4.5897,20.8843,17.254,23.4006,80.3421,103.9961
xkdQ,11.9148,1.6193,7.1487,22.4182,25.8026,85.5406,99.54,15.3119,5.0695,6.5798,4.6144,15.6874,72.9756,72.1931,13.4359,7.347,13.277,32.1456,20.9411,176.3488,92.7106,14.097,5.4799,16.8662,11.4282,26.1693,77.9283,87.142
xkdR,11.1429,1.1863,10.0711,14.8508,27.3202,85.3172,68.0317,11.0473,2.0633,4.382,6.5731,12.8645,38.5619,53.7949,10.0098,0.8971,18.0121,32.6286,17.0457,127.3271,78.0292,11.0649,3.4908,9.3093,9.4778,14.0479,62.5808,71.4081
xkdS,13.3858,2.2305,5.681,24.6385,24.065,109.4486,82.6142,12.2502,5.1727,2.7465,6.4739,19.8887,60.4226,66.6206,15.6843,8.4336,15.2405,40.0115,18.6963,134.3036,96.4336,13.4077,7.1107,20.1562,11.3857,24.3423,65.2386,84.1408
xkdT,11.3664,2.4201,9.2458,28.5151,23.5373,94.0263,77.7997,12.1357,4.4724,6.7049,8.1417,13.3413,57.8855,76.1953,10.2105,5.4903,18.8327,39.7949,18.4743,123.2813,88.983,9.97,5.3413,19.6394,11.2793,24.234,77.8409,89.5936
xkdU,14.5589,2.7352,8.824,21.3506,18.3869,68.1028,98.0379,14.1075,4.2815,10.6088,6.9282,18.9835,78.8084,69.6388,16.925,8.687,11.6285,20.2799,14.7383,146.5503,79.82,12.2459,9.6586,12.4884,8.377,27.8175,59.7784,84.9571
xkdV,17.6577,6.5986,12.7675,37.2921,29.2284,101.7181,120.0458,18.688,9.8754,8.0778,12.2686,21.4122,81.1746,91.6399,18.5598,10.4439,19.3394,44.686,23.842,192.8322,116.2219,17.4626,9.2573,22.005,13.3845,37.8414,87.8939,109.1859
xkdW,13.5234,0.9598,13.8524,31.8061,22.7019,76.2956,85.1459,23.3771,5.8428,7.0909,6.078,16.6537,60.9819,81.8059,18.2223,3.629,20.4028,23.53,16.3774,160.8104,82.6949,16.7113,4.9427,15.7488,8.3075,25.4064,70.7837,98.7963
xkdX,21.0364,1.9196,6.5188,11.3088,25.0916,59.7447,104.9273,9.6258,1.6694,0.0,4.5585,8.3269,89.3456,43.0006,9.4486,1.4516,13.1161,8.0346,20.6873,102.1816,62.2435,5.9683,12.7098,8.2168,2.5561,36.1039,42.3669,58.9311
xkzA,8.1479,5.9481,6.3122,19.7108,23.1395,64.4183,90.6091,7.4566,1.2932,8.2394,4.7083,15.0509,50.5353,67.433,14.6387,4.4979,13.5471,27.5635,14.6899,147.9286,72.3252,10.1714,7.6577,8.4868,12.8707,19.681,66.4393,76.0848
xkzB,31.7858,22.3338,13.7897,41.8645,37.9131,130.6527,176.4776,33.4525,22.9537,15.0,24.1073,16.1466,118.5002,117.5859,29.9811,18.4241,33.9112,67.9853,34.6446,256.9036,133.5499,30.3008,10.4557,34.7633,20.2771,49.5014,109.2954,139.3282
xlyA,72.1047,27.2802,38.1994,46.9621,84.9016,181.0466,486.0492,69.2867,27.4212,34.354,27.2029,80.1716,318.0207,302.7425,65.0214,32.1494,28.78,49.995,99.5894,738.9027,250.6002,68.5157,33.8834,34.1217,46.7054,140.1795,260.1378,346.5569
xlyB,40.8018,14.6083,15.5026,36.9182,31.4114,103.751,94.0116,39.9563,21.077,19.6226,18.9219,23.2829,79.7171,94.1441,43.8897,24.353,27.9782,37.3217,28.9221,149.7852,95.043,42.942,20.5169,22.2645,17.2419,33.3033,84.3568,97.728
xpaC,241.4789,807.0285,175.7685,185.0789,244.5919,185.2007,355.3515,276.3322,778.4117,197.8537,280.4755,295.6372,338.6347,197.5314,289.3511,599.3663,134.8929,183.2287,319.1391,394.5902,188.4655,266.1297,548.6231,127.4936,254.4301,362.3431,254.781,221.3511
xpf,3.8891,0.0,3.1635,25.6112,19.7148,68.1745,31.721,6.2285,2.7004,1.7206,6.3908,6.735,33.953,43.4324,4.8037,1.4089,12.2588,30.8219,15.6169,56.3625,65.8787,3.4757,2.7413,17.7225,6.2024,14.2764,54.8277,52.3379
xpt,296.2435,208.449,190.2981,385.9505,330.2652,139.3629,157.6776,252.4933,172.3296,228.0,688.2897,378.1246,156.8003,122.4669,279.8239,149.4396,181.6818,290.0707,299.5235,77.4845,124.3958,281.7974,152.554,176.9065,552.6192,248.1669,191.777,112.4403
