gene_name,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
asnO,5.3218,13.5543,36.6618,20.0888,86.427,22.7671,7.7632,21.2439,15.2196,12.2872,33.1025,99.5161,8.4381,26.1966,47.0133,13.4131,57.0763,77.6128,8.3354,25.7192,17.945,13.6327,46.4834,59.7297
aspA,45.0259,58.5629,53.0845,50.2534,69.4992,49.0921,52.8515,62.0641,52.6714,59.1714,46.2102,53.1999,47.2988,67.8612,59.5484,52.7866,43.5493,63.3924,56.4584,59.1804,55.9694,47.7424,55.9978,49.9347
aspB,696.7081,922.4938,537.7262,601.4519,264.6259,493.9232,926.0728,1008.1599,816.6291,730.1673,498.2902,313.6,974.87,773.0563,519.9349,713.2911,508.3571,255.8235,1094.4921,757.7925,748.4352,666.3839,370.4283,332.4445
aspS,497.4454,511.4986,207.0229,235.1592,138.0819,145.659,487.2541,575.957,333.583,298.2386,180.7288,127.8184,522.6469,449.8341,179.0613,253.2709,173.6972,116.6972,566.0952,423.5981,241.3468,234.5251,151.6202,122.0693
atpA,1251.1946,2069.582,1522.5065,1631.9265,809.9692,2952.7408,1526.1728,2150.8151,1725.1038,2267.5782,1575.975,1450.578,1637.068,1659.6444,1657.4247,2187.1932,1617.8783,1251.3226,1756.1695,1520.0355,2396.0064,2452.4225,1308.1902,1699.1319
atpB,2136.9864,2579.9722,1603.2017,1849.1688,823.2115,3028.1827,2365.828,2895.551,2001.6327,2249.6954,1520.5251,1475.0538,2411.7479,2062.0775,1751.3852,2358.4203,1619.6247,1187.5082,2410.6569,1922.6697,2525.4207,2558.762,1285.5997,1607.5067
atpC,1258.2049,1264.9735,880.9526,1103.3377,441.7114,1541.447,1071.4047,1456.6353,1042.4497,1264.889,814.0165,742.0809,1323.6237,1089.6087,840.1409,1286.0852,790.3867,663.719,1514.2942,882.8916,1439.7064,1353.6684,695.6777,851.0394
atpD,1442.4549,1791.7181,1201.4901,1425.0953,652.0206,2332.0321,1439.5966,1865.2531,1482.9607,1814.1946,1161.2805,1112.0535,1594.2259,1369.7157,1262.851,1845.5251,1264.5655,985.4378,1695.8187,1240.5627,1966.7499,2023.4155,1065.4506,1299.7567
atpE,2179.9642,2615.7739,1735.6487,1945.565,836.1871,3272.588,2221.6635,2878.3098,2062.2253,2438.244,1598.4535,1449.4037,2326.5357,2106.5756,1824.5237,2577.4117,1620.7264,1236.4166,2370.6091,2024.1044,2605.8295,2714.946,1376.8145,1642.5368
atpF,1691.7188,2576.2987,1824.1298,1854.2683,922.6341,3353.8307,2097.784,2462.5877,2026.2524,2589.4005,1722.8452,1691.0423,2078.1125,1954.1574,1942.6083,2563.3778,1873.3296,1437.4247,2053.9687,1907.6775,2702.4151,2771.4813,1546.1404,1924.807
atpG,1125.7995,1787.684,1205.9086,1262.2956,637.0862,2210.4432,1348.5323,1813.9062,1439.5843,1787.6477,1209.273,1145.0609,1484.2035,1374.5809,1311.4659,1750.8167,1217.8562,991.867,1493.0109,1285.9397,1961.3988,1871.0536,1087.7324,1361.7596
atpH,1185.723,1927.6059,1329.4105,1361.2608,715.1133,2438.4585,1389.8364,1813.9285,1512.5598,1913.2704,1306.288,1200.581,1450.2372,1466.9895,1464.1125,1840.0691,1323.7498,1060.3382,1536.7779,1407.0853,2064.4044,2031.3746,1064.8497,1366.7429
atpI,1411.2819,1409.6218,818.1794,1089.9621,505.799,1636.3981,1352.1188,1661.3086,1042.0373,1199.2081,851.9078,748.0851,1463.2739,1018.8291,841.3943,1297.0628,951.5401,690.4097,1417.4973,889.1343,1366.8895,1299.6762,744.1652,954.2909
azlB,32.0744,27.2303,40.8425,29.5306,59.5812,32.9327,29.6365,29.6203,30.1494,32.3676,24.6836,33.2229,28.2969,29.4235,51.5422,30.0053,27.406,55.0962,29.0038,30.9863,31.5878,27.9284,37.0498,34.19
azlC,18.6314,30.2292,51.5273,36.3371,88.4614,26.3414,26.2843,33.6471,33.7565,22.7492,23.2471,54.5167,29.4303,34.8904,58.9206,31.2337,19.8714,80.5504,28.3271,40.1709,34.4579,33.1673,55.7192,57.3225
azlD,29.4858,42.7978,47.6296,35.5222,74.0081,36.6494,26.4692,36.8919,35.3863,34.3827,32.3244,46.2509,31.6473,34.6611,53.4608,35.0224,34.8604,67.851,42.6841,50.2136,38.6301,30.4781,48.6414,46.9492
bacA,481.539,287.7006,210.11,292.0357,211.8436,283.8197,604.6351,323.4146,408.0755,394.6794,515.5619,241.4273,707.6339,265.8758,163.5201,317.2891,549.6398,170.3347,868.4006,269.3165,263.0026,328.6201,232.3248,246.1524
bacB,446.0226,397.2725,249.717,293.4945,221.8361,297.0486,564.5064,411.0699,398.3831,442.129,534.4332,248.3331,706.36,375.2961,167.988,324.2249,541.855,187.3334,833.9768,368.3042,273.7297,328.1473,234.5591,246.9419
bacC,389.8907,380.4117,195.5951,232.5934,178.8432,245.0832,542.9373,395.7579,346.4615,344.6848,406.2763,200.9844,647.8163,383.097,160.0599,245.2542,416.4029,159.0395,732.9827,378.3815,225.8265,271.0158,182.1361,213.4286
bacD,469.1863,522.6391,203.1647,230.3535,183.2521,239.4166,689.2916,509.1438,364.5008,353.73,353.7216,205.1246,839.2234,463.1293,174.0391,281.2428,385.0802,152.7137,1023.3535,482.9745,221.1364,263.2379,179.5125,197.512
bacE,300.1625,348.5483,139.1596,145.9062,155.0235,136.7604,451.6366,336.1899,210.5166,209.6646,218.4004,129.9708,600.7023,321.4266,127.0576,163.9489,223.4467,128.2689,724.0125,330.0752,140.944,161.6126,128.631,140.6215
bcd,31.2395,46.1672,45.7969,48.7919,80.2937,67.1318,28.4249,36.5959,35.9474,77.7934,90.181,55.6292,31.935,31.6223,54.8273,51.9544,104.4992,85.8863,30.8556,39.6206,35.0507,57.0225,61.0378,92.8051
bceA,18.2891,18.3501,31.5279,28.7184,55.069,18.9958,11.5672,17.2736,17.1092,19.2326,21.4961,44.5118,12.2585,18.934,42.2518,23.1442,12.3325,54.8744,16.207,29.3572,24.6306,17.0833,39.8283,38.282
bceB,14.1967,18.2868,36.7712,27.9319,67.6024,20.3251,15.1842,13.5626,20.7961,19.2298,16.5163,39.7634,14.5608,23.2904,38.7362,22.5684,14.9517,57.825,12.605,26.3098,24.6627,20.8017,40.6707,42.5325
bceR,81.4589,75.7246,97.8556,96.8745,114.8401,97.8689,69.6527,67.2414,99.4218,113.8362,108.9312,94.7305,77.7729,73.5894,99.8639,96.4515,111.9868,99.2868,83.6973,71.7492,96.3513,97.0032,93.3345,96.9734
bceS,81.3109,80.5361,85.175,96.7105,93.449,117.764,69.3409,78.0,105.5251,112.1018,105.7077,87.3004,80.0759,67.4727,89.3232,104.7229,108.632,93.7236,68.1651,64.9779,99.6706,110.6466,95.0055,98.8394
bcrC,290.6118,96.1016,109.4087,141.5944,128.4078,157.0274,199.2479,136.1985,192.56,247.0873,272.1964,110.0152,214.8208,63.6272,92.416,149.0675,231.2772,98.8196,207.3898,69.4967,196.0261,162.2537,190.7149,128.7444
bcsA,13.5578,12.0001,39.0866,28.5488,61.8756,23.7809,7.0241,11.1885,39.9592,34.8279,24.5082,45.3904,9.1617,14.892,48.1231,22.2793,19.8862,55.4531,12.5207,16.8751,55.8895,19.4914,45.3427,38.375
bdbA,126.2347,796.3064,426.4889,447.631,205.6138,636.8805,165.0008,745.3804,714.6004,507.7572,354.3919,296.7783,199.594,587.794,418.5742,532.4851,465.3281,272.1704,184.6095,604.7468,656.587,610.2094,264.8117,341.253
bdbB,188.4817,892.1208,413.2661,583.0644,182.0897,570.1792,185.4786,944.8993,738.686,503.5698,313.0475,274.4813,277.5563,637.4643,387.6728,678.353,401.2953,210.0644,262.7264,603.0691,681.2388,632.7822,253.272,255.4924
bdbC,319.7724,232.7883,216.4647,267.5919,160.0491,389.9969,311.114,265.8453,266.3479,292.1388,195.8421,251.4842,316.4786,212.7822,204.8294,393.5916,237.9497,195.6225,343.6526,176.6508,315.5646,362.4335,276.3995,242.3251
bdbD,632.5216,426.8629,356.3173,512.7619,257.2694,798.0043,578.8872,497.9933,494.311,525.7494,426.0277,419.8233,652.6636,353.6828,363.2054,721.9675,434.6268,349.7958,645.0531,342.1507,607.4287,669.8192,454.9238,464.2518
bdhA,1368.5596,2443.602,1435.5429,1916.3706,911.2592,2537.4738,1342.2977,2887.0677,2336.1602,2426.2665,1884.816,1324.3971,1574.8948,1989.0599,1284.416,2289.8096,1965.8145,1089.7355,1623.4824,1843.0718,2140.6255,2223.9383,1494.3803,1457.511
besA,552.6466,1063.544,751.2095,938.1531,422.6117,364.3984,1039.4087,1201.2672,1198.5365,1251.5407,869.836,357.8376,1167.2811,850.1824,668.7345,1119.491,922.2627,179.433,1324.1581,797.3578,1094.8902,1060.8217,655.3505,221.3404
bglA,12.9773,24.4624,46.325,31.6258,93.1577,36.66,14.7287,13.8125,20.5448,23.3759,21.775,51.1943,16.3002,31.7275,61.6825,32.5932,15.931,76.3131,17.9614,32.9527,25.7745,25.5875,60.5041,58.7867
bglC,32.2477,24.9398,92.7124,105.1732,158.111,264.6213,28.236,19.1736,46.3317,165.7532,175.5819,181.0157,26.0558,30.0157,108.0329,188.6416,175.3958,152.5487,27.9486,30.0967,113.9705,183.2468,178.9427,172.9764
bglH,18.1954,66.9388,68.3193,59.0046,131.9863,507.2523,28.7166,59.7447,49.7875,74.3807,86.7959,187.4106,31.7652,79.9832,89.3211,54.0657,249.3417,272.3106,32.8863,74.8397,51.7484,65.721,103.147,325.2031
bglP,39.8081,139.7396,74.307,71.2103,123.3145,562.0561,46.9611,112.0451,70.8306,83.9625,117.3838,192.7202,56.279,159.1249,84.0343,57.6672,309.6204,283.6526,62.2642,144.714,70.4093,88.9773,105.7478,332.9771
bglS,42.1443,40.2058,62.0707,41.3768,126.0878,92.2706,38.5396,32.5,29.9208,26.0714,34.3457,66.4668,53.5536,41.5612,75.5992,21.8508,43.2219,117.132,66.4839,50.2136,26.0348,35.1079,56.8336,87.0914
bhlA,10.4091,50.4976,48.182,23.1395,44.4048,29.3147,6.4658,42.5704,35.3121,37.6272,24.1691,24.3734,3.3734,33.8678,66.6858,32.0507,24.6548,51.6609,14.2215,30.7647,43.5625,40.3979,40.8242,29.5388
bhlB,8.3039,53.3771,38.4374,29.5353,23.4498,32.9529,17.5377,52.5843,42.2555,42.8817,19.2809,20.7402,17.941,30.6205,48.9429,41.5489,39.3368,20.881,21.8177,36.3908,37.9114,39.6647,24.9046,34.99
bioA,997.4659,1593.634,870.4693,885.6297,431.5874,1002.324,1308.3121,1714.1759,1349.4352,1371.8912,978.2155,469.6915,1320.6102,1375.8237,839.0985,1064.9457,1045.6556,456.8155,1440.9803,1373.5497,1202.3567,1055.9999,637.3214,611.0449
bioB,581.3078,1273.0046,686.5453,672.4159,333.565,648.1677,945.2023,1283.75,990.9241,923.9051,579.6617,384.2144,1006.5243,1016.4734,627.3467,855.3256,657.2557,320.7975,1165.0663,990.8226,869.261,804.1784,489.1751,412.7175
bioD,505.5916,1155.9589,584.1176,552.9211,287.1003,600.6702,838.6031,1206.9827,834.6385,846.8627,538.6044,334.1675,854.469,893.7832,558.0951,685.7863,659.2129,286.6881,971.8929,889.8851,706.2732,673.6332,407.6343,358.3085
bioF,740.1294,1368.3999,711.0979,706.7002,366.8524,778.1997,986.6577,1445.0,1022.7917,1124.5881,801.8014,406.0043,1026.2205,1163.2568,705.1049,832.9282,890.5993,381.0876,1160.2865,1142.167,937.434,895.3619,530.8843,497.9963
bioI,210.6424,443.1499,267.1061,216.4952,162.3856,200.4923,335.0911,452.865,342.4212,352.6758,208.0004,152.56,327.5091,343.6274,261.1185,279.3748,210.9373,152.4284,360.9532,370.1881,315.2114,281.2958,204.5181,164.8363
bioW,1487.4687,1891.6408,1064.1611,1216.1273,559.4325,1337.642,1748.3838,2230.4536,1723.3884,1679.2492,1157.6546,603.1173,1723.7528,1656.3042,949.1321,1383.8113,1281.652,607.6381,1901.892,1612.5555,1514.4429,1368.1054,775.4827,743.9895
bioY,334.2365,243.9748,175.0376,169.7371,116.1175,117.8788,337.8005,233.5829,230.6049,196.3342,115.1232,88.5305,337.2819,155.5925,172.8458,162.7602,137.9501,94.9344,362.6035,161.1133,209.0026,144.7301,116.7065,97.8787
bioYB,1752.2809,1579.0602,1611.0531,2603.4667,888.9807,1557.9491,1612.9285,2248.8059,2875.5391,2885.7111,1821.1674,787.1955,1795.7506,1251.3553,1425.5899,2796.3851,1938.4171,614.6049,1881.8816,1130.5562,2737.9701,2598.2204,1703.5949,844.8465
bipA,673.5984,715.6032,278.3973,342.5167,161.538,253.416,677.1541,847.5979,485.7532,414.1467,335.0316,220.5718,664.4886,470.0696,233.5679,449.1806,361.9109,152.5408,652.1584,416.7813,371.4231,353.9273,305.6777,183.9207
birA,64.7718,99.2564,56.9995,39.7118,64.4279,25.8282,92.3782,96.6028,56.1419,43.55,35.4111,46.7132,98.4501,80.6455,54.2214,38.6829,27.9784,49.8057,103.6409,86.8727,42.6939,31.1325,40.446,40.5493
bkdAA,75.9141,99.111,71.8761,87.5552,94.5783,86.8894,81.829,101.3293,83.8244,122.4501,122.7736,75.1108,98.4101,100.2527,86.016,101.9781,145.2941,100.4707,109.8189,88.5186,74.7538,98.6524,87.3967,97.3458
bkdAB,103.003,106.8493,86.0446,98.7744,107.4922,94.3181,93.7744,105.8232,88.1582,135.4383,138.8783,74.5667,109.2899,97.9928,81.7985,105.5125,151.3981,106.6083,117.6906,105.1731,78.6522,103.5907,95.8201,96.2986
bkdB,154.765,138.9842,108.6647,134.0607,117.7512,123.7677,131.5654,148.2,137.0579,170.4393,163.8921,89.1722,154.7911,127.303,109.1764,153.0453,197.4854,120.2503,155.5249,125.6522,110.3203,149.6855,125.5689,134.8823
bkdR,53.0176,110.9744,64.3976,48.4573,97.1396,46.0064,62.7998,95.9524,43.414,57.495,46.3724,70.1693,65.2065,100.5102,68.6861,46.9295,45.999,83.5559,65.7907,93.2539,46.0512,51.1524,69.9554,69.2391
blt,11.3213,9.6115,38.1956,18.0268,74.4141,12.976,13.5089,4.3766,11.6709,11.4209,18.6733,41.141,9.1584,17.39,51.6369,10.4038,13.7852,63.4188,10.8468,20.2858,14.199,12.4715,39.8261,40.2556
bltD,19.3215,12.8884,25.9161,18.0397,63.5599,13.6036,13.2022,8.9216,14.2018,10.4766,14.7843,33.9316,9.3927,14.6687,36.7222,17.3521,15.0541,43.152,9.6454,20.1839,11.486,9.133,20.8018,27.8305
bltR,10.789,12.1038,36.6041,22.5449,77.4654,12.7753,14.0738,8.1843,11.2853,7.2429,16.2263,43.1575,10.4896,18.4295,48.6141,15.226,13.786,69.7887,10.4884,21.7165,13.8536,11.8101,39.825,45.4614
blyA,9.4676,49.2008,57.8887,39.1082,73.4852,28.7933,11.2274,29.6739,37.6982,34.0164,22.8913,45.7707,14.1018,35.5029,69.8196,32.2068,25.2859,64.8531,12.2416,51.5781,36.2931,34.5741,49.4205,37.1303
bmr,234.4375,108.709,65.189,72.6246,106.0023,66.9523,209.5265,110.5,69.2147,80.6353,66.6001,80.3134,168.8873,103.1722,74.7839,76.0965,59.5308,96.0556,163.1093,96.3715,75.3408,64.1161,88.4564,83.108
bmrA,64.7784,74.593,87.2362,74.9608,106.0448,63.0176,68.7834,80.8093,71.5319,79.4344,59.3594,75.6732,69.5535,76.7574,84.957,72.4785,59.807,89.1906,65.823,71.2353,75.6554,74.6668,85.1541,76.9101
bmrR,40.4905,35.3392,55.4549,52.5257,87.3773,39.3346,33.5668,26.9086,56.0142,68.9428,44.4517,55.2026,32.6218,27.2925,60.6403,49.6173,42.268,71.8685,38.9747,35.6355,56.1848,44.8123,62.5374,43.5077
bmrU,205.4875,113.0942,31.8298,17.8624,81.9553,54.2877,171.6139,123.0201,10.0959,25.1017,80.0941,57.103,136.9028,136.6379,31.3528,14.6361,43.9013,73.6866,133.1877,121.827,14.1532,12.093,45.5813,54.596
bofA,29.9938,38.7052,62.7287,35.0983,121.1041,21.5015,28.1705,28.8068,26.5911,24.2867,32.7955,60.3057,39.9188,51.0069,76.7594,29.0915,31.4083,87.2521,33.5398,48.7871,39.141,25.0721,63.9378,61.3866
bofC,137.0663,44.5545,35.9188,20.7524,68.2952,58.0918,110.6075,33.6404,14.173,19.6403,32.8422,60.3823,89.6422,63.748,36.5485,13.8621,35.0205,64.0635,79.0337,40.0828,16.8541,22.3645,40.2156,54.6334
bpr,83.1961,353.3447,195.3467,298.5635,544.9968,1457.4295,184.6544,388.1642,337.3182,667.9098,2091.4807,746.6294,182.7246,348.842,166.0554,537.8236,1939.89,610.5699,203.6022,355.3823,315.0977,909.259,633.1361,906.8075
braB,118.3611,61.6982,55.0862,55.8439,67.1051,49.2124,116.1068,82.6345,62.5852,59.2153,36.9014,48.2422,98.8125,50.6802,63.4123,51.8728,34.704,53.7304,98.0467,45.4287,53.5874,50.7889,52.3736,47.0237
brnQ,24.18,32.9265,38.9623,30.9953,52.7622,28.3176,28.9394,36.4796,26.7203,29.5972,22.8164,33.0929,32.0437,30.5348,45.9512,27.5205,28.8301,53.6742,33.6399,40.6491,32.0388,30.3519,39.8222,41.2159
BS3610_RS01320,379.7405,403.3493,240.7689,248.025,200.538,213.6278,321.3524,437.1774,346.4191,336.0961,222.6778,213.9878,414.6405,310.2725,233.1709,344.0929,280.8508,155.3936,412.1579,240.5395,340.1324,320.2762,201.6677,181.4341
BS3610_RS02805,107.4861,113.3914,115.6857,134.995,159.162,111.1342,113.9391,118.6446,142.9785,154.4983,103.3737,114.3249,106.2898,93.1908,117.8919,127.9454,117.1062,131.6916,107.6166,97.0999,139.3177,126.2668,148.5891,101.8383
BS3610_RS03225,56.3083,20.9144,38.8742,28.4769,57.7263,7.8839,45.9075,26.0,18.1072,25.4432,18.2,35.5716,18.6288,22.7102,33.6689,33.1858,13.8196,44.0151,36.2465,16.3194,11.7157,18.3862,33.1529,31.7766
BS3610_RS04215,53.8241,75.5731,73.1749,46.3878,134.9559,66.7811,62.1101,51.6176,52.4373,72.5879,49.706,88.2221,39.9188,73.0813,87.2669,39.9717,66.8401,124.6614,53.3037,83.4432,50.3085,56.9612,80.7929,82.2453
BS3610_RS04230,29.6938,74.2275,78.9631,40.0457,131.8269,41.3904,47.3421,50.2734,43.0918,33.3942,52.4063,61.2889,52.3934,78.9013,87.7891,40.0008,41.7468,107.7452,37.6219,69.436,38.442,42.5181,59.4977,60.5741
BS3610_RS04245,101.2392,120.3295,134.1957,160.2391,164.2371,193.1011,120.743,114.863,127.0751,201.8027,239.3429,161.1982,113.7413,86.7417,159.1203,164.9551,214.5516,169.4948,117.0386,82.543,157.9208,178.3212,179.8434,174.9889
BS3610_RS04250,226.2387,186.3801,222.138,257.6486,217.7952,364.9111,260.8711,219.7619,315.7161,375.5896,510.0961,240.8064,240.7801,142.4955,195.4,383.7819,495.7523,215.0294,246.5749,139.8808,325.8073,379.3983,309.4275,319.7835
BS3610_RS04820,5.1189,19.0131,28.2721,11.1518,59.2065,34.4024,5.0081,21.8636,24.3118,15.7285,46.3274,151.0263,3.3871,27.2037,24.8691,12.0676,91.5726,64.6147,4.7073,26.4763,20.0231,11.1432,47.878,78.96
BS3610_RS06465,29.6938,175.0648,232.0301,213.5771,184.5577,274.9504,40.169,306.2109,588.9208,139.5399,251.0629,1364.5793,39.9188,167.8219,165.7142,231.1157,961.6169,158.1791,54.6125,154.1715,381.1255,239.0209,135.8679,309.8218
BS3610_RS07090,1046.6591,1946.5559,612.6966,766.365,352.5451,1068.15,1251.9915,1886.7325,1205.6478,1007.4373,1318.6898,671.4209,1352.3964,1728.9042,497.955,934.0491,1212.4367,517.015,1402.0773,1766.5691,893.2769,1013.4054,537.8299,739.8573
BS3610_RS07180,7.7631,17.1358,36.5874,22.2275,51.588,12.5215,8.1013,18.6397,18.435,21.3274,11.4706,22.0555,15.2631,12.966,37.1348,11.1549,21.6779,37.3984,10.28,11.0765,14.4723,15.1416,36.7747,26.169
BS3610_RS08485,45.0259,35.5896,62.8847,90.8428,132.5615,29.2167,48.6079,32.9779,77.4269,46.0222,28.6765,82.2841,42.267,29.4683,89.1236,80.8731,10.8389,94.2152,47.9733,36.5526,58.9229,52.9956,76.0568,68.2262
BS3610_RS10165,42.734,77.8955,66.6414,53.981,53.3915,43.9245,53.5587,76.6071,91.5311,73.6035,71.5001,53.5634,53.2251,57.2527,60.8746,72.2413,60.3238,64.0431,67.4999,60.077,71.9677,70.9183,63.5995,43.882
BS3610_RS10485,40.1494,45.4478,56.9424,57.3858,69.4217,67.9568,31.036,34.331,54.1452,60.2036,49.4367,51.9965,32.6097,32.7388,67.575,68.1078,44.1191,74.3916,27.349,31.8255,44.5526,52.828,80.8478,52.8118
BS3610_RS10990,51.5015,34.9788,81.5409,40.0708,148.3772,71.5318,13.4363,52.3171,42.8051,33.5105,68.4879,137.878,23.3671,60.604,92.3842,39.3142,103.3664,156.2594,24.6274,40.4159,68.5795,48.432,116.4396,116.2558
BS3610_RS11125,2.974,6.3122,20.8059,12.0325,58.1641,17.3223,2.5863,9.6127,9.4166,19.3511,13.1831,34.1227,3.3734,5.6446,36.4549,16.0254,15.5714,44.0839,4.3758,15.9128,10.8906,8.2867,30.418,33.1193
BS3610_RS11230,110.3338,147.7736,144.9901,153.9295,107.2117,125.2898,144.7533,188.8513,221.3526,175.3516,95.5677,101.3362,128.0279,122.758,116.59,178.5287,103.7511,96.93,114.7573,95.6773,189.9839,168.2919,142.3401,90.4631
BS3610_RS11360,119.4244,36.7349,17.8439,12.9277,26.9341,1.5509,106.8666,62.3361,19.1804,10.0104,8.9508,17.967,49.7349,42.0479,18.6283,17.0981,0.0,14.4312,72.5779,25.93,13.8283,7.2339,10.2487,9.3767
BS3610_RS11695,1.487,19.5678,38.3266,25.4534,66.6073,21.3198,1.2932,30.8979,31.1923,7.5254,30.7606,116.586,1.1245,37.2546,47.5692,14.6899,60.9881,65.0927,1.094,25.9909,34.157,16.0556,32.4192,43.8607
BS3610_RS12510,7.2314,2.4557,10.6505,12.6031,23.7231,12.9598,3.7732,8.0137,5.7241,6.2737,9.6165,11.0626,1.0937,5.49,16.4309,12.9886,7.5724,16.7485,1.064,8.2543,13.481,13.097,14.7923,13.0589
BS3610_RS12655,27.3324,78.2584,181.1496,191.4772,160.2632,191.6143,33.0907,77.2081,199.809,289.0447,273.5944,219.9007,30.395,67.1338,200.6035,255.0906,305.3884,130.8287,35.8785,75.7028,233.0051,279.9933,228.4885,160.3347
BS3610_RS13510,12.9942,12.4107,51.4335,27.2974,124.6752,10.1884,7.769,6.0,8.3572,7.633,21.6,72.7702,11.0544,26.5124,64.1004,13.1285,18.4262,95.9302,13.1443,37.0808,15.1403,13.0118,72.5722,58.6645
BS3610_RS13670,5.1501,15.3032,45.5112,17.6311,97.4741,9.2299,2.2394,2.378,8.1534,7.4468,19.0244,59.0906,9.7363,13.6848,50.8113,9.2504,4.4942,88.2687,7.5777,20.2079,8.5724,12.5564,60.9922,48.0524
BS3610_RS14945,0.7039,9.5609,30.581,14.8956,64.535,2.5228,1.2242,2.6,5.5715,9.1595,8.84,31.1492,1.5968,11.2215,40.4027,7.5853,2.4568,53.4701,0.0,13.5577,9.8412,5.3933,33.3424,33.4713
BS3610_RS15195,0.0,7.2676,29.4183,12.4328,85.2093,15.3416,0.0,5.2703,4.5174,0.0,10.5406,63.9197,4.3155,21.6632,58.0106,2.5626,4.9801,76.6629,0.0,28.4996,26.5977,1.9877,70.658,61.8355
BS3610_RS16320,529.4205,348.1405,345.9236,722.8764,283.8049,545.7017,431.1311,418.2609,763.0479,659.31,702.0012,377.8698,497.5388,256.7243,340.3489,755.7853,671.6214,269.3353,540.3206,230.3277,644.8714,719.4609,474.4372,368.4243
BS3610_RS18665,181.6533,164.417,153.324,150.0582,139.9506,232.8341,187.4785,185.0748,197.8369,201.4124,201.4614,163.84,213.0597,150.2283,149.4436,188.4979,201.9158,162.3354,204.3323,150.3402,174.1215,188.7799,146.2246,192.055
BS3610_RS18670,133.3056,104.1194,105.2351,99.5698,107.6481,144.2989,122.42,95.5303,126.6241,127.9869,131.576,102.5487,155.643,106.062,111.5921,129.2955,120.0494,100.2812,146.7121,98.9056,107.2162,112.9174,93.0005,121.9708
BS3610_RS18875,48.227,163.7742,175.6536,211.7517,66.3332,45.5513,72.5452,188.9815,279.6048,231.8155,83.7779,49.1379,70.9668,103.903,123.9203,262.2091,110.3297,43.4717,75.7533,135.7628,230.8421,182.5003,145.2415,24.3228
BS3610_RS19415,11.5476,26.6099,37.6593,61.6088,108.2368,38.4339,15.7807,25.8984,33.9511,21.4677,32.9063,67.598,8.7322,32.5625,68.0612,25.1857,18.7141,88.6414,9.7089,35.3065,37.3437,29.8776,63.9378,55.609
BS3610_RS19840,512.0069,222.8931,121.0947,173.8858,113.1734,124.7467,514.3263,325.2876,188.5915,154.01,135.2923,105.6683,438.7536,166.6914,95.5318,175.3689,153.2798,83.5291,410.3508,154.6402,166.093,165.9641,91.5373,92.7989
BS3610_RS20585,51.9236,85.225,104.5141,78.6438,250.4142,107.014,48.1652,30.3689,61.6514,25.0261,744.198,314.8961,102.0874,114.3176,116.9443,31.0874,726.4753,226.0882,92.9506,113.5981,54.161,204.9612,141.6182,313.5986
BS3610_RS20625,15.776,7.2119,32.1717,21.9053,74.0081,5.4372,28.4943,10.0862,6.7242,7.8962,6.2759,39.1188,22.0242,18.4261,44.263,5.4492,5.2949,62.959,17.8554,22.5096,12.9276,7.6081,39.1956,41.6383
BS3610_RS20995,42.5055,34.922,18.1749,15.3622,45.5582,30.7164,41.7341,17.7273,18.4509,22.7997,27.3507,23.9724,43.5478,17.6963,40.1731,22.1649,38.2882,48.2705,50.4358,23.4765,19.1711,25.7885,36.9049,47.8712
BS3610_RS21235,3.5193,1.4939,14.2539,15.3337,41.4445,6.3071,4.5907,1.625,1.3929,5.0886,3.9,18.2665,0.0,10.6872,22.0952,9.4817,4.6065,35.049,2.589,7.532,1.1716,3.6772,22.7334,21.1844
