Feature.ID	gene name	HS_0.norm	HS_15.norm	HS_30.norm	HS_60.norm	HS_90.norm	HS_120.norm	R_0.norm	R_15.norm	R_30.norm	R_60.norm	R_90.norm	R_120.norm
YBL026W	LSM2	322.31	156.59	180.17	230.36	224.03	203.33	416.53	359.91	368.06	296.59	259.96	267.72
YLR438C-A	LSM3	286.66	131.17	118.54	95.84	104.82	91.09	396.65	208.27	183.46	201.22	185.27	148.54
YER112W	LSM4	268.12	154.55	180.17	173.19	135.65	122.81	287.79	294.14	226.5	262.26	227.95	188.27
YER146W	LSM5	459.22	309.1	194.4	187.48	160.31	168.36	474.28	408.32	509.62	487.32	534.47	535.45
YDR378C	LSM6	292.36	237.93	235.89	196.73	246.64	244.81	356.89	315.15	254.81	247.95	238.62	318.68
YNL147W	LSM7	308.05	294.87	219.29	285	245.61	287.11	376.77	263.08	291.05	246.04	283.24	255.63
YJR022W	LSM8	28.52	79.31	46.23	55.49	51.38	54.49	57.75	43.85	39.64	43.87	37.83	54.41
YJR005C-A	LSO1	0	41.69	27.26	20.18	26.72	22.77	0.95	3.65	6.79	0.95	4.85	8.64
YGR169C-A	LSO2	322.31	224.71	241.81	262.3	224.03	195.2	461.03	404.67	336.35	356.67	296.82	242.68
YPL004C	LSP1	1444.69	11228.39	7427.47	4152.28	4107.53	3824.31	1331.96	1514.53	1816.52	1828.17	1671.31	1749.71
YKL176C	LST4	1242.17	564.32	704.1	843.23	911.53	840.99	1367.93	1359.24	1329.55	1109.11	981.64	1066.58
YGR057C	LST7	323.74	178.95	202.7	216.9	256.91	283.04	442.09	387.31	344.28	345.23	343.38	367.04
YNL006W	LST8	472.05	3461.15	840.42	645.67	739.91	782.43	490.37	1047.75	2020.37	2320.26	1996.26	1878.39
YAL024C	LTE1	176.84	109.81	155.28	182.43	174.7	179.75	202.59	178.13	142.69	152.59	180.42	163.23
YNL260C	LTO1	223.91	172.85	209.81	167.3	183.95	213.91	210.16	226.54	218.57	226.02	208.55	213.32
YPR073C	LTP1	429.27	568.38	482.44	347.21	306.24	358.68	510.25	422.94	434.88	429.15	391.88	400.72
YKL143W	LTV1	802.92	29.49	14.22	80.71	73.99	90.28	982.64	657.7	493.77	333.78	237.65	226.27
YDL087C	LUC7	86.99	99.65	69.94	73.98	67.83	61	65.32	63.03	70.21	77.25	89.24	62.18
YNL268W	LYP1	1373.38	810.38	758.63	730.58	709.08	696.22	1234.45	1344.63	1423.54	1408.56	1297.86	1145.17
YIR034C	LYS1	299.49	645.66	502.59	447.26	475.8	455.47	259.39	288.66	346.54	454.9	404.49	324.72
YIL094C	LYS12	1038.24	364.01	435.03	600.27	674.14	733.63	1078.25	1039.53	1092.86	994.67	1034.02	992.31
YDR034C	LYS14	385.06	346.72	346.13	347.21	324.74	318.01	386.24	435.73	468.85	457.76	401.58	367.04
YBR115C	LYS2	905.6	293.85	267.89	462.39	529.24	512.4	856.73	967.36	1120.04	1047.12	946.72	763.45
YDL182W	LYS20	429.27	130.15	97.2	171.51	214.78	312.32	297.25	295.96	326.16	259.4	261.9	209.86
YDL131W	LYS21	347.98	145.4	184.92	247.17	265.13	278.97	310.51	276.78	338.62	366.21	312.34	280.68
YDR234W	LYS4	1013.99	157.6	162.39	420.36	507.66	484.75	662.67	770.97	668.17	534.05	633.41	595.9
YGL154C	LYS5	246.72	256.23	309.38	339.65	359.68	392.03	316.19	284.09	309.17	280.38	276.45	279.82
YNR050C	LYS9	603.26	299.95	248.93	311.06	381.26	413.17	698.64	579.14	596.82	542.63	517.98	501.77
YMR021C	MAC1	223.91	291.82	293.97	252.21	282.6	297.68	253.71	250.29	231.03	212.67	211.46	209
YGL086W	MAD1	399.32	283.68	283.3	276.59	250.75	239.12	565.16	446.69	425.82	335.69	311.37	335.95
YJL030W	MAD2	206.79	144.38	132.76	175.71	181.89	193.57	186.49	218.32	229.9	266.07	260.93	282.41
YJL013C	MAD3	169.71	228.78	214.55	203.45	158.26	176.49	209.21	179.04	161.95	146.86	177.51	164.09
YKL029C	MAE1	901.33	69.14	66.38	175.71	242.53	228.55	441.15	556.3	475.65	377.65	335.62	348.04
YDR005C	MAF1	375.08	657.86	653.13	553.19	541.57	605.94	448.72	382.74	414.49	451.08	413.22	430.09
YER142C	MAG1	124.07	632.44	483.63	427.08	392.56	418.87	162.83	169.91	254.81	388.14	350.17	341.13
YLR427W	MAG2	335.14	360.96	343.75	412.79	418.25	366	397.6	385.48	340.88	374.79	422.92	429.22
YEL053C	MAK10	313.75	92.53	144.61	214.38	205.53	234.24	353.11	326.11	332.95	338.55	368.6	366.18
YKL021C	MAK11	772.97	118.96	160.02	191.68	145.93	154.53	821.71	669.57	566.25	442.5	318.16	342.86
YAL025C	MAK16	1283.53	20.34	56.9	115.18	125.37	82.15	1518.45	783.76	608.15	472.06	446.2	335.95
YDR060W	MAK21	2207.68	35.59	110.24	342.17	288.77	272.47	2653.51	1787.66	1498.29	1095.76	901.13	796.26
YPR051W	MAK3	289.51	158.62	146.98	126.11	90.43	114.68	354.05	286.83	289.92	275.61	303.61	246.13
YCR020C-A	MAK31	243.87	88.46	79.42	142.92	118.18	154.53	343.64	273.13	284.26	237.46	234.74	225.41
YCR019W	MAK32	164.01	198.27	170.69	177.39	168.54	161.85	168.51	137.02	104.19	132.56	129.98	152
YBR142W	MAK5	1356.27	51.86	129.2	221.95	178.81	196.83	1442.72	1011.21	859.56	555.03	452.02	436.13
YGR289C	MAL11	202.51	671.08	777.6	805.4	685.44	496.95	166.61	329.76	311.44	249.86	304.58	356.68
YGR292W	MAL12	5.7	20.34	24.89	21.86	19.53	9.76	6.63	4.57	3.4	6.68	9.7	2.59
YGR288W	MAL13	94.13	290.8	426.73	343.01	352.49	318.83	94.67	120.58	132.5	146.86	155.2	184.82
YBR298C	MAL31	199.66	575.5	802.49	855	820.07	617.32	142	411.06	348.81	331.87	393.82	358.41
YBR299W	MAL32	4.28	22.37	18.97	23.54	22.61	19.52	9.47	8.22	10.19	2.86	6.79	14.68
YBR297W	MAL33	122.65	91.51	177.8	137.88	118.18	78.08	167.56	213.75	176.67	167.84	180.42	197.77
YER106W	MAM1	7.13	7.12	5.93	9.25	11.3	8.95	6.63	4.57	7.93	8.58	5.82	3.45
YOL060C	MAM3	231.04	816.48	589.12	612.88	621.73	664.5	174.19	285	301.24	333.78	377.33	354.95
YIL070C	MAM33	206.79	247.08	276.19	240.44	246.64	234.24	179.87	208.27	228.76	221.25	194.97	196.04
YLR244C	MAP1	877.08	397.56	417.25	548.14	519.99	474.18	958.97	817.56	767.83	729.55	665.42	609.72
YBL091C	MAP2	808.63	951.71	782.34	565.8	575.49	546.56	1183.33	781.02	874.29	853.53	867.18	775.54
YLR163C	MAS1	320.88	515.51	437.4	388.41	429.56	457.91	316.19	358.99	442.81	414.84	427.77	411.95
YHR024C	MAS2	509.13	436.2	458.73	502.75	516.91	449.77	435.47	479.57	528.87	578.87	585.88	524.22
YCR040W	MATALPHA1	0	0	0	0	0	0	0	0	0	0	0	0
YCR039C	MATALPHA2	0	0	0	0	0	0	0	0	0	0	0	0
YBR185C	MBA1	209.64	367.06	374.57	333.76	435.73	452.21	240.45	198.22	255.94	217.44	240.56	257.36
YJL199C	MBB1	44.21	294.87	260.78	223.63	213.75	211.47	58.69	42.02	81.54	67.71	72.75	90.68
YDL056W	MBP1	223.91	236.91	264.34	220.27	173.67	147.21	223.41	192.74	202.72	176.43	190.12	171.86
YKL093W	MBR1	255.28	435.19	421.99	435.49	448.06	472.55	212.05	370.87	419.02	440.59	421.95	381.72
YOR197W	MCA1	761.56	551.1	494.3	408.59	441.89	461.16	859.57	722.55	715.74	750.53	892.4	984.54
YDL003W	MCD1	430.7	143.37	80.6	155.53	199.36	186.25	536.76	356.25	337.48	368.11	334.65	351.5
YKL165C	MCD4	735.89	710.73	1546.9	1978.2	2125.19	2405.04	672.13	560.87	544.73	946.99	1749.88	2368.93
YDL054C	MCH1	212.5	454.5	407.76	356.46	369.96	357.05	156.2	186.35	249.15	261.3	237.65	241.82
YKL221W	MCH2	25.67	155.57	231.15	288.36	312.41	359.49	16.09	25.58	21.52	23.84	24.25	22.45
YOL119C	MCH4	544.79	743.27	612.83	596.91	503.55	466.04	436.41	546.26	613.81	620.83	518.95	331.63
YOR306C	MCH5	778.68	202.34	199.14	636.42	513.83	421.31	859.57	678.71	679.5	494	485	400.72
YNL307C	MCK1	1488.9	1321.82	1165.21	1108.06	1007.1	956.48	1154.93	1344.63	1403.16	1481.04	1419.11	1291.12
YMR043W	MCM1	278.1	224.71	205.07	177.39	147.98	124.44	207.32	225.63	178.93	216.48	213.4	192.59
YIL150C	MCM10	74.16	38.64	43.86	82.39	86.32	96.79	56.8	52.98	65.68	56.27	38.8	35.41
YPR046W	MCM16	148.32	100.66	92.46	100.04	110.99	98.41	171.35	126.97	116.65	153.54	145.5	160.63
YBL023C	MCM2	283.8	209.46	254.85	315.27	261.02	262.71	314.29	290.48	238.96	210.76	192.06	189.13
YDR318W	MCM21	202.51	265.38	276.19	308.54	336.04	257.83	263.17	315.15	283.12	264.16	257.05	277.22
YJR135C	MCM22	75.59	54.91	64.01	71.46	72.96	95.16	88.04	92.26	104.19	82.97	69.84	79.45
YEL032W	MCM3	546.21	178.95	200.33	267.35	251.78	249.69	382.45	491.45	513.02	480.65	378.3	320.41
YPR019W	MCM4	494.87	373.16	335.46	300.13	323.71	304.19	475.23	489.62	442.81	399.58	326.89	344.59
YLR274W	MCM5	437.83	270.47	265.52	285.84	286.72	309.07	432.63	459.48	479.04	399.58	310.4	253.04
YGL201C	MCM6	470.63	233.86	203.88	229.51	214.78	200.08	414.64	419.28	406.57	395.77	317.19	241.82
YBR202W	MCM7	551.92	140.32	122.09	201.77	195.25	178.93	390.03	482.31	404.3	291.82	255.11	215.04
YOR228C	MCP1	128.35	560.25	453.99	295.09	264.11	242.37	83.31	98.65	113.25	107.76	81.48	116.59
YLR253W	MCP2	427.84	397.56	371.02	411.11	512.8	474.99	491.32	396.45	415.63	421.52	424.86	435.27
YKL150W	MCR1	737.32	5416.43	4040.9	1839.48	1818.95	1799.1	723.25	593.76	585.5	680.92	685.79	705.58
YOR221C	MCT1	238.17	378.25	299.9	237.92	237.39	247.25	213	257.6	266.14	312.8	241.53	262.54
YBR227C	MCX1	253.85	259.28	224.03	204.29	163.4	154.53	337.01	220.15	189.13	213.62	153.26	181.36
YJR024C	MDE1	1186.55	510.43	541.71	682.66	819.04	877.59	1534.55	1224.96	1387.3	1436.22	1393.89	1551.94
YNL173C	MDG1	203.94	1240.48	683.95	382.52	292.88	237.49	218.68	236.59	269.53	240.32	206.61	208.13
YKL085W	MDH1	620.37	4225.77	2671.8	1125.71	959.83	878.4	611.55	475	454.13	496.86	491.79	431.81
YOL126C	MDH2	77.01	549.07	477.7	469.96	422.37	474.18	88.04	91.35	70.21	70.57	76.63	83.77
YDL078C	MDH3	921.29	1836.32	1354.87	870.98	847.81	1058.15	1024.29	725.3	821.06	824.92	768.24	780.72
YNL328C	MDJ2	24.24	42.71	35.56	16.81	19.53	32.53	19.88	37.45	38.5	32.42	22.31	29.36
YLR188W	MDL1	389.34	292.83	343.75	438.85	512.8	535.99	379.61	336.16	321.63	334.74	411.28	428.36
YPL270W	MDL2	366.52	549.07	500.22	445.58	479.91	453.84	315.24	294.14	301.24	345.23	342.41	350.63
YML104C	MDM1	517.69	210.48	257.22	306.02	375.09	413.99	437.36	467.7	480.18	424.38	313.31	372.22
YAL010C	MDM10	104.11	209.46	142.24	161.42	156.2	156.97	127.8	127.89	135.9	149.73	122.22	152.86
YOL009C	MDM12	141.19	230.81	279.75	270.71	260	276.53	153.36	155.29	131.37	150.68	172.66	200.36
YOL076W	MDM20	651.75	209.46	216.92	228.67	198.34	217.16	667.4	711.59	737.25	629.42	485	477.59
YLR368W	MDM30	278.1	301.99	357.98	328.72	370.98	400.16	277.37	331.59	270.67	333.78	262.87	277.22
YHR194W	MDM31	166.86	408.75	463.48	438.01	494.3	398.53	142.95	201.88	160.81	185.01	174.6	221.09
YOR147W	MDM32	249.58	293.85	296.34	233.72	256.91	278.16	268.85	252.12	237.82	220.3	212.43	195.18
YGL219C	MDM34	175.42	288.77	248.93	192.52	168.54	171.61	154.31	201.88	189.13	200.27	194	223.68
YKL053C-A	MDM35	196.81	410.78	350.87	277.44	272.33	247.25	239.51	189.09	251.41	281.33	236.68	211.59
YPR083W	MDM36	126.93	84.39	105.5	116.86	114.07	140.71	118.33	108.7	94	86.78	64.99	93.27
YOL027C	MDM38	663.16	448.4	542.9	552.35	527.19	544.94	829.28	566.35	592.29	709.52	678.03	705.58
YLR106C	MDN1	3173.18	550.08	311.75	586.82	644.34	613.26	3104.12	2421.61	2103.04	1469.59	1327.93	1209.08
YGR100W	MDR1	423.57	852.07	783.52	585.98	554.93	609.19	419.37	412.89	507.36	472.06	460.75	447.36
YGL197W	MDS3	323.74	617.19	674.47	537.22	513.83	529.48	256.55	355.34	327.29	407.21	421.95	483.63
YJL112W	MDV1	343.7	401.63	344.94	334.6	378.18	394.47	390.03	397.36	370.33	354.76	321.07	320.41
YOL111C	MDY2	179.69	258.26	228.77	179.91	243.55	183	111.71	138.85	122.31	148.77	149.38	153.73
YBR136W	MEC1	233.89	252.16	336.64	356.46	336.04	343.23	274.53	225.63	237.82	222.2	185.27	222.82
YLR288C	MEC3	263.84	298.94	331.9	263.98	335.01	345.67	368.25	357.17	387.31	367.16	343.38	345.45
YPR070W	MED1	238.17	165.74	175.43	224.47	181.89	156.16	238.56	292.31	259.34	218.39	195.94	196.04
YMR112C	MED11	109.81	123.03	112.61	145.44	115.1	149.65	93.72	74.9	81.54	87.74	128.04	110.54
YDL005C	MED2	235.31	227.76	243	163.1	149.01	148.84	235.72	189.09	187.99	190.73	146.47	170.13
YOR174W	MED4	259.56	226.74	171.88	207.66	224.03	258.64	383.4	281.35	293.32	312.8	307.49	339.41
YHR058C	MED6	115.52	74.23	80.6	68.1	85.3	105.73	109.81	110.53	86.07	122.07	86.33	85.5
YOL135C	MED7	86.99	72.19	58.08	75.66	69.88	74.01	39.76	74.9	67.95	74.39	75.66	64.77
YBR193C	MED8	154.02	246.06	241.81	218.59	248.69	219.6	186.49	161.68	181.2	187.87	194.97	201.23
YLR069C	MEF1	270.97	405.7	399.47	340.49	286.72	281.41	272.64	303.27	349.94	381.46	248.32	295.36
YJL102W	MEF2	85.57	268.43	165.95	179.07	164.42	193.57	93.72	106.88	120.04	123.02	112.52	142.5
YKR007W	MEH1	162.58	148.45	142.24	119.38	108.93	105.73	181.76	123.32	110.98	134.47	129.98	121.77
YER044C-A	MEI4	61.32	44.74	71.12	103.41	107.9	116.31	73.84	63.03	58.89	72.48	49.47	71.68
YPL121C	MEI5	2.85	4.07	3.56	16.81	17.47	8.95	3.79	2.74	7.93	3.81	10.67	5.18
YOR351C	MEK1	22.82	20.34	46.23	63.89	64.74	62.63	30.29	24.66	40.77	28.61	39.77	38.86
YGR121C	MEP1	419.29	798.18	551.19	848.28	954.69	915.82	309.56	412.89	419.02	527.38	698.4	925.81
YNL142W	MEP2	1513.14	687.35	522.74	950.01	628.92	444.89	1095.29	1281.6	1476.77	1126.28	781.82	568.27
YPR138C	MEP3	429.27	563.3	444.51	763.37	498.41	623.02	415.59	467.7	417.89	310.89	221.16	237.5
YNL210W	MER1	108.39	25.42	26.08	52.12	53.44	58.56	105.08	135.19	123.44	144	150.35	158.91
YGR264C	MES1	2897.93	534.83	762.19	1029.03	940.3	965.43	2677.17	2704.78	2653.43	2194.38	1853.67	1758.35
YKR069W	MET1	208.22	195.22	342.57	343.85	390.51	401.79	245.19	288.66	340.88	329.97	359.87	318.68
YFR030W	MET10	426.42	393.5	472.96	470.8	572.4	512.4	347.43	493.27	539.07	647.54	664.45	627.86
YPL023C	MET12	302.34	353.84	346.13	322.83	308.3	222.85	176.08	363.56	337.48	337.6	364.72	397.27
YGL125W	MET13	242.45	309.1	347.31	290.05	241.5	274.09	191.23	253.03	263.87	261.3	253.17	255.63
YKL001C	MET14	173.99	205.39	216.92	176.55	196.28	213.09	237.61	280.44	356.74	433.92	515.07	643.4
YPR167C	MET16	89.85	97.61	118.54	139.56	151.07	122	96.56	59.38	83.8	107.76	113.49	105.36
YLR303W	MET17	1108.12	412.82	2727.52	878.54	778.96	742.58	870.93	402.84	415.63	726.69	661.54	616.63
YIL128W	MET18	661.73	305.04	393.54	411.95	410.03	474.99	680.65	655.87	647.79	610.34	488.88	563.95
YNL277W	MET2	306.62	245.05	324.79	323.67	362.76	332.65	214.89	334.33	302.38	305.17	337.56	399
YOL064C	MET22	506.28	456.54	343.75	290.89	346.32	357.87	492.27	503.32	563.98	570.29	546.11	556.18
YIR017C	MET28	25.67	101.68	141.06	60.53	83.24	93.53	28.4	22.84	24.91	35.29	28.13	32.82
YJR010W	MET3	288.08	199.29	371.02	326.2	392.56	358.68	242.35	270.39	267.27	293.73	311.37	312.63
YIL046W	MET30	405.03	409.77	448.07	472.48	531.3	565.27	319.03	358.08	327.29	364.3	420.01	419.72
YPL038W	MET31	226.76	171.84	111.42	83.23	104.82	87.03	251.81	195.48	220.84	187.87	183.33	189.13
YDR253C	MET32	104.11	100.66	130.39	129.47	121.26	106.55	97.51	106.88	109.85	96.32	111.55	112.27
YNL103W	MET4	377.93	314.19	371.02	353.1	340.15	347.29	415.59	350.77	372.59	385.28	365.69	397.27
YJR137C	MET5	433.55	475.86	644.84	509.47	611.45	576.66	471.44	482.31	459.79	545.49	498.58	506.09
YER091C	MET6	1605.84	1477.39	6020.45	1411.56	1063.62	697.03	1501.41	749.05	809.73	949.85	592.67	425.77
YOR241W	MET7	824.31	418.92	424.36	401.86	375.09	391.21	852	787.41	830.12	752.44	677.06	742.72
YBR213W	MET8	37.08	19.32	17.78	22.7	25.69	20.33	26.51	33.8	27.18	20.03	18.43	26.77
YLR017W	MEU1	797.22	84.39	125.65	217.74	247.66	222.04	692.96	694.24	627.4	494	482.09	423.18
YPL169C	MEX67	583.29	457.55	397.1	444.74	374.07	390.4	488.48	486.88	531.14	530.24	501.49	465.5
YPL187W	MF(ALPHA)1	7451.62	290.8	256.04	359.82	283.63	276.53	6441.12	4657.78	4056.59	2569.17	1804.2	1182.31
YGL089C	MF(ALPHA)2	2490.05	169.8	42.67	37.83	62.69	40.67	1880.08	1818.72	1109.84	453.94	184.3	99.32
YDR461W	MFA1	8.56	6.1	2.37	6.73	5.14	8.13	12.31	3.65	11.32	5.72	4.85	1.73
YNL145W	MFA2	5.7	11.18	7.11	7.57	8.22	6.51	7.57	10.05	9.06	2.86	13.58	7.77
YDR219C	MFB1	119.8	183.02	162.39	105.09	108.93	115.49	133.48	141.59	112.12	133.51	105.73	120.04
YDL233W	MFG1	81.29	166.75	175.43	134.51	115.1	108.99	60.59	85.87	78.14	117.3	106.7	120.04
YPL060W	MFM1	109.81	245.05	247.74	189.16	164.42	191.95	141.05	99.57	135.9	144.96	174.6	164.09
YML062C	MFT1	228.18	332.49	258.41	207.66	196.28	162.67	342.69	224.71	253.68	230.79	213.4	208.13
YGR249W	MGA1	38.51	160.65	105.5	84.91	85.3	83.77	25.56	44.76	31.71	46.73	59.17	75.14
YIR033W	MGA2	685.98	299.95	379.32	442.21	526.16	605.94	728.93	435.73	388.45	372.88	449.11	563.09
YOR232W	MGE1	979.76	560.25	489.55	449.78	409.01	416.43	1147.36	812.99	828.99	819.2	761.45	785.04
YOR211C	MGM1	310.9	289.78	256.04	263.14	261.02	331.84	380.56	372.7	391.84	326.15	340.47	310.04
YJR144W	MGM101	380.78	177.94	227.59	274.91	241.5	290.36	438.31	304.19	266.14	294.68	310.4	328.18
YCL044C	MGR1	222.48	603.97	600.98	550.67	517.94	450.59	97.51	187.26	199.32	258.44	401.58	436.13
YPL098C	MGR2	276.67	247.08	256.04	254.74	252.8	222.04	170.4	199.14	224.23	256.54	294.88	244.41
YMR115W	MGR3	209.64	341.64	270.26	211.02	195.25	200.89	250.87	203.7	204.98	232.69	194.97	241.82
YNL218W	MGS1	145.47	74.23	105.5	106.77	154.15	156.16	142.95	121.49	122.31	127.79	162.96	182.23
YDL200C	MGT1	171.14	205.39	157.65	200.09	200.39	239.93	236.67	228.37	223.1	211.71	234.74	239.22
YOL086W-A	MHF1	178.27	209.46	215.74	216.06	209.64	229.36	177.97	168.08	161.95	262.26	334.65	373.95
YDL160C-A	MHF2	148.32	93.54	104.31	99.2	84.27	97.6	165.67	153.46	169.87	158.31	145.5	184.82
YJR008W	MHO1	85.57	1281.15	1226.85	697.79	625.84	690.52	64.37	110.53	98.53	113.49	111.55	99.32
YJL042W	MHP1	333.72	1300.47	761	539.74	541.57	508.34	244.24	266.73	277.46	262.26	285.18	291.04
YDR296W	MHR1	188.25	254.2	184.92	137.88	144.9	122	208.27	137.02	135.9	167.84	172.66	166.68
YLL062C	MHT1	74.16	38.64	149.36	110.13	103.79	117.93	54.91	58.46	49.83	81.06	80.51	84.64
YKL195W	MIA40	496.3	1326.91	1117.8	676.77	645.37	646.6	628.59	542.6	705.54	791.54	685.79	646.86
YCL057C-A	MIC10	437.83	483.99	412.51	337.97	329.88	337.53	450.61	323.37	325.03	362.39	418.07	405.04
YBR262C	MIC12	154.02	233.86	203.88	158.05	158.26	178.12	163.77	113.27	139.3	109.67	136.77	114
YFR011C	MIC19	302.34	325.37	263.15	251.37	214.78	213.09	298.2	211.01	167.61	185.01	202.73	221.95
YGR235C	MIC26	253.85	494.16	514.45	365.71	345.29	416.43	266.96	269.47	276.33	344.27	289.06	281.54
YNL100W	MIC27	256.71	793.09	596.24	456.51	448.06	484.75	275.48	356.25	414.49	395.77	354.05	331.63
YKR016W	MIC60	382.21	678.2	552.38	373.28	307.27	289.55	417.48	386.4	335.22	325.2	305.55	279.82
YNL291C	MID1	423.57	240.98	276.19	350.58	409.01	385.52	371.09	417.46	399.77	350.95	349.2	343.72
YLR332W	MID2	440.68	531.78	596.24	706.2	623.79	551.44	416.53	581.88	540.2	569.34	591.7	567.4
YKL089W	MIF2	145.47	133.2	165.95	204.29	228.14	196.83	203.53	166.25	182.33	170.71	162.96	158.91
YGL035C	MIG1	186.83	94.56	155.28	180.75	179.84	148.03	113.6	167.16	148.36	183.1	174.6	163.23
YGL209W	MIG2	91.27	233.86	299.9	353.1	318.57	301.75	56.8	111.44	74.74	72.48	108.64	95.86
YER028C	MIG3	61.32	53.89	205.07	323.67	337.07	296.05	42.6	62.12	58.89	62.94	87.3	86.36
YMR036C	MIH1	155.45	148.45	174.25	167.3	163.4	178.93	150.52	137.93	90.6	97.27	97	106.23
YOL026C	MIM1	152.6	220.64	186.1	146.28	159.29	147.21	135.37	158.03	135.9	159.26	185.27	205.54
YLR099W-A	MIM2	96.98	149.47	87.72	82.39	90.43	91.91	96.56	81.3	82.67	134.47	174.6	164.95
YOR330C	MIP1	413.58	352.83	284.49	253.05	232.25	252.13	448.72	403.75	366.93	389.09	358.9	347.18
YHR015W	MIP6	55.62	69.14	81.79	110.97	116.12	138.27	61.53	69.42	72.48	44.82	39.77	38.86
YJR077C	MIR1	2655.49	2256.25	1612.09	1476.29	1431.52	1300.52	2041.01	1826.94	1590.02	1190.17	1215.41	1164.17
YBR084W	MIS1	2789.54	157.6	199.14	461.55	545.68	528.67	3282.09	2382.33	2124.56	1534.44	1326.96	1421.53
YEL007W	MIT1	288.08	451.45	667.36	686.02	544.66	397.72	210.16	422.02	289.92	306.13	336.59	302.27
YDR031W	MIX14	112.67	515.51	467.03	269.03	283.63	291.17	160.93	95.91	140.43	152.59	134.83	171
YMR002W	MIX17	1379.08	1610.59	1083.42	902.93	997.85	1054.9	1209.84	1386.65	1889	2059.91	1899.26	1931.93
YBL107C	MIX23	420.71	347.74	410.13	369.91	433.67	405.85	478.07	419.28	436.01	563.61	620.8	610.58
YDR144C	MKC7	1106.69	118.96	285.67	504.43	491.22	466.04	750.71	750.87	567.38	590.32	599.46	627.86
YOR231W	MKK1	192.53	179.97	267.89	277.44	294.94	272.47	169.45	229.28	186.86	206.94	236.68	238.36
YPL140C	MKK2	242.45	244.03	327.16	340.49	324.74	339.16	253.71	236.59	201.58	205.04	199.82	215.04
YNL076W	MKS1	251	253.18	309.38	268.19	220.95	221.23	219.63	222.89	219.7	216.48	198.85	218.5
YNL085W	MKT1	811.48	569.4	578.46	548.99	515.88	590.48	945.72	825.78	758.77	782.96	683.85	710.77
YGL106W	MLC1	521.97	393.5	330.72	279.96	252.8	240.75	607.76	437.55	450.73	431.06	412.25	394.68
YPR188C	MLC2	379.36	426.03	426.73	438.01	380.23	436.76	572.73	471.35	559.45	453.94	458.81	527.68
YNL074C	MLF3	506.28	1414.35	1301.53	978.59	871.45	803.58	388.13	546.26	548.13	652.31	546.11	608.86
YMR167W	MLH1	269.54	275.55	293.97	269.03	305.21	250.51	289.68	309.67	313.7	285.15	265.78	308.31
YLR035C	MLH2	171.14	274.53	291.6	247.17	263.08	288.73	103.19	121.49	133.63	137.33	141.62	134.73
YPL164C	MLH3	98.4	274.53	280.93	295.09	277.47	299.31	115.49	105.96	103.06	124.93	127.07	143.36
YKR095W	MLP1	914.16	760.56	704.1	694.43	650.5	579.1	1092.45	957.32	944.5	926.96	823.53	795.4
YIL149C	MLP2	847.13	493.14	433.84	525.45	356.6	318.83	1124.64	921.69	816.53	746.72	615.95	582.95
YNL117W	MLS1	38.51	73.21	85.35	144.6	134.62	127.69	44.49	49.33	44.17	56.27	61.11	77.73
YIL051C	MMF1	1446.11	2699.57	2246.26	1468.72	1420.22	1129.72	1310.19	1115.35	1215.17	1073.82	798.31	713.36
YLL006W	MMM1	155.45	306.05	208.62	263.98	244.58	261.89	115.49	150.72	132.5	104.9	127.07	140.77
YLL061W	MMP1	328.01	145.4	360.35	227.83	246.64	265.96	248.97	159.86	158.55	164.98	163.93	138.18
YLR190W	MMR1	614.67	291.82	196.77	205.13	221.97	248.07	413.69	461.3	338.62	285.15	279.36	228
YPR164W	MMS1	365.09	167.77	193.21	249.69	312.41	350.55	308.61	324.28	347.68	316.62	289.06	332.5
YGL087C	MMS2	129.78	417.9	393.54	408.59	414.14	507.52	148.63	193.66	147.22	190.73	243.47	262.54
YEL019C	MMS21	11.41	25.42	36.75	27.74	35.97	39.85	23.67	21.92	19.25	28.61	32.01	30.23
YLR320W	MMS22	256.71	163.7	212.18	212.7	225.06	196.01	250.87	249.38	255.94	231.74	234.74	194.32
YBR098W	MMS4	164.01	369.09	238.26	252.21	267.19	274.09	178.92	295.96	388.45	394.82	323.01	325.59
YMR177W	MMT1	164.01	45.76	46.23	66.42	72.96	57.75	206.37	180.87	125.71	85.83	75.66	64.77
YPL224C	MMT2	303.77	767.67	577.27	480.05	448.06	481.5	262.23	295.05	355.6	339.5	332.71	384.31
YGL183C	MND1	4.28	10.17	13.04	19.34	20.55	29.28	10.41	12.79	12.46	9.54	9.7	12.09
YIR025W	MND2	61.32	104.73	79.42	69.78	85.3	85.4	93.72	70.34	65.68	81.06	81.48	82.04
YOR350C	MNE1	161.15	170.82	212.18	207.66	231.22	248.07	172.29	200.96	198.19	172.61	179.45	205.54
YHR204W	MNL1	564.75	256.23	427.92	641.46	699.83	633.59	483.75	717.07	731.59	680.92	712.95	628.72
YLR057W	MNL2	395.04	115.91	141.06	225.31	204.5	277.35	355.95	330.68	321.63	219.34	221.16	221.95
YER001W	MNN1	1320.61	250.13	188.47	481.73	532.32	580.72	1138.84	818.47	978.47	1417.14	1255.18	1101.99
YDR245W	MNN10	1158.03	353.84	333.09	434.65	425.45	392.03	1206.05	972.85	828.99	770.56	691.61	648.58
YJL183W	MNN11	877.08	409.77	475.33	556.55	531.3	614.07	870.93	904.34	864.09	810.61	797.34	758.26
