,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T6A,4140@T8A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4140@T6B,4140@T8B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T5A,4146@T7A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,4146@T5B,4146@T7B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T6A,425@T8A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,425@T6B,425@T8B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T7A,HR3@T9A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B,HR3@T7B,HR3@T9B
ywmC,4.3,16.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,12282.8,2822.8,0.0,0.0,0.0,35184.3,14616.9,8837.3,6724.0,4980.8,8004.4,13683.8,34406.9,18119.2,7695.3,4800.4,3626.3,4618.7,7104.3,1679.0,48.1,911.1,714.8,1750.0,1292.7,0.0,2329.7,1099.4,155.8,390.0,1795.4,1515.4,221.1,132.5,83.4,27.3,62.2,86.7,118.3,1095.3,295.8,26.6,94.0,129.8,7.8,68.5,276.3
dinG,1035.4,1092.5,2332.4,1000.0,1234.8,1615.7,706.2,1365.2,1272.2,688.5,695.8,1402.9,999.5,975.9,644.9,871.1,1516.6,1239.0,1401.7,1566.0,904.6,477.6,591.1,1040.8,1272.8,1452.9,1494.9,1010.4,925.6,2004.9,1733.3,2162.8,1268.5,1058.0,1441.8,1461.0,2518.1,1349.0,1851.5,1340.8,1416.6,1804.2,697.0,924.7,423.9,882.7,1200.2,961.5,1462.5,586.6,1121.3,1012.1,822.6,628.2,876.9,1577.9
yuaF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7,602.2,24.2,0.0,0.0,0.0,855.0,903.9,392.8,228.3,781.8,822.5,749.8,1728.0,773.6,491.1,93.5,322.0,1084.2,1234.5,0.0,0.0,0.0,317.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.7,0.0,12254.3,948.5,966.3,609.8,1358.2,1465.1,1239.9,12692.7,853.6,1406.6,1473.8,1617.8,890.5,900.6
yunD,626.0,525.1,783.5,156.0,357.8,299.9,316.0,1122.8,666.2,1146.2,765.7,377.2,458.2,334.4,1941.1,2621.9,2098.2,1114.2,1161.7,1065.1,934.8,1797.8,2869.8,2296.9,1325.6,1236.7,961.6,1090.6,1584.2,2501.9,492.1,1470.3,575.9,770.9,850.2,1414.0,3183.3,1637.3,2080.2,468.1,917.0,956.5,1896.0,2560.0,2471.0,1690.7,1022.3,1224.7,1603.0,1856.1,2819.4,2231.0,1144.6,1004.6,687.5,219.0
alaR,3842.3,2682.5,5133.4,2293.7,971.2,2540.7,824.7,4997.3,3776.3,4241.1,1971.5,2526.5,943.3,849.0,7112.2,6760.1,5015.5,2355.3,1749.0,882.8,1513.1,7564.4,9496.3,6878.0,3375.1,2849.4,1096.0,1047.2,8825.4,8391.2,4535.9,4468.5,1652.7,851.8,1179.6,6083.2,7827.9,4687.6,2717.0,1718.9,2198.3,617.2,7079.8,7879.0,2941.7,2052.8,910.7,602.9,2909.7,7687.0,10246.9,3699.5,1396.4,1566.2,612.1,743.1
BSU_misc_RNA_14,31335.7,54510.9,65074.4,93289.8,75203.4,102263.2,35141.7,25203.6,56238.2,19010.9,21024.2,98093.4,59067.7,66627.0,23870.0,29044.2,26230.1,17594.2,16252.5,15399.2,8034.5,25798.7,27311.7,36402.8,26627.8,14669.6,13489.9,16598.5,119400.6,259011.8,106629.8,28461.8,52950.0,29843.6,62074.3,107085.3,130380.4,29533.4,77706.2,15674.5,18937.3,49039.5,43205.1,52880.1,21024.0,10509.2,3406.0,23038.8,39052.4,54246.6,28696.7,22909.6,21641.3,16864.0,15698.0,17396.1
smiA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.4,215.9,0.0,0.0,0.0,448.0,57.8,92.1,67.1,29.1,0.0,79.4,629.5,159.4,117.4,102.4,60.1,22.9,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,109.2,28.0,0.0,38.9,34.1,0.0,184.3,5.8,40.1,38.4,13.0,11.5,112.2
yckD,105.4,0.0,869.9,0.0,9.5,20.8,0.0,162.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,258.7,1668.7,3072.8,1310.7,8.3,0.0,4.5,0.0,715.3,3625.8,1452.8,222.3,230.6,280.9,626.1,356.1,2115.9,6217.6,52.5,0.0,0.0,162.4,1766.0,5716.8,4673.5,0.0,25.9,913.9,2611.1,2100.9,5824.7,1089.5,21.7,0.0,603.6,3470.9,3129.8,6134.3,4242.4
aldX,1175.5,408.4,496.5,293.4,199.6,344.2,257.4,384.0,382.9,236.5,128.2,315.6,323.9,359.9,317.3,366.0,359.4,304.2,142.2,157.0,19.0,287.0,431.1,252.4,424.9,179.2,72.8,89.1,1127.4,786.6,213.5,365.2,37.8,160.2,278.9,1200.8,971.1,201.1,645.5,78.0,317.6,317.8,178.6,176.1,207.2,157.5,229.0,133.5,31.3,162.5,214.2,76.4,270.9,80.1,393.0,240.1
dltC,36886.7,20324.6,19483.0,4119.9,3677.1,10446.9,4972.4,33198.0,16563.5,10875.1,5291.6,9493.4,3540.2,3997.8,2561.5,2107.3,785.2,291.0,231.2,10.2,531.8,2380.2,1691.3,444.9,460.4,146.2,39.1,195.2,2433.8,2525.2,4531.5,3082.5,1269.8,1626.0,984.4,5501.7,3361.4,3845.0,3279.8,1613.8,2996.2,925.4,1218.1,376.7,0.0,48.9,99.4,14.4,292.9,1625.0,473.0,115.8,1.8,63.4,25.9,152.2
yrhJ,982.2,612.9,1746.6,1055.3,1549.1,642.3,1738.2,647.8,1281.0,1611.1,758.0,810.3,1162.7,1782.5,2345.0,1258.0,708.1,378.7,278.3,384.6,685.0,826.8,482.8,199.9,149.9,141.4,313.8,701.5,3412.3,3102.0,959.1,505.9,870.7,1250.1,3546.1,4759.3,1514.1,947.5,1022.5,981.5,2930.5,5243.5,1533.9,1016.0,328.3,226.7,406.7,200.3,2864.9,644.4,840.4,406.7,275.3,252.9,155.5,2211.1
sucC,309327.2,73761.0,43692.4,19165.7,11864.2,37298.0,4128.1,235497.6,91517.6,37754.4,25656.0,38502.1,10566.4,5844.4,43077.2,21800.8,16448.8,8602.0,4990.0,1994.4,2583.3,47351.0,23670.1,13835.1,10527.2,6793.8,1993.2,2399.2,1131480.3,590352.3,306540.4,90902.6,81009.4,43748.9,26823.1,807976.1,480033.3,188123.9,106132.5,28060.4,32524.0,19772.3,72768.1,36246.9,15289.3,7770.9,5033.3,2051.9,1181.9,86712.6,36075.4,19509.2,7332.3,2049.4,1992.3,2306.4
yoaQ,0.0,0.0,0.0,143.5,108.0,102.0,109.0,0.0,0.0,25.5,0.0,150.0,20.3,118.8,14.0,0.0,0.0,291.9,1101.8,1433.9,737.7,23.8,12.0,0.0,136.4,679.7,1292.4,706.3,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.4,0.0,62.1,37.5,278.1,200.9,0.0,22.0,0.0,94.7,77.7,226.2,511.3,345.1
yyaF,23623.9,12045.0,10125.5,7133.9,6085.0,12401.7,3156.8,22269.5,12332.3,6136.0,5559.0,11625.0,6390.1,4083.5,5702.8,4482.4,3686.2,2400.8,2401.9,1072.5,859.2,4960.0,4827.9,3840.8,2686.6,2352.8,1425.7,871.4,21629.5,13533.6,5925.9,4800.1,8654.4,5829.9,3909.2,23886.5,12891.5,9109.9,7276.7,8807.6,5590.9,2788.1,1879.8,1309.6,709.9,1024.5,1026.8,607.4,47.6,3135.4,1962.9,671.6,497.3,683.0,393.1,275.7
qoxA,55143.1,21874.1,16520.6,19302.6,15628.5,27867.5,8588.3,67311.9,28021.4,12069.6,12611.8,26741.1,15312.3,10432.3,11547.5,3336.6,1644.8,1811.5,2979.0,1755.7,1364.2,10036.1,3214.6,2317.0,1945.4,2684.2,2548.6,1296.1,106916.0,23529.5,20216.0,7164.1,18474.1,19005.9,19138.0,107914.2,27118.5,12539.3,10477.4,22734.8,23373.1,15297.2,17491.4,10970.4,6761.4,3489.7,2521.1,2264.4,541.0,28380.8,7394.5,4523.7,5754.3,2820.8,2555.0,358.8
yocC,424.1,8.3,343.8,0.0,65.7,179.9,657.0,648.7,0.0,106.4,0.0,180.9,21.1,230.4,36.5,39.5,0.0,0.0,14.5,0.0,129.7,150.2,54.0,0.0,23.0,17.0,18.2,126.3,0.0,0.0,0.0,0.0,216.7,181.0,0.0,0.0,0.0,0.0,0.0,99.1,151.1,33.7,0.0,28.1,0.0,0.0,32.9,129.5,0.0,0.0,83.1,0.0,0.0,0.0,0.0,1013.7
yqaP,0.0,0.0,0.0,0.0,3.0,7.8,0.0,4.3,25.1,7.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,8.0,0.0,8.0,3.2,0.0,109.0,0.0,0.0,0.0,0.0,1710.9,2364.3,473.7,299.1,73.6,127.4,0.0,2398.7,987.7,345.1,211.3,184.5,132.9,62.5
htpG,31154.1,15185.2,17921.6,8436.2,3754.5,17703.3,2205.5,20437.0,24243.3,9659.4,8325.2,16109.3,5014.6,2451.2,7214.8,9072.4,5799.9,2543.4,1497.7,604.5,798.3,6972.6,11919.4,6080.8,3668.1,2343.8,524.9,550.4,37237.4,31860.7,21220.0,24311.6,11775.6,8267.2,1723.4,44825.4,43747.0,36999.5,25334.6,8602.0,4132.7,965.0,9222.1,9370.1,4975.5,3815.4,2033.4,691.1,761.1,7842.7,9469.7,5740.2,2067.7,711.7,666.8,653.2
pyrD,27522.7,537.5,167.6,1130.8,18.4,90.6,195.8,14810.2,0.0,2078.0,770.4,47.3,101.1,33.5,4907.2,383.6,125.9,105.2,135.1,92.2,172.6,4471.2,286.3,95.2,100.4,89.0,36.1,197.3,3342.0,107.4,0.0,422.0,371.7,32.4,72.9,2155.8,75.0,137.7,9.7,19.0,48.5,23.3,2066.7,38.7,97.7,400.3,150.8,40.8,172.1,3250.3,0.0,3079.3,44.0,72.1,70.0,0.0
cypC,266.5,180.4,86.2,762.7,1356.1,351.9,1783.5,313.5,171.8,333.2,432.1,253.2,986.1,1021.6,324.5,185.1,457.1,648.4,1447.7,2735.8,1359.6,919.6,259.1,389.0,566.9,658.0,3616.2,1173.9,354.4,438.4,0.0,579.6,29.8,326.2,113.7,134.7,0.0,0.0,7.5,48.1,92.5,69.7,10290.4,648.9,7196.2,1382.2,2236.2,2434.3,1095.6,9846.8,358.2,3051.1,2715.0,2752.4,3257.4,1230.7
cotX,384293.6,65953.4,97404.3,5604.8,394448.1,15926.6,8935590.8,86797.0,32234.5,11772.1,5673.6,14663.0,183084.4,6902416.6,4327.4,8224.3,7674.4,6350.8,4649.0,4611.6,1447585.2,5020.9,7820.6,8095.5,6259.3,5231.5,4053.8,1138717.1,240426.4,154527.4,64740.1,49356.4,9556.7,6630.8,424072.6,4440.2,39825.2,7859.9,8627.0,5866.1,6784.6,3123940.5,9924.4,24654.6,5648.9,2627.3,17889.5,248052.1,2122339.9,7908.7,11889.7,5998.0,2873.7,26903.8,397098.8,4485414.2
yodP,664.2,1095.6,1269.9,575.9,673.4,799.4,1129.2,1576.7,243.9,309.8,2855.4,672.9,761.1,1020.7,0.0,9.6,114.3,4269.0,7136.6,14790.1,9347.3,17.8,28.6,4.3,1177.7,4350.2,13184.7,11989.3,186.9,59.6,4674.5,5618.3,766.9,887.1,3753.1,10.0,0.0,861.0,616.2,2251.7,2460.3,2700.6,0.0,28.4,2856.8,6969.6,21206.3,12830.7,9718.8,0.0,20.9,3481.4,8004.3,11966.2,11225.5,12791.6
liaF,415.6,1739.7,7972.3,372.1,608.2,2305.0,485.6,440.7,2674.3,1353.6,1169.5,2058.4,903.0,715.4,820.6,676.3,779.7,828.5,436.5,415.4,306.8,878.5,840.7,771.2,365.2,573.2,564.9,455.5,194.2,1487.5,412.9,264.1,275.2,309.4,184.8,383.9,490.4,157.0,328.9,484.3,668.0,120.4,245.0,544.5,305.5,330.9,446.2,307.7,2036.8,133.1,896.6,625.8,470.3,525.1,346.9,174.8
spbK,0.0,0.0,0.0,0.0,0.0,3.6,0.0,5.0,0.0,3.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.8,0.0,0.0,1.6,0.0,3.1,0.0,1.3,0.0,0.0,0.0,0.0,0.0,5.2,10.2,0.0,26.4,11.0,0.0,0.0,0.0,0.0,10.4,0.0,1750.1,996.6,330.5,96.7,21.7,46.1,176.6,1826.9,370.6,302.3,79.6,5.0,67.6,67.5
ywdH,13699.8,9995.5,16297.5,4194.2,4002.6,7332.8,3298.3,7170.9,9014.2,2734.0,3478.0,6559.3,4746.4,3206.0,1125.0,670.9,375.3,335.4,316.8,373.0,229.4,1387.5,1247.6,631.8,513.0,435.6,376.6,160.8,384.4,11.6,0.0,0.0,6.8,0.0,0.0,0.0,22.4,83.5,6.9,0.0,25.0,0.0,2025.2,445.6,285.3,83.5,253.3,309.2,290.4,2226.5,553.6,164.0,269.6,17.2,309.1,79.6
nprE,17442.6,17875.2,18539.9,10763.9,8169.2,14837.1,5010.2,4974.3,25163.8,18823.7,11612.2,13345.9,8783.6,4084.0,17242.9,22273.0,25059.4,30525.8,15600.8,11242.3,14582.0,14496.1,35182.7,21299.4,22202.4,20103.4,7222.8,12926.6,184316.9,1087326.3,526751.1,579280.4,272216.3,139107.9,38353.0,301198.1,1697308.4,897149.8,913556.1,113208.2,66422.5,30910.6,1843.7,3104.5,2875.7,1479.8,796.3,492.1,4293.9,1509.9,2491.5,1578.3,826.7,429.8,372.8,3662.2
yjcD,136.1,80.6,52.4,79.5,58.5,61.5,32.4,103.2,63.8,272.9,23.2,130.3,122.1,4.1,580.3,271.6,680.9,574.1,303.9,283.9,288.8,544.2,217.7,501.2,403.5,378.3,217.3,123.7,24.1,26.6,209.3,3.9,45.1,96.4,55.2,128.1,55.4,81.5,40.4,86.4,46.5,59.3,340.8,146.5,59.9,188.9,114.3,123.3,768.0,174.0,234.7,209.2,146.9,96.7,73.8,505.2
yitJ,1424.2,29770.5,40189.5,5041.8,4074.3,9468.5,7407.3,1094.8,21245.2,8458.0,6025.4,8891.1,4767.7,6617.1,4646.5,7675.2,5949.6,3497.8,2712.1,2895.7,4247.7,4966.2,12922.1,9987.1,4587.8,3891.4,3950.8,4343.1,821.1,3594.1,758.9,2270.2,746.9,1534.2,654.8,1073.0,2430.8,545.4,2172.4,2151.4,2078.1,1837.8,1217.9,37265.6,2855.7,5651.0,5529.3,3313.9,963.6,978.6,22100.0,3816.8,3520.2,3223.0,2003.2,1838.9
ykuS,3840.0,4256.1,3587.4,15512.0,22752.0,3829.0,36037.2,2468.2,1780.1,1746.5,8088.4,4697.7,20923.3,19595.0,1277.3,1530.1,996.2,6101.9,21939.7,26897.6,10517.5,905.6,1212.7,918.9,1640.4,13577.8,31346.8,12664.2,7517.9,4466.8,16528.4,15765.4,107760.3,200026.7,309361.3,13638.3,11105.7,14817.3,27976.9,268774.6,825147.0,312928.7,2534.6,2437.9,10190.3,30781.2,39789.2,40544.0,14343.4,2302.6,2259.7,12441.5,37164.3,56911.7,46392.6,9395.2
cwlP,0.9,0.0,2.0,1.4,3.6,3.0,1.3,0.0,2.1,5.8,1.8,2.1,1.7,0.0,11.1,28.8,19.4,11.3,24.4,21.4,7.3,7.6,12.5,20.7,20.6,23.7,18.8,14.8,10.7,0.0,0.0,0.7,18.5,6.4,17.4,3.1,0.0,0.0,3.1,24.4,8.9,16.2,2.1,17.6,2.8,12.5,5.0,12.1,0.0,11.8,6.6,6.8,2.9,10.5,10.2,40.8
yaaL,825.7,751.2,2016.0,13800.7,18320.3,13392.6,13582.8,1518.6,7898.4,2835.5,5556.6,12932.2,14444.0,9929.5,2588.5,2547.1,2907.0,3775.0,9356.6,12475.9,5031.3,2699.5,2011.5,1121.6,2270.9,5293.8,11356.5,3403.5,5563.5,6511.7,4340.0,2833.3,8688.2,8705.1,6969.9,3411.2,6346.9,2227.0,2524.1,8851.4,15238.3,5344.5,803.2,1447.2,915.9,3773.1,1471.9,3277.4,10460.6,1940.1,782.9,1754.8,5137.9,4632.7,3220.4,6680.8
putC,665057.3,13803.1,27993.2,29735.3,26942.3,25850.7,26981.0,248274.4,24132.2,45653.3,21011.4,25958.2,27636.7,26734.6,94693.1,80103.5,48205.2,6659.4,3010.3,7037.7,4033.0,76683.3,116850.3,22627.3,5036.2,2685.4,4548.8,4035.5,818327.3,75777.7,17606.9,15317.5,32461.1,49426.3,41352.4,982841.5,66000.1,33746.0,23416.4,39849.4,43331.7,33658.0,37838.0,1732.6,1932.5,4864.2,5486.4,5139.1,15999.7,29805.4,943.4,2180.9,4750.5,4488.4,5738.7,19789.2
yusY/1,8826.8,8317.4,9154.0,5347.2,3848.9,8256.9,3251.3,4904.5,10962.2,7176.4,6857.0,8631.0,4787.8,3324.2,8443.6,21166.7,16989.8,10131.3,8233.2,6747.4,5154.0,10208.4,26695.1,20850.3,12301.7,9574.1,6693.0,4428.1,8420.0,35230.7,33162.8,14962.7,13940.1,14738.5,9927.4,17063.6,31284.2,32219.7,23986.4,16818.4,15177.8,7817.4,7252.0,9224.8,5947.0,4979.2,6731.8,2516.3,6419.5,5860.7,12291.0,7661.2,3549.0,3762.6,2213.6,3702.9
hag,12512.1,971.3,2702.5,495.4,453.9,347.4,364.5,24143.1,1655.7,27926.6,7712.5,656.3,427.6,643.7,78169.4,35096.2,10378.8,3733.9,877.3,343.3,1320.9,113036.0,77989.3,20676.5,7985.2,2013.7,389.4,988.1,1363.1,1577.9,1804.3,2497.4,453.4,495.1,410.4,4929.7,2349.6,2053.9,1680.0,532.9,146.2,693.4,64018.8,21404.0,16710.6,7020.9,3916.3,6774.2,4008.0,49768.1,15449.8,12938.5,8147.7,5649.9,5483.2,3838.1
queA,7690.8,5143.1,7749.1,6412.4,3483.1,6337.0,6791.0,5293.6,4659.2,3662.2,4458.5,6268.5,4378.3,8017.4,2412.0,1952.4,2218.9,1568.0,1771.0,1634.7,1201.0,2203.2,2279.8,1777.4,1700.0,1730.3,1979.6,1162.6,12505.5,27735.7,7506.9,6562.1,5088.7,7336.6,6079.8,16228.6,24844.0,14936.9,9767.8,5692.1,6061.3,11762.9,1928.2,2387.9,1451.4,2006.2,2973.2,1579.3,678.4,2175.8,3027.4,1979.3,1743.0,1549.7,1156.9,1345.3
dnaB,2203.1,1931.2,2965.8,699.3,463.9,941.9,578.9,2641.7,2037.4,999.1,918.7,856.2,495.8,744.4,1040.6,1369.4,1290.7,882.8,604.5,307.5,325.1,870.2,1237.8,1179.6,1200.0,843.7,408.5,312.2,2046.9,1832.7,2515.6,2381.7,1618.3,919.4,255.6,2436.3,2458.1,3368.6,2759.7,918.2,784.9,0.0,246.3,603.1,470.4,108.2,242.9,163.7,216.0,411.8,690.6,139.0,202.4,53.0,206.0,67.5
alsR,700.0,981.6,2846.3,1263.7,926.5,859.2,2875.2,147.4,1167.7,573.3,779.8,742.3,804.4,1303.4,698.9,1515.4,881.0,452.7,547.2,225.0,433.7,606.8,942.4,780.9,807.6,600.7,185.3,320.1,2107.6,2205.2,1028.4,1019.2,775.4,899.5,353.9,1131.1,699.7,559.9,579.3,159.0,615.9,841.2,1902.5,1359.6,837.0,660.6,321.2,395.2,714.7,1979.2,1178.0,284.3,673.6,392.4,237.1,141.8
ywpF,14036.0,7518.5,10649.6,5373.5,3968.5,5187.8,1678.1,8667.3,7928.9,6418.2,5449.3,5381.1,3052.6,2309.8,3722.8,8184.8,5943.5,4082.7,2529.5,1674.1,1947.1,4444.5,11173.2,7406.4,5299.2,4258.4,2426.5,1029.2,10835.3,6113.8,11427.0,12732.6,8140.9,6049.3,2268.9,9314.8,11219.3,7674.1,7946.6,10791.2,3481.3,2116.1,4104.4,3602.0,2740.9,1060.7,898.4,710.9,0.0,4771.1,2365.4,1441.2,1068.5,481.2,1509.9,1298.2
ydzU,0.0,0.0,64.7,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9,0.0,72.4,49.5,31.0,0.0,23.2,72.9,63.1,79.1,0.0,13.2,176.1
yotD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,33.2,0.0,0.0,0.0,0.0,476.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yneT,4135.2,4809.8,4367.1,5843.0,2997.0,4520.1,1820.2,2194.4,4190.7,4677.8,4868.1,5457.3,2215.3,1851.3,5939.0,12198.1,14361.7,11908.6,12330.7,11128.6,7426.7,8505.2,13591.8,21888.7,14452.9,12056.4,11583.4,7875.3,174.7,207.6,197.5,5792.4,0.0,29.0,20.6,0.0,0.0,536.4,0.0,255.9,86.6,0.0,9300.3,21958.7,21350.5,16763.9,10136.3,9938.0,5605.0,7925.3,18950.1,18618.3,13756.8,9804.8,9313.9,12980.1
ydaT,41.1,72.6,223.5,125.1,123.5,105.3,73.9,162.8,536.5,26.7,249.3,250.4,121.6,216.7,128.9,65.2,128.0,65.4,210.1,500.5,176.9,72.5,214.8,107.4,210.2,210.5,775.5,161.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,152.4,40.1,0.0,13.8,0.0,2566.6,263.9,2297.8,307.7,657.6,690.8,1743.5,2187.1,415.2,1648.5,1303.5,564.8,1146.1,1219.9
liaS,1446.2,5773.1,20676.7,3843.3,1773.5,6139.0,1942.3,998.5,8748.4,3491.2,3888.0,6135.8,2284.2,1723.4,895.4,1021.6,648.4,726.8,717.3,405.8,489.0,788.6,842.2,972.1,536.8,475.0,584.6,369.6,1244.8,8219.5,1526.0,1635.4,1395.3,1109.8,1022.2,1500.8,3059.1,2141.1,3574.3,2353.4,1041.7,1717.9,358.1,767.0,478.7,382.4,698.1,335.3,1699.2,221.4,1002.7,491.0,346.6,363.8,283.9,668.7
sdpB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,0.0,724.2,4526.9,2162.9,1099.2,207.7,467.3,56.6,693.7,3098.5,2465.4,587.8,176.6,229.2,10.6
ythA,11.6,585.5,578.4,3354.5,5653.9,449.1,4859.9,295.3,39.9,30.8,529.3,515.3,5338.1,5139.4,20.2,46.8,47.7,120.0,1938.3,5929.2,2480.5,8.9,5.4,0.0,15.7,557.1,7088.2,3023.3,0.0,73.7,793.2,741.6,1053.7,4846.0,15153.4,0.0,582.0,29.2,333.2,4835.8,8256.2,12230.1,7.2,18.1,383.2,3603.5,5741.8,6035.5,1320.6,0.0,0.0,288.4,5193.0,6937.2,6921.8,1412.8
yxeM,1144.3,611.4,1201.1,736.7,946.2,731.9,1296.8,1080.7,2257.7,2303.2,499.9,385.1,536.7,1140.8,3364.8,1424.6,408.8,355.7,271.1,255.9,346.3,4371.2,2195.8,674.9,343.2,365.0,218.7,466.4,2879.9,163.3,162.3,0.0,239.2,367.6,405.9,4249.5,9.5,93.4,50.2,119.3,2.1,1269.5,1446.8,1607.1,2466.1,214.0,276.2,113.4,0.0,1082.6,1615.3,591.0,289.6,325.1,115.0,538.8
hemH,11917.2,10311.8,7541.2,8480.2,6688.6,13695.9,4129.3,11558.8,13250.5,6560.3,7020.9,13328.8,7583.8,6375.2,5598.6,2954.2,2475.5,1767.1,1930.5,1325.0,968.1,5380.0,3704.6,2340.2,2234.6,2152.1,1732.4,1249.5,13048.5,8004.5,5277.1,2958.2,3105.6,3639.4,4013.9,15918.8,8887.8,4036.0,5786.5,1721.2,3434.2,3177.6,6397.1,4044.8,2754.6,2828.8,4367.4,2450.9,906.9,6571.1,2954.6,1536.0,3338.9,3636.7,2463.0,2015.2
yvyF,732.6,1422.2,1249.2,234.2,108.5,495.9,276.9,3405.9,1044.3,1300.9,223.8,624.8,171.6,165.7,1774.9,780.3,631.3,535.3,450.6,294.3,619.8,2611.5,845.1,364.1,717.3,653.4,340.2,314.6,2006.2,397.6,405.2,2500.8,1404.2,1730.4,665.1,1835.5,2012.7,1063.0,902.1,474.4,657.5,446.2,616.6,676.7,641.7,360.9,357.5,312.6,461.5,1529.9,257.1,222.2,287.0,192.9,416.7,1561.3
atpD,362237.7,153366.3,94889.1,153009.4,70184.4,292247.3,24267.2,243299.0,296829.2,111423.7,114800.0,287449.7,98316.4,32236.0,30921.3,11285.1,28185.5,24211.6,22858.6,14272.2,8170.3,22560.2,5260.8,17746.6,24237.7,24962.8,15141.5,9630.0,228168.6,84280.6,96752.0,74891.7,79807.0,77502.3,45815.6,300813.6,123798.2,108962.3,110989.6,61693.2,50842.1,26239.2,49476.7,17030.5,28343.3,37040.1,31175.6,17762.8,14283.9,42689.9,19248.8,38869.3,34473.2,23779.9,11478.5,12232.0
dck,2600.7,1003.8,1154.4,605.1,471.5,831.2,303.8,2574.4,2103.0,375.1,289.9,1221.2,276.2,319.2,730.9,348.0,478.0,892.4,446.2,341.3,83.1,575.6,293.8,361.7,756.3,496.8,304.2,134.4,6096.7,1983.1,1786.9,1665.3,2269.1,766.7,629.2,5178.0,3537.3,3337.8,888.9,240.0,1055.4,688.7,440.7,260.4,0.0,235.1,50.7,70.0,0.0,519.6,151.6,102.0,62.8,89.8,87.2,42.9
ytcI,3245.0,2574.7,2518.0,5546.0,6260.2,5035.9,5052.4,3515.2,4214.5,2483.9,2871.2,4614.0,5835.2,5624.0,2561.1,2347.5,2075.4,2929.4,4142.7,1829.7,1425.2,2548.8,3387.1,2602.0,2024.3,3263.8,2489.1,1317.2,8082.8,7298.1,2640.9,2105.0,6518.0,9329.2,11131.3,8411.7,7507.1,2936.5,4130.4,8413.2,9862.0,8595.6,2336.0,1380.8,2251.5,3450.5,3402.4,2316.0,1556.1,2079.3,2282.4,2572.9,3356.0,3358.3,2176.8,1339.6
yhcR,619.0,1707.7,1690.4,494.9,372.7,809.3,301.8,343.2,1178.3,1032.0,1364.3,811.9,378.2,422.6,860.2,5149.7,8347.9,5197.3,2757.1,1163.0,1436.8,880.7,3709.6,6605.8,6593.2,3890.1,1294.5,1245.3,524.0,888.7,633.0,428.8,479.6,669.9,140.6,583.4,801.8,686.5,834.3,516.6,218.2,103.9,418.9,4326.5,3633.0,2222.8,2097.3,1513.2,630.5,260.2,4625.7,3951.4,2403.5,1174.2,754.5,465.2
