,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T6A,4140@T8A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4140@T6B,4140@T8B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T5A,4146@T7A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,4146@T5B,4146@T7B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T6A,425@T8A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,425@T6B,425@T8B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T7A,HR3@T9A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B,HR3@T7B,HR3@T9B
gerPF,1556.1,3604.3,3042.3,4187.1,121087.5,3666.6,334039.0,1621.8,1448.2,738.6,1160.1,3817.8,52742.0,275015.1,115.4,664.5,920.6,812.2,776.0,2810.3,114689.0,68.7,341.5,699.3,684.7,627.8,935.8,79044.1,17188.7,16768.0,10503.2,12798.6,3669.1,2648.0,359737.5,1022.0,2319.2,1325.9,3608.3,3266.2,11431.7,831022.2,112.3,619.8,764.7,677.1,7573.1,46420.4,410872.8,210.4,577.3,459.0,1153.2,20859.7,72485.9,637238.3
sspG,0.0,0.0,0.0,0.0,0.0,183.3,0.0,0.0,0.0,12062.4,3397.1,0.0,0.0,0.0,42309.9,62346.0,55511.5,41783.0,24792.8,14819.0,1093261.8,39533.7,61425.3,51901.0,37221.0,32649.1,15613.2,222834.3,18412.7,6919.6,0.0,0.0,0.0,0.0,0.0,0.0,29601.3,0.0,0.0,0.0,0.0,0.0,9220.1,30197.7,17288.6,3923.4,221.6,8569.1,277089.1,14514.0,13263.6,12779.9,4072.3,639.2,31563.2,390235.0
zagA,4.9,0.0,0.0,0.0,1.4,63.7,303.2,67.2,64.1,0.0,0.0,82.7,20.2,128.5,42.8,7.9,36.7,22.5,20.5,28.1,63.1,16.3,63.9,27.6,0.0,20.1,67.0,128.5,449.8,292.0,461.1,390.0,104.4,443.1,185.0,295.0,115.1,0.0,139.2,47.0,44.0,477.2,0.0,23.6,0.0,15.7,27.0,53.0,0.0,0.0,59.4,0.0,0.0,16.4,124.3,17.6
rrnE-16S,579322.2,186618.9,12348.2,10919.0,37349.5,48425.4,9479.8,1159485.5,30787.2,13521.4,3964.3,47406.5,33948.1,12093.2,680.8,17624.6,8564.1,5232.6,9945.1,4068.9,7646.0,764.5,1262.9,1763.0,5004.0,3585.0,2841.9,3539.1,509907.3,821596.0,73943.2,4816.3,1504876.9,16997.3,40896.5,4364.4,19412.3,6223.8,9115.6,1524.4,3693.1,33990.7,2388.7,4309.3,3142.9,2279.1,646.8,5531.5,28312.6,3189.4,1487.8,1468.8,2187.1,19060.6,47254.0,2499631.5
mtlA,67423.1,446.4,577.4,366.2,277.4,162.7,689.4,100250.3,329.4,10024.9,2032.8,257.8,272.8,796.3,24300.3,5134.7,1025.8,194.2,85.6,325.6,300.8,36488.3,5502.6,1630.8,267.1,151.4,143.2,182.6,611.5,684.1,597.2,72.1,302.9,314.2,617.1,909.9,243.3,822.0,752.8,187.3,270.2,962.5,36646.6,579.3,471.2,666.1,645.4,491.5,0.0,51431.9,450.5,805.5,478.9,713.2,1127.7,156.6
yflD,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,0.0,0.0,0.0,0.0,73.0,1.6,0.0,1.4,59.4,281.2,311.1,101.8,38.3,0.0,0.0,6.0,83.0,201.3,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,95.0,10.5,87.5,75.3,0.0,0.0,0.0,0.0,0.0,8.5,198.0,0.0,25.4,0.0,111.0,0.0,0.0,95.9,1127.5
yyaM,0.0,0.0,0.0,5.9,3.5,0.0,0.0,0.0,10.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,4.1,0.0,18.3,39.6,0.0,18.5,0.0,0.0,0.0,123.0,23.6,5.0,0.0,0.0,9.9,0.0
ywqB,499.1,312.9,1215.4,625.8,515.4,487.3,891.6,819.0,365.5,642.7,598.5,819.5,538.0,918.8,627.6,594.0,821.0,771.3,841.9,1008.8,561.8,486.1,828.6,785.6,636.7,706.6,939.8,680.2,323.3,433.9,211.3,310.6,572.8,517.6,2310.6,204.6,393.4,609.3,358.2,1199.9,893.9,3966.4,437.4,374.8,386.3,1100.9,852.0,790.6,724.4,259.7,409.8,408.3,681.8,696.2,533.1,845.0
xkdC,22.3,32.3,262.8,103.6,1204.2,13.2,3256.6,16.0,171.6,33.6,115.6,131.5,549.6,1868.7,101.1,72.7,192.0,120.2,59.2,7.1,0.0,136.8,177.2,88.5,72.2,103.9,2.6,19.5,0.0,1731.0,142.8,250.5,370.8,351.5,2697.3,576.9,208.5,430.8,704.0,379.1,240.0,6880.0,9.5,137.8,27.2,0.0,56.0,0.0,0.0,0.0,52.4,0.0,0.0,20.2,35.4,0.0
panB,15199.6,8210.2,6089.4,8624.3,5123.8,12708.7,3154.9,11907.9,14576.1,7368.5,8151.4,11431.8,6378.8,3672.9,4436.1,4449.5,3842.0,3694.3,4993.1,2477.8,1789.7,3568.0,4348.7,4245.1,2965.5,4646.4,2615.2,1655.0,3912.5,11424.0,11023.4,8067.9,5640.1,6444.3,1932.0,5178.3,21116.1,11830.0,11418.1,5675.7,2491.1,1966.8,2013.1,4976.6,10003.9,6678.4,5549.3,2453.6,733.4,2528.2,7619.8,12616.4,4529.1,3599.8,2281.7,1613.4
yvgO,3995.7,28438.9,21172.8,7899.3,19719.5,4597.8,2608.3,682.8,18793.5,4570.6,3462.7,4132.0,16107.0,3988.2,181.2,44.4,258.3,823.5,2611.3,2783.2,521.7,265.7,166.8,97.3,718.6,1163.7,6737.6,461.8,6781.9,13650.0,49510.9,17910.1,31356.2,23291.3,12939.1,9802.9,19194.2,34361.8,25709.6,40540.2,32340.3,15879.7,3662.9,2089.8,13061.9,1727.1,2065.2,1529.8,177.9,2957.9,2363.6,6264.4,2490.2,2108.5,3607.8,456.9
rppH,4451.9,4303.8,5479.6,896.2,2267.2,2699.9,12918.3,6092.4,7087.3,2740.0,2377.1,2099.0,1396.1,9742.3,2464.4,2474.6,2825.3,1421.6,1285.0,1603.6,2563.7,2649.9,3209.1,2398.2,1855.5,1108.9,1777.8,988.3,14199.4,20085.1,18954.7,10145.7,6171.5,3718.1,1045.2,4901.7,1530.3,3367.5,2312.8,1600.7,3438.6,1980.1,3560.3,1002.7,1520.3,790.0,243.5,413.9,4063.8,3990.9,802.1,324.7,659.4,864.4,1001.7,2099.3
yyaP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,9.0,0.0,0.0,0.0,124.2,307.5,209.7,117.3,162.9,120.9,64.3,190.6,225.8,114.9,139.9,123.4,94.8,111.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,241.5,209.1,113.4,26.9,105.7,244.9,774.5,166.7,150.2,103.8,158.4,44.8,404.6
yugJ,13526.2,5590.5,9741.1,14614.9,14218.6,11509.0,12208.2,10179.0,11297.2,5304.4,6665.6,11988.8,13744.3,12459.6,7564.3,15769.5,8116.2,3601.1,3314.4,5720.9,2539.4,8279.5,10513.3,7600.4,4816.1,2622.0,6998.9,3877.7,44403.1,54919.9,29365.2,12135.0,24237.5,21558.1,42501.8,66874.0,64458.3,25724.5,19098.5,17678.0,32651.7,32471.6,13547.9,3740.4,3187.3,6342.0,6284.2,6826.7,1750.8,10413.2,3731.4,4262.8,5905.2,8389.5,7569.0,2097.4
yitM,1150.6,3756.0,1208.7,56.6,37.5,13.7,24.0,2159.8,0.0,1637.0,4603.1,10.7,5.0,0.0,5910.8,10522.6,13751.2,15726.2,15820.3,16041.9,20804.5,6147.7,12242.7,19503.2,22184.7,21266.6,21127.9,22745.7,374.3,91.7,3080.3,8240.8,62.1,563.4,11.5,500.6,61.4,1131.3,424.3,687.2,363.2,0.0,260.2,25243.1,72626.9,43563.5,37880.7,13521.7,4128.5,355.1,27599.1,70122.0,37316.8,21574.9,9611.8,2533.6
citZ,41440.9,30631.6,41211.8,19670.9,15675.4,29270.2,20503.8,29256.3,34159.0,23901.8,23988.7,27936.7,15944.9,20483.6,29735.4,38782.4,42790.9,18699.7,9992.3,5817.2,7179.2,25773.4,14715.4,32441.1,25289.5,13504.2,6331.7,6382.9,31389.1,114417.0,109514.1,48195.2,43681.7,23411.0,26699.5,33943.2,195828.6,90824.6,73731.0,27665.4,21518.4,38726.3,50143.9,156058.3,170468.3,98780.6,54317.8,58182.8,52720.3,39420.8,136185.3,137605.2,66983.6,57025.0,49246.3,98255.3
yitO,131.9,33.9,11.9,0.0,7.3,32.9,0.0,4.3,0.0,94.4,48.2,27.0,0.0,24.3,753.2,851.0,1388.9,1309.0,1034.7,1218.5,1664.2,657.4,1138.9,2116.4,1994.1,1814.1,1371.1,1968.2,15.5,64.2,30.3,51.7,18.8,42.5,17.7,20.8,52.4,11.3,13.7,38.2,18.1,19.0,63.5,2394.6,2547.5,1652.2,914.0,418.5,226.7,15.5,2351.5,3435.3,950.7,621.6,341.7,217.2
ypjC,901.0,774.9,486.2,180.7,892.2,236.5,962.7,249.4,103.1,416.0,346.5,1115.7,731.0,568.5,816.9,866.4,1065.4,833.4,1359.0,1183.7,958.0,894.6,920.9,1113.2,648.9,1037.0,1549.2,1216.1,555.6,648.5,406.6,244.8,264.3,349.6,423.6,2270.0,379.2,812.1,456.4,838.8,561.2,541.0,660.3,712.0,1000.5,853.3,922.8,1063.5,90.0,927.4,521.4,578.2,1366.6,1262.1,506.7,1156.2
yjcL,213.5,3.0,0.0,75.4,7.3,0.0,0.0,0.0,0.0,2050.6,531.4,0.0,2.6,0.0,3838.1,7628.3,4912.8,2622.9,2873.5,1408.9,1581.0,5005.8,21667.7,11751.3,5235.4,3407.1,1579.9,1778.4,0.0,0.0,418.2,0.0,0.0,0.0,0.0,55.6,0.0,492.2,0.0,0.0,40.6,0.0,3066.5,10014.4,4588.9,3708.2,1138.1,596.8,112.2,2513.6,19702.2,9601.1,2672.1,1789.6,519.5,286.8
tlpB,755.0,423.3,586.6,59.7,190.0,235.4,296.2,1482.7,254.7,1300.3,291.2,236.3,105.0,161.0,3078.8,1463.2,301.6,110.9,74.4,103.0,127.0,4797.3,1586.3,415.3,190.4,146.4,63.2,189.0,254.5,7.4,107.4,2.5,356.7,258.4,263.8,326.3,54.2,279.2,147.1,617.1,298.1,380.7,1360.9,146.5,123.9,76.9,63.1,36.6,218.6,1073.6,93.7,135.6,6.2,33.1,127.2,409.1
xkdD,8.8,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,28.9,75.1,250.6,256.8,192.4,204.6,282.9,1402.2,86.5,181.3,110.6,174.6,247.2,59.6,847.9,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.7,0.0,128.0,247.4,321.8,1858.3,70.8,440.2,0.0,279.8,182.0,1129.1,814.3
mtnE,6909.6,9737.0,23997.9,4424.0,2296.5,7027.8,8118.4,4437.3,8853.5,8205.3,5307.2,6141.1,3453.2,5249.4,8648.2,9309.3,5450.9,3306.4,2134.1,1466.0,1213.0,11269.9,19210.5,8836.5,3805.5,2012.4,2112.9,1257.5,1225.7,3623.6,2488.3,1974.0,1232.3,951.3,286.5,2142.8,2908.7,2470.7,1135.1,855.9,1094.1,421.9,7321.5,13774.1,4218.4,4585.5,3338.3,2540.6,1366.7,10957.8,14134.9,4116.6,2474.0,2130.8,2060.9,2206.2
nsrR,0.0,557.8,57.5,0.0,7.8,0.0,0.0,0.0,300.5,605.6,532.6,46.8,10.7,0.0,1941.3,2662.1,2854.5,2501.8,1888.7,1824.4,1476.6,2243.6,2308.5,3721.0,2395.3,1677.5,1942.5,1344.7,0.0,0.0,0.0,2281.2,0.0,0.0,0.0,9.0,25.0,1322.4,0.0,0.0,90.4,0.0,1663.2,2579.2,2564.8,1755.2,1401.7,2387.4,3754.0,2140.4,2495.1,1087.1,938.6,1523.0,1811.3,4065.8
cwlC,4431.9,7133.2,5242.4,328.2,117.8,5315.5,39188.1,3719.7,19433.5,3579.7,2414.7,5129.8,192.1,27274.0,856.3,1208.5,1138.0,729.2,555.9,630.3,15274.8,569.2,878.1,791.7,702.0,785.3,557.0,4261.5,2081.9,11602.6,15555.5,13790.5,4816.7,2029.3,209.7,644.5,1701.7,864.0,694.6,208.1,86.4,46.0,1355.4,3664.1,5650.3,2255.8,823.9,340.3,15098.0,1133.7,2743.8,4210.4,2427.8,188.2,345.9,10549.4
remA,27062.2,38026.0,50971.9,60269.7,61029.9,76958.1,37978.0,15353.2,40168.9,14266.3,19093.0,72265.8,62878.6,39792.5,7408.5,6587.1,9666.7,9880.6,7374.6,7007.8,4952.1,6123.7,6520.1,8956.1,7488.4,9828.6,5883.1,6984.0,42848.0,58293.0,51283.9,56499.6,55734.1,50080.3,59503.4,37431.1,65888.8,53094.9,61665.3,21510.3,34008.9,51300.3,6227.9,6711.3,3418.3,4574.7,9717.8,6150.9,16134.3,4710.7,8853.0,5615.5,3979.4,8050.4,4585.0,6574.0
yfnE,781.1,266.1,909.6,204.5,3651.6,337.2,48772.9,215.3,405.7,170.5,549.4,545.9,2485.5,40433.0,164.2,328.3,254.8,529.9,644.4,731.3,85632.0,113.4,236.5,174.7,310.6,557.8,830.7,77170.4,7982.4,11910.9,1713.8,1827.3,426.8,1532.8,27108.9,384.4,184.9,323.1,188.1,1257.0,1071.0,100352.2,807.1,1815.1,820.1,328.9,3267.4,10000.2,158739.3,1059.1,1566.2,554.9,744.7,3202.4,13418.0,121663.5
epsG,3421.2,5474.0,5091.6,3187.1,1558.5,5351.1,296.0,949.2,6946.6,1967.6,1780.8,6877.7,2147.4,465.8,667.7,157.8,95.5,195.9,387.6,101.3,24.4,256.8,170.7,35.6,64.6,297.7,163.0,39.0,41140.6,134689.1,55181.5,43838.1,34639.8,11310.8,3369.0,61631.0,150576.6,59123.7,55086.8,7875.9,6005.3,2533.9,363.3,443.8,269.3,838.6,362.1,0.0,0.0,231.7,526.9,1178.9,444.5,365.4,3.7,33.3
nicK,1383.7,3642.0,5937.5,13470.4,4557.6,8509.5,2472.6,1548.4,7526.1,1351.2,1664.1,8398.0,5054.9,2984.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8,130.1,206.4,688.5,4188.2,5044.4,4960.7,13.5,198.7,656.7,896.1,2064.4,3800.0,5094.3,10.4,15.9,0.0,0.0,7.2,20.3,0.0,0.0,43.7,0.0,26.9,0.0,11.5,0.0
oatA,164.3,121.8,606.3,291.5,100.5,263.6,62.5,98.0,55.1,98.5,51.2,200.3,143.5,109.6,67.6,80.0,110.1,60.3,99.8,61.4,68.8,51.4,103.2,119.9,135.6,104.1,146.6,98.2,0.0,79.0,225.7,313.8,0.0,36.1,74.6,34.8,159.8,0.0,63.4,127.7,12.4,201.6,124.8,112.4,99.2,26.9,82.1,63.7,0.0,13.9,56.1,85.2,53.0,80.4,51.9,0.0
trnD-Val,57757338.0,66185959.9,151622900.0,133715475.6,108497945.1,121847466.4,108783181.4,68488884.3,104941065.8,42466764.7,42009309.4,109436849.3,58550586.3,158645328.4,5098233.5,7384449.0,11794846.1,6871871.7,13858809.1,5166897.9,6313378.8,6187285.8,6877733.2,13237149.3,15526558.0,4634110.5,5872501.2,5291816.8,126096052.8,194211248.2,122730129.7,44481522.3,71967529.0,73182124.2,104989686.3,127863263.4,140278630.8,54966275.8,125798690.6,35014231.6,41752226.6,122575707.5,31662062.6,28963382.2,30944598.7,15723177.5,3375694.1,21682937.0,363868787.3,15253371.7,5810042.5,25822469.7,32378456.9,13233865.4,9396310.5,51347573.7
yceB,1940.1,1138.9,1655.6,1334.0,643.2,1125.2,813.3,2526.0,310.9,439.5,568.2,513.1,897.6,659.3,887.3,864.6,340.1,236.3,316.2,1177.6,593.3,1319.8,1149.5,493.9,282.1,453.0,1106.7,764.0,10937.1,3940.0,747.9,538.1,1133.1,772.4,1491.8,11398.9,8903.1,2745.2,1836.7,815.1,472.7,1458.8,2333.7,345.1,232.1,405.2,1003.5,1135.8,130.2,1820.7,382.8,176.3,911.5,1088.4,1089.8,823.0
murQ,9835.2,2260.3,3925.4,4110.5,3644.8,4855.1,3975.1,5689.9,4198.1,2759.9,2756.6,4467.2,4161.0,3300.4,3520.3,2088.9,1963.2,2353.9,4289.1,14976.9,7265.5,4971.7,2918.2,1422.8,1264.7,2547.8,11045.8,13419.0,2281.9,2784.2,1490.9,673.4,1096.0,1335.4,1723.5,3648.4,1434.6,1635.7,1159.3,1335.1,1503.0,1229.7,3028.4,814.8,1293.5,2696.6,4051.6,4676.1,5207.5,3113.1,922.1,1305.9,3544.5,2594.0,6285.9,3532.3
ywrE,27.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,86.2,0.0,0.0,0.0,0.0,253.5,39.5,68.6,24.0,2.5,12.1,0.0,359.1,94.1,31.8,20.0,9.7,91.2,149.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.1,53.2,0.0,0.0,27.7,16.6,0.0,1632.4,61.2,0.0,0.0,0.0,0.0,59.6
accC,35668.5,55855.8,60682.6,28295.7,20820.3,45358.5,11503.3,21499.0,67148.0,26032.0,30272.6,46228.9,22306.3,10639.8,6449.7,7673.8,17598.0,10785.9,10817.3,6980.5,5059.9,5355.9,4340.3,9450.9,10616.6,10022.7,9949.7,4342.2,18896.2,27106.9,61972.7,50722.2,41639.6,28662.0,10350.7,19046.1,72178.4,78128.0,66748.9,29548.1,22942.1,6826.9,7686.2,12981.4,28292.8,15601.9,12283.3,9353.6,4190.6,5517.9,15046.7,29246.7,12377.2,9603.4,10492.2,3168.2
fabHA,27500.2,31439.0,40264.7,17447.7,11008.4,25869.2,6110.7,10060.6,25739.2,14171.3,20602.1,27067.7,15088.6,6563.6,5114.9,5433.2,15183.5,5657.5,4408.9,2921.4,3051.9,4821.2,2679.0,8923.5,8241.8,4872.2,3339.0,2531.9,11488.0,12512.3,22355.7,19884.4,30607.7,21003.6,6731.3,14154.0,22614.6,40683.2,32498.3,18759.0,11917.6,4173.9,4018.2,2968.2,6987.2,5571.1,3199.2,2590.4,655.6,2748.0,5504.5,5347.6,4355.5,3551.5,2711.2,584.9
frlD,18.4,333.3,1314.7,258.2,120.4,566.0,472.1,554.1,632.3,272.6,1021.7,466.5,319.6,307.8,101.2,484.5,1256.4,885.9,510.8,103.5,1598.2,243.4,581.2,1620.9,1839.9,839.8,328.8,1442.1,0.0,100.5,14.5,297.7,0.0,411.8,38.1,45.5,0.0,49.6,73.9,39.5,4.0,105.2,193.6,7403.0,32573.3,4379.0,2154.7,1080.1,2892.2,0.0,10911.0,43677.6,9069.3,3317.9,2335.2,2083.8
pyrB,12333.6,227.1,9.6,1506.6,6.5,0.0,91.5,5056.6,15.5,180.8,144.1,13.7,13.9,19.1,708.4,118.2,26.8,5.6,3.2,0.0,0.0,287.9,125.8,16.8,21.6,2.6,0.0,15.1,943.9,59.9,0.0,0.0,84.5,0.0,293.2,1028.9,0.0,0.0,0.0,41.5,77.3,619.0,185.7,0.0,0.0,47.4,26.5,18.0,0.0,402.2,0.0,1687.5,20.0,3.1,28.9,0.0
ppsD,3326.3,2426.3,4199.1,1247.9,744.9,2050.8,602.3,1204.3,3156.9,1747.4,1384.6,1860.1,982.4,577.0,56.7,129.4,215.3,210.3,98.8,77.2,61.9,49.5,121.1,236.1,223.1,134.1,89.0,65.3,1277.7,3567.0,1277.0,962.8,393.1,356.6,109.8,1337.9,2154.4,1305.1,696.9,290.7,142.4,120.2,222.6,1099.1,2750.2,986.3,667.5,345.5,202.4,203.6,1436.2,2227.0,839.7,419.5,241.4,141.1
yunE,492.1,159.2,1110.1,430.1,512.6,989.1,610.0,146.3,768.1,288.7,452.6,712.8,477.2,228.7,815.7,1504.0,1184.8,685.1,726.6,1022.3,1423.4,733.0,1846.1,1496.6,508.2,689.0,1210.5,1681.7,2361.1,4648.7,1822.7,788.2,1371.7,1096.8,1580.7,4084.3,7270.1,1991.9,1731.5,1768.3,1022.5,1333.1,1172.4,1409.4,744.5,880.0,1493.7,758.3,254.9,1385.8,2346.1,896.1,809.9,736.8,337.3,1299.0
yyzE,56.0,0.0,0.0,0.0,26.9,1.6,0.0,0.0,3.1,0.0,0.0,0.0,1.3,0.0,32.9,180.9,95.4,122.3,87.4,112.4,56.8,77.5,186.1,112.5,212.4,247.8,60.0,267.4,0.0,7.9,0.0,0.0,1.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,92.4,308.0,178.6,11.2,472.3,69.5,0.0,257.5,77.0,518.0,332.0,492.6,249.7,137.3
pupG,19822.5,18540.7,15589.0,20255.5,14150.0,33091.5,11070.5,13123.4,27791.1,12418.6,21649.2,30350.1,19761.8,7576.7,4598.9,5042.5,7812.8,10912.6,11226.5,5675.9,3552.2,3712.2,5202.2,5229.4,7089.6,11636.1,7549.3,3508.5,21325.5,39883.3,28248.0,18760.3,34538.3,36042.9,19105.7,30373.4,52442.0,32110.0,41484.8,22845.3,19655.5,12713.0,4241.5,13015.2,13069.2,17135.2,15489.8,10152.1,2947.0,4799.9,15853.1,16764.3,13636.1,12048.6,8113.1,2316.8
yosE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,0.0,0.0,0.0,0.0,96.6,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rplR,612326.8,119398.1,105650.5,160780.5,132728.5,209101.1,102452.5,453709.6,246702.6,81560.0,73382.3,211187.4,138797.3,123489.3,67221.6,42011.4,28104.0,12053.1,13113.9,9185.6,11791.6,68648.8,40609.6,23769.1,14943.2,10875.1,8544.1,12608.4,456668.6,45692.2,114216.3,35446.7,85735.8,86279.4,134997.8,388741.6,94448.2,52124.6,70391.7,42758.3,63706.8,148415.7,47372.7,15821.8,14189.1,13442.9,14317.2,10215.3,31697.5,55005.6,14644.9,15174.9,9660.8,9624.2,12423.8,21394.0
catE,1856.2,680.0,1407.1,625.5,298.4,740.9,531.7,1442.7,616.1,2132.1,1590.6,484.4,416.6,681.6,5934.1,4880.3,6580.4,4918.9,5480.9,9140.1,5310.4,5063.6,5478.5,7503.0,4933.5,3775.5,7416.5,7521.3,6440.8,11291.9,2542.8,5161.2,4729.0,5975.5,4490.9,9274.7,7357.6,8089.8,14904.5,6546.3,3113.1,2653.2,759.3,823.4,352.5,2055.5,2037.5,2575.7,694.6,550.6,1120.9,1098.5,1772.2,1956.1,2969.3,1635.2
ycnI,6295.4,3797.9,2981.9,1095.3,877.7,2805.7,3084.0,4169.5,3773.4,4232.7,3083.5,2654.2,1817.4,1778.2,9126.4,1624.1,809.2,761.3,765.1,378.5,661.0,6723.9,1579.6,1190.5,682.6,921.9,801.5,539.8,7284.4,2302.0,864.0,4027.7,999.5,229.5,522.0,16847.9,249.8,1655.1,558.8,231.6,211.8,879.9,6697.0,774.1,2159.4,2912.8,2535.0,1051.4,161.9,13415.1,462.0,989.1,2328.3,2043.5,1175.9,963.1
yrkK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,0.0,0.0,0.0,0.0,50.1,89.1,76.0,113.0,5.9,28.1,0.0,92.4,52.7,0.0,113.1,17.1,31.8,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.2,353.9,58.7,120.6,52.7,37.9,365.2,509.7,134.8,152.2,15.2,65.8,20.6,136.5
"locus
BSU_17266     ymzEn
BSU_17266    ymzE/1
Name: title, dtype: object",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.2,0.0,0.0,0.0,60.3,773.2,152.7,173.5,32.3,116.3,0.0,186.1,557.1,669.7,152.0,122.3,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,223.8,163.7,0.0,37.9,119.8,0.0,0.0,64.2,0.0,43.0,0.0,0.0,0.0
pksM,4555.9,2486.4,4206.9,934.8,449.1,2395.3,305.5,2200.5,3263.4,1401.2,1741.5,2154.9,554.5,335.3,0.0,0.1,0.0,0.0,0.2,0.3,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.1,9070.1,10551.8,8386.3,5644.6,2555.2,1610.6,309.8,10152.2,11459.8,10496.9,7743.6,1855.2,726.4,337.9,322.0,2381.2,7894.3,3454.4,2663.3,825.5,201.7,211.1,5010.9,8769.9,2953.6,1321.6,571.6,208.8
ynaC,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,85.2,0.0,0.0,0.0,124.9,276.3,174.5,173.4,168.9,101.1,181.6,163.5,292.8,191.3,221.8,168.8,243.9,57.1,0.0,0.0,0.0,0.0,9.4,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.3,475.2,170.7,269.6,69.3,209.2,507.7,325.1,194.6,200.2,154.3,70.9,217.4,168.6
yraD,1964.6,2344.3,753.1,15143.5,37438.5,473.3,60068.0,229.4,2017.1,906.6,1694.6,935.6,30309.3,65624.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.7,1969.6,522.3,2521.1,42313.7,441.3,231.9,0.0,274.6,1001.5,14059.1,21265.8,47.5,32.5,57.4,1698.8,4335.7,6495.4,1178.8,51.3,0.0,189.3,2707.9,3789.5,8868.5,3845.3
yetA,3.8,46.1,7.0,0.0,2.1,2.8,0.0,14.0,0.0,32.1,39.5,0.0,1.1,3.6,15.8,27.0,107.1,118.6,185.1,165.0,307.5,35.5,28.2,43.7,71.5,123.7,112.6,159.6,0.0,0.0,0.0,0.0,2.8,0.0,8.1,0.0,0.0,104.0,0.0,0.0,0.0,13.4,23.9,3.4,26.1,7.9,169.2,163.5,173.0,14.4,2.7,97.7,55.8,220.6,135.7,955.2
mmgA,886.2,1457.4,1442.3,14782.3,17211.4,15714.1,15752.6,1837.4,11702.4,2497.7,9019.4,15427.7,17417.1,17469.7,0.0,27.4,1151.0,36836.0,49652.1,37714.1,21497.6,25.3,35.6,101.9,10144.9,30834.1,42096.5,18877.6,61.6,740.4,1423.0,7704.0,20747.2,19785.9,12591.0,27.8,221.2,2130.3,7134.2,13212.5,15936.0,10166.4,12.9,147.8,6615.7,10595.1,19117.0,13689.3,7212.5,63.9,119.4,6739.5,13371.5,23902.2,12525.8,8394.2
yppE,388.5,469.1,542.1,381.4,466.1,1062.0,127.7,0.0,563.8,755.9,568.0,1130.2,433.5,0.0,373.9,3340.3,21130.3,14403.0,8056.6,2966.6,1192.3,527.1,1162.3,11282.4,19021.9,8901.5,3088.0,1518.5,85.5,0.0,295.4,1457.4,1451.4,718.1,261.2,0.0,98.2,566.0,2420.3,1979.0,448.6,0.0,328.6,1509.6,1009.8,1663.7,288.1,813.6,1278.1,217.3,1798.9,1597.5,1286.7,309.4,625.0,1363.4
