,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B
yrzS,395.9,27.3,641.0,67.7,230.9,90.8,35.3,399.6,262.4,309.7,175.3,558.3,762.0,279.9,381.8,379.9,410.5,555.9,629.1,526.6,8741.5,17140.5,1654.0,7515.7,2496.5,7734.3,14241.1,5361.7,4098.4,1837.5,625.7,960.6,1190.2,336.8,341.9,425.2,534.4,140.5,3.4,375.3
yczE,5386.2,2165.5,4548.7,1922.4,1926.7,4039.8,2680.2,2035.6,1348.3,1673.5,3499.2,1821.8,1898.7,1472.7,1720.1,3400.9,2322.6,2384.2,1477.6,1520.5,25590.9,30178.3,7332.0,7342.7,8718.8,17540.6,33293.7,17877.1,21671.2,5917.7,2577.9,485.7,17.9,578.5,756.3,1527.0,426.0,550.0,556.7,1161.9
recF,14532.1,10544.4,14260.6,9724.3,9731.5,13425.6,12855.8,6201.7,8376.3,14091.6,6366.5,3989.5,3774.7,3393.2,2289.4,5827.9,4225.5,4991.6,3833.9,2188.1,4676.1,9479.6,17328.3,12598.7,14789.8,4494.0,20385.2,17421.3,19545.5,9193.1,2295.5,4023.6,2693.7,2217.7,1454.7,1527.7,4132.2,2022.5,1775.3,2368.7
ydaD,443.0,117.1,377.4,912.9,915.1,342.4,809.8,48.9,591.7,326.3,68.0,85.6,40.5,13.1,40.7,49.8,11.5,4.3,0.0,35.7,188.3,991.7,289.3,344.0,1683.1,617.1,755.6,320.2,718.2,646.7,2330.8,72.3,185.9,0.0,66.4,2488.4,4.9,251.2,113.6,337.7
yopP,0.0,0.0,5.1,0.0,0.0,0.0,0.0,94.1,68.1,0.0,230.9,456.8,836.3,784.5,636.9,253.2,373.2,503.9,864.8,864.3,160.7,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,397.7,901.0,443.7,326.5,63.3,199.7,521.8,294.6,279.4,144.4
fhuG,1623.0,124.8,670.4,255.1,198.0,1180.6,781.5,965.7,515.6,326.8,1221.4,419.9,516.6,266.7,774.9,702.8,358.9,579.3,302.2,515.3,3197.2,1407.0,1125.3,60.3,680.2,3506.8,2194.7,1116.5,551.7,325.6,2900.1,532.8,1710.8,806.3,1155.5,2278.9,1255.0,1798.6,452.0,766.5
yyaN,8.9,0.0,10.6,95.7,42.4,0.0,78.2,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,44.4,23.4,0.0,0.0,0.0,53.6,0.0,0.0,0.0,0.0
yfmM,13202.9,8049.2,10946.3,6135.5,5289.1,14506.7,7969.2,5317.3,3939.2,8800.4,4647.0,3448.9,3826.8,3399.5,2848.4,4045.7,2854.6,4664.5,3072.2,2543.2,9856.4,8265.4,5529.0,5987.6,4894.4,8513.4,11406.4,6429.3,8241.0,3539.2,2545.0,1530.2,2434.7,3882.4,2640.2,2339.6,1866.7,2547.0,1935.3,3149.1
miaA,2448.0,1837.5,1195.3,7333.5,7519.5,3549.4,4742.6,1417.9,5426.6,5030.6,199.5,245.2,291.9,796.4,2595.8,395.9,113.7,123.7,585.8,1900.2,5361.1,3383.3,3579.4,6051.9,24688.0,3723.8,4166.6,3819.3,7585.9,32687.2,535.2,313.1,1045.5,1957.3,6408.7,560.5,353.1,1446.8,3404.0,6060.5
ybgB,0.0,14.9,0.0,0.0,0.0,0.0,261.9,1263.6,516.0,0.0,1660.2,1521.6,1419.9,349.8,462.1,1757.8,2758.0,740.8,854.4,465.2,119.7,0.0,0.0,0.0,216.8,14.3,220.6,0.0,126.2,0.0,1326.3,323.9,682.0,212.7,273.4,1793.8,1039.7,515.6,861.1,159.7
cheA,600.5,193.4,258.7,112.5,126.1,1084.7,109.1,1416.8,470.0,268.3,2831.6,943.8,794.7,272.5,211.7,2953.4,795.3,898.0,580.9,238.2,769.5,1147.4,650.5,350.0,303.4,2298.1,1593.8,569.3,433.5,169.4,703.4,501.1,251.8,279.9,313.7,561.8,718.1,290.9,196.0,338.6
yfmB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.4,415.0,0.0,1583.1,3698.4,3961.5,4048.6,2088.8,2210.2,3929.3,3940.5,5266.3,2698.2,0.0,0.0,0.0,0.0,75.3,35.7,0.0,0.0,198.7,0.0,1627.2,2287.8,1388.8,213.8,262.1,2180.5,1342.3,981.0,684.2,402.2
ydhC,111.7,43.8,293.2,42.3,90.3,26.5,87.1,588.0,140.4,21.3,1186.3,2275.7,2004.1,1330.2,1218.1,1630.8,2057.8,1666.5,1389.4,902.7,111.0,0.0,0.0,70.0,97.6,772.3,390.0,155.3,240.3,200.5,1699.3,263.2,292.1,229.0,184.0,1410.6,405.2,226.4,266.0,404.4
gerAA,31.2,32.2,23.4,1142.2,1083.1,321.1,0.0,1.8,29.3,67.7,10.7,3.2,2.4,76.3,1111.0,9.7,23.1,4.5,86.1,265.0,4.6,63.5,18.7,829.1,42.3,0.0,0.0,30.1,5.3,429.4,0.0,17.0,90.0,783.0,1280.1,20.2,0.0,98.0,1311.1,1534.7
yxeN,304.9,530.7,753.7,184.0,268.5,652.9,1562.0,1303.0,415.1,184.0,3981.5,1739.6,688.7,322.4,207.1,4575.8,2147.0,431.7,293.0,249.3,153.1,0.0,0.0,0.0,41.2,902.7,0.0,693.1,0.0,0.0,1730.2,1360.9,1046.1,538.5,396.7,1779.8,1873.3,580.2,346.9,410.5
yonI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.2,147.0,95.8,38.4,21.1,124.7,93.5,419.6,244.7,204.0
ruvB,6566.5,6424.6,12009.1,4307.5,3784.8,2756.2,3879.2,2595.8,4073.6,4444.1,2121.0,2592.4,2312.9,2502.7,2035.7,2036.0,2511.3,2349.0,2085.9,2278.5,11306.3,19166.5,8491.8,7176.9,6048.3,14170.7,18754.9,10075.8,9471.4,8797.6,2053.1,1969.4,814.6,1451.0,1887.3,2155.4,2867.6,1361.2,1619.1,1975.5
yobM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,1.5,2.1,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,89.7,21.0,213.1,73.9,26.3,60.7,132.4,30.2,80.0,186.8,360.1,98.1,78.3,65.0,391.0,208.6,112.9,59.4,20.9
gerD,134.6,272.7,11.5,1961.1,8116.9,6.9,457.2,119.4,134.0,752.9,31.0,15.9,24.4,562.7,1012.7,31.1,0.0,7.1,127.3,508.8,296.0,137.6,157.5,13.4,1049.9,30.0,0.0,0.0,220.5,2214.1,21.6,20.6,79.1,978.8,1147.7,21.8,0.0,183.0,1289.6,1643.6
fur,413899.4,59483.0,64685.4,46413.6,28150.1,210657.1,80545.6,44752.9,37898.9,60966.3,22176.2,21781.4,15892.7,12217.3,6939.8,30921.7,27529.6,18001.1,13639.1,8811.6,33439.0,7596.5,13003.6,7026.3,32739.3,26294.5,19085.7,12807.4,22039.0,28239.8,15215.5,7397.8,2419.5,3036.4,1556.9,13763.8,3502.9,2262.2,3171.4,1705.4
yxdK,4028.3,1222.8,1022.8,2115.0,2795.3,4838.4,2343.8,986.3,1472.5,2806.3,707.8,434.3,286.5,275.3,270.6,404.2,503.0,621.6,205.1,286.0,4531.6,2345.6,2280.9,136.5,2062.2,4999.5,2089.8,3052.1,3751.8,5087.6,331.1,345.4,205.4,611.2,575.9,877.3,767.8,274.7,76.1,552.4
rrnI-23S,848.3,2449.1,3353.6,5365.0,7914.4,1574.9,3396.2,1712.1,996.5,7647.0,154.7,623.0,1006.6,1105.0,3523.0,167.6,447.1,1637.4,1125.7,1311.0,4082.4,19600.4,9829.5,1540.7,13041.2,1481.9,4855.6,1990.6,2086.7,585.0,1047.7,1345.0,2467.0,1030.5,237.6,430.0,1137.1,456.2,983.7,1578.4
cwlJ,6620.6,7448.2,2223.7,37606.6,120382.2,3328.3,5267.3,2423.1,13829.4,14181.1,70.7,262.9,234.8,5134.2,19899.8,75.7,238.9,87.2,1331.6,9972.8,5530.8,4091.4,7602.2,7959.6,65202.9,185.4,166.2,5633.2,10935.9,59159.1,969.9,444.5,5331.1,24459.3,70234.5,416.3,502.3,5354.5,37674.1,118094.0
yuaD,12370.9,6922.7,6968.2,2545.3,1552.8,5836.1,7569.3,6239.3,4303.8,2782.5,6282.7,5531.0,5922.9,4086.7,2675.0,7350.8,9691.6,8472.5,4055.5,2442.2,2497.4,1249.4,729.9,1344.4,109.5,2238.0,1250.7,286.7,208.1,875.2,3091.2,2902.4,1067.3,1477.6,642.2,3307.0,2600.5,2965.8,676.9,414.8
yisN,0.0,0.0,0.0,185.8,272.3,0.0,0.0,58.5,592.6,306.9,46.9,15.1,113.3,1151.4,1915.8,38.9,46.4,47.3,137.4,1403.1,0.0,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,173.1,826.7,1571.5,0.0,8.7,219.5,1344.7,2511.8
ygaF,727.7,683.8,1630.0,1819.0,754.9,751.6,1442.6,466.5,725.9,1302.4,949.3,1842.2,1331.1,910.8,1254.7,1283.1,1473.3,1232.4,1002.5,1398.9,11050.2,17381.0,4218.9,3587.5,9084.5,11853.3,11006.4,6682.7,4739.1,3291.3,1729.8,2650.3,261.1,959.3,1283.6,1963.7,2969.4,615.2,1794.6,758.5
mrfA,1117.8,413.6,297.4,329.6,219.2,945.9,351.1,109.9,184.9,306.8,356.5,561.2,324.2,225.3,281.1,348.0,578.8,312.1,334.0,229.4,304.6,73.9,326.8,167.1,66.3,687.8,467.2,56.5,7.1,83.7,491.6,368.7,196.8,181.8,151.6,617.5,423.8,114.4,161.1,104.9
deoD,17101.0,16080.6,7541.2,8920.9,5564.1,13263.3,12577.9,6332.3,7876.9,15691.4,3205.2,1772.0,2274.0,1450.1,2014.8,3237.7,1371.3,1838.5,1836.3,1583.5,3952.4,3313.8,2401.6,2402.0,2534.6,3143.4,3030.3,3479.9,3083.1,2338.2,4921.4,1819.1,1372.3,1576.0,1395.2,6564.0,2119.3,2279.6,2037.4,1901.5
yozT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,51.0,85.3,0.0,0.0,42.8,0.0,75.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,51.8,475.1,117.7,0.0,0.0,170.2,196.5,229.0
mccB,2164.8,2668.4,3923.8,1254.9,4570.1,787.0,5723.4,3441.4,1359.1,1383.0,1558.7,940.9,491.5,238.9,135.0,2532.3,1368.6,876.8,343.7,290.2,3913.7,2899.7,238.7,326.0,342.4,7003.0,1013.1,691.7,206.6,731.8,2385.5,310.3,2935.3,302.2,1009.3,728.4,527.3,621.1,443.3,1435.4
ylmA,2015.7,1908.7,2644.5,591.3,371.5,1320.5,1552.6,844.7,1117.0,813.0,1798.8,2192.7,2130.0,1663.6,1152.5,2024.3,3721.1,3756.3,2306.0,1427.0,3080.7,5112.5,2096.5,480.7,613.3,4630.1,3739.9,1251.2,991.5,974.3,3782.9,4582.6,2877.3,2271.4,751.5,4203.7,6043.3,2356.5,1680.5,857.1
ydzW/7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3,0.0,0.0,0.0,0.0,0.0,1179.6,3732.6,2251.4,1464.5,1040.6,2035.8,6026.3,1351.7,1983.2,875.2
yocS,2433.2,3190.8,6049.2,918.3,356.4,1675.0,2015.7,2249.2,1154.7,1006.4,3667.3,4667.8,4117.0,3403.9,2260.3,4401.6,7388.2,7639.7,4417.5,3450.0,872.2,818.9,1339.3,591.5,625.6,2694.7,1172.2,1351.7,1447.4,504.8,2627.0,8289.8,3186.7,1012.8,1430.1,3216.8,10408.2,1918.8,1222.1,1723.7
opuD,5657.6,4852.7,8303.3,7222.9,7542.0,4396.1,5364.3,2062.6,2038.0,4640.9,1689.6,1521.5,1433.2,1112.6,1226.9,1291.7,1376.1,1983.5,1338.7,1229.4,1810.8,2059.6,947.9,2127.5,1669.6,1803.9,1612.1,2071.0,1963.7,2266.7,1369.8,3259.3,2238.4,2286.9,2674.9,1259.4,3033.6,3097.3,2154.2,2041.1
pxpC,1532.5,614.0,1116.9,223.1,269.3,848.8,544.8,2822.7,779.8,318.8,6360.2,3623.4,4673.8,4260.5,2202.8,5583.9,3678.5,4090.2,3839.4,2320.0,9024.7,6954.3,2579.8,2868.6,4449.9,8225.2,9549.4,5592.8,5525.2,1613.9,3861.6,4969.6,1532.8,1264.6,2094.2,2603.4,10126.7,1634.4,1563.9,1079.5
motS,0.0,0.0,0.0,0.0,4.2,10.6,0.0,33.7,66.8,0.0,84.1,179.5,219.5,74.4,89.5,81.4,125.5,77.6,101.6,110.6,0.0,0.0,344.7,54.0,0.0,0.0,0.0,0.0,140.4,153.0,96.5,60.7,0.0,0.0,83.3,49.3,35.6,196.3,65.8,4.1
yqbH,0.0,0.0,0.0,0.0,17.1,10.2,0.0,0.0,0.0,0.0,166.8,58.5,28.3,78.2,23.2,111.4,13.4,112.5,6.4,28.8,11.8,16.8,0.0,0.0,105.0,181.3,0.0,0.0,127.0,183.9,0.0,2.4,0.0,18.7,9.6,3.9,0.0,42.6,0.0,0.0
mmgD,1356.3,1602.3,797.5,1637.0,3926.9,2564.4,2408.2,1194.7,4326.7,2765.0,14.0,10.4,347.9,14818.4,20633.3,0.0,6.1,156.6,3450.2,16292.4,221.1,287.6,2791.7,7060.4,4569.0,36.0,0.0,2287.3,3151.3,9424.4,55.3,38.3,7193.4,10356.6,28457.8,46.7,40.4,7062.2,14175.0,29230.9
ymzD,0.0,7.7,17.4,0.0,0.0,0.0,0.0,150.5,0.0,11.8,449.6,237.2,509.4,259.5,178.4,572.9,305.1,500.0,367.5,332.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,221.7,555.0,348.7,54.3,109.9,372.4,582.0,77.3,89.0,38.7
ytzL,1610.9,8592.7,3485.6,43169.7,110761.4,10188.3,5000.2,3697.1,6480.5,8950.6,8469.8,17224.5,17347.0,45032.7,67685.0,7873.6,13089.9,22820.8,21996.8,49530.2,61414.0,55552.2,63328.1,54450.9,38760.7,1153.3,15388.4,9976.1,11466.6,13157.6,1883.0,5100.2,30772.0,104926.3,54931.1,1614.8,1243.6,28187.0,137932.9,324831.3
ydjG,8541.3,864.3,907.4,1728.4,750.1,7694.9,930.3,1193.0,478.7,1416.3,1732.7,199.6,132.2,89.4,49.4,2233.9,189.2,102.4,175.0,49.3,27461.1,952.8,259.2,278.8,1470.7,33450.9,621.6,794.5,788.4,2314.2,12882.8,525.5,35.4,66.4,157.8,10197.7,635.8,188.6,320.9,190.3
ytlQ,2506.4,949.5,1973.6,2094.1,1593.1,1650.9,1437.3,1067.0,827.4,3119.5,1117.1,584.5,571.2,536.7,511.9,1242.4,559.8,561.4,655.4,430.1,187.8,34.6,61.0,17.7,162.7,246.2,103.9,118.9,75.0,33.8,588.9,471.8,167.0,213.0,548.8,598.8,720.9,298.0,492.8,264.8
flgM,923.0,723.2,1214.7,721.6,192.0,7445.6,960.7,4948.0,1239.9,485.3,15795.9,5715.2,3324.7,2953.4,1539.2,24113.5,10723.7,5201.2,4099.4,1804.4,4184.4,2312.3,1914.1,0.0,2039.5,1932.8,1055.4,1955.2,649.7,822.0,4987.1,2727.2,3447.4,1531.8,363.2,5682.3,956.9,1545.1,732.5,1092.7
ctaF,2265.0,12839.6,6551.8,12949.9,9071.6,863.2,23649.3,4182.4,9824.2,25283.8,1390.9,2383.8,7061.5,8903.0,7709.4,1219.6,1602.3,5866.1,6839.6,9023.9,4458.1,9229.6,22812.8,17247.3,13888.3,17305.4,11401.0,19045.5,10255.9,14149.7,3898.9,9559.6,15179.8,12661.7,22238.5,3954.8,9052.7,13421.7,19329.5,18332.3
yrzB,32180.1,24751.4,22539.8,24290.5,20295.8,30843.0,29308.3,13102.0,17014.7,31490.5,14288.3,14973.2,14939.6,18550.0,18063.5,12935.8,15014.6,13414.6,14447.6,16240.8,62390.0,43035.6,48314.3,28047.2,39166.2,44098.1,60404.0,36188.7,33661.8,14629.5,7768.8,5621.8,6636.9,10279.8,8849.5,11474.9,3019.4,9932.3,8672.8,11731.8
ywnA,4113.5,437.5,2136.6,1788.4,1963.0,1082.3,595.8,784.1,1702.6,1266.2,1728.2,2357.3,1359.4,703.7,780.3,1537.2,1947.7,1990.2,914.0,660.3,4894.9,6052.1,2668.8,637.7,2046.5,3402.1,2251.4,1903.9,2564.6,3075.1,1557.6,1165.6,2376.9,896.7,651.1,1481.9,1385.5,924.6,1181.6,648.7
fabD,17112.9,50198.7,70236.2,18572.3,15380.2,18539.2,56360.7,24963.7,23198.9,34291.3,4883.8,4748.8,15500.9,8012.6,4342.2,3124.5,1792.3,6661.0,10157.9,5385.5,16600.2,17605.1,38570.4,21841.9,27605.8,12814.1,27589.1,43250.3,25845.8,9412.4,3967.3,3206.4,7517.3,5959.1,5616.7,1563.0,7175.4,7062.4,4393.8,2659.6
ykwB,5.0,591.6,13.3,0.0,0.0,5.7,0.0,205.8,667.7,0.0,192.0,457.9,481.0,865.0,2778.1,184.5,572.7,367.6,787.4,2022.3,0.0,0.0,155.6,0.0,0.0,0.0,17.9,134.1,0.0,82.9,1371.0,10037.9,4916.1,4536.0,5151.3,1567.9,7200.7,5054.9,3849.0,4124.0
yncE,0.0,8.5,9.6,0.0,36.5,0.0,0.0,106.8,0.0,0.0,160.6,166.3,46.5,60.6,48.5,63.1,89.0,98.1,123.4,146.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,57.7,0.0,45.4,0.0,119.6,9.5,0.0,49.4,6.2
spsA,25760.1,10463.9,6762.4,3405.4,20493.8,7300.1,8510.4,2807.0,3345.3,5688.1,351.8,467.2,746.5,597.3,485.1,270.0,564.1,458.4,306.7,415.7,19849.8,47575.3,35964.0,14568.0,9345.0,843.5,5036.2,2341.2,2991.2,4834.5,1143.8,1593.5,1075.8,301.8,3726.7,665.3,1131.8,959.5,722.0,7380.5
ydhD,389.0,405.0,74.1,1485.2,2537.6,537.2,115.6,30.9,1420.2,928.0,56.1,40.4,122.7,2263.4,5783.7,17.7,75.4,56.9,569.9,4333.4,23.2,197.8,773.2,3608.3,6586.4,44.5,50.0,739.8,2653.8,7949.5,71.3,8.5,958.3,4073.5,7776.6,111.8,29.5,1831.9,6250.2,9379.0
yhxC,810.0,206.6,1252.0,7057.4,9087.0,3009.7,4986.5,1033.2,5547.8,5021.7,69.6,71.2,159.2,6884.3,20019.8,21.7,61.8,130.7,1408.6,11149.5,85.2,291.2,2256.5,7221.9,18383.0,34.0,339.9,1943.4,6577.4,16262.2,118.3,72.4,4698.6,14295.8,17071.5,92.9,20.8,5064.1,17802.5,19740.7
sufS,183470.4,32752.6,48198.6,43256.5,44054.1,81483.2,37103.5,23607.9,22265.6,51956.7,27699.6,10805.0,10832.6,7849.3,7960.5,21715.2,10109.3,6241.0,8021.9,8754.4,86891.8,72616.2,47403.7,37484.2,41547.5,130021.3,81409.3,49621.8,49328.2,67150.4,12762.5,17084.5,11075.3,15296.1,12230.4,13031.8,18118.5,15580.2,9013.5,8916.2
cysE,1397.8,1560.8,1757.6,2490.4,6183.3,1389.1,3692.4,1058.2,1591.9,2091.0,1050.6,694.1,914.1,753.1,774.5,1072.5,680.0,399.8,519.2,760.2,2573.9,2119.1,1414.7,464.6,2656.3,2629.0,4946.9,1611.1,1249.6,1816.9,657.1,1142.3,855.9,1178.7,1995.5,687.8,1044.7,1153.1,1522.4,2095.4
yycQ,0.0,1645.5,0.0,0.0,0.0,0.0,0.0,0.0,34.9,0.0,34.6,622.3,631.0,1013.0,947.2,165.8,375.6,590.9,899.1,909.2,0.0,842.0,1606.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.6,1166.6,1570.2,624.0,2220.0,76.4,660.0,1558.2,1660.6,3553.7
rplO,772715.3,150922.3,160140.1,201343.5,178271.9,576172.4,286523.7,175335.7,124405.3,246803.2,224719.1,119207.5,72724.7,38492.3,31423.8,232102.4,142997.2,66056.4,43830.5,30995.8,468295.3,50863.7,101217.2,47370.7,109062.7,342542.6,131093.8,56652.6,67186.7,74499.7,159623.0,45874.2,63922.3,48763.6,41188.2,135846.1,49494.8,68481.1,52314.8,55795.0
atpF,16160.9,55066.9,21859.6,32888.2,14414.0,35539.2,82281.5,24211.5,33947.5,69915.5,11879.8,9488.5,18186.4,13288.5,14757.8,7515.2,4528.2,10095.3,16356.3,14238.3,19924.8,22448.8,35918.0,16727.5,25948.7,13317.2,48876.1,21214.0,31747.3,24272.7,10472.8,7125.7,12003.0,7483.6,4790.2,8008.5,7789.3,8928.5,11326.6,4447.8
