,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B
pgdS,55.4,0.0,9.1,6.9,2.3,67.3,0.0,3997.2,519.1,0.0,11181.2,2818.5,986.3,372.2,156.9,16821.3,4249.9,1954.7,940.0,258.4,32.0,0.0,339.4,0.0,0.0,108.0,0.0,0.0,10.8,5.7,4804.1,402.6,302.6,299.2,341.0,4387.0,301.8,236.2,339.9,252.3
yxiK,7.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,206.2,316.5,308.6,174.6,146.5,191.3,449.9,246.7,116.5,146.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.5,266.9,0.0,0.0,15.3,320.6,69.0,76.3,76.6,46.9
sspF,18211.1,32850.1,22112.4,32933.0,203408.0,19144.3,9962.1,11852.5,44846.3,16364.5,17251.3,38835.0,47663.0,50366.0,25601.7,20316.1,40682.7,61459.7,38494.6,28231.4,49105.2,53399.2,46422.5,60713.3,21996.2,6114.4,24703.8,22669.1,14314.9,14978.4,7678.9,6616.8,7442.0,170785.7,306124.0,3662.7,6044.6,9701.4,187723.6,1043990.6
gcaD,10482.8,14345.3,10095.0,10271.7,7552.7,16702.0,20237.3,7441.5,10073.0,14074.6,3615.0,3466.7,4218.1,3710.6,4155.2,3180.4,3771.6,4517.8,4078.7,3827.5,20047.9,19223.8,22513.6,20894.4,21882.0,17285.7,22610.9,23349.9,27583.0,7990.3,1130.7,3543.0,1855.1,1789.2,1285.5,1403.0,3000.4,2207.5,1665.4,1443.2
yraI,171.3,598.4,0.0,0.0,6.7,35.9,0.0,0.0,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,0.0,0.0,0.0,0.0,0.0,788.9,4264.5,5980.1,2633.8,2057.4,1597.0,4778.3,3745.9,3840.5,2861.3
nagZ,841.3,1596.6,1468.9,5782.8,7337.4,465.1,1344.4,770.4,2234.3,3438.6,672.1,819.5,891.1,1699.3,4097.4,463.3,901.9,655.9,786.5,2286.7,966.8,1790.4,1017.1,1258.9,2314.2,909.5,1289.7,1907.3,1665.3,5316.3,169.8,1137.5,1810.2,5089.2,7121.4,101.0,925.2,1971.8,4251.1,6769.0
pucE,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,97.8,194.7,234.8,151.2,213.7,76.8,287.2,268.8,344.0,261.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,217.3,0.0,0.0,169.8,27.8,330.4,106.7,12.9,501.1
yxdM,919.4,98.8,741.9,1022.5,764.3,621.5,609.6,370.8,318.0,1182.5,167.9,88.0,55.5,176.4,174.5,80.0,93.1,50.9,209.8,150.0,962.0,729.1,1549.3,705.7,1438.6,1044.7,1720.5,1327.4,1365.6,831.1,68.4,30.2,16.2,126.4,120.1,68.5,42.3,31.6,148.7,146.9
thiM,7878.2,4530.4,2960.5,3916.5,2491.3,2631.8,2588.6,2512.9,1390.1,4285.3,3035.6,2428.2,1968.8,1211.4,851.2,2234.0,2801.5,2412.4,1040.4,888.6,8379.4,7307.5,3023.0,2920.5,823.6,10486.5,4840.9,3949.8,1872.1,557.6,3584.6,3071.2,1298.0,1529.1,1500.6,2451.4,3109.2,2082.9,1960.4,1801.6
yfhL,12717.5,1291.5,2968.8,1297.3,1592.7,6198.7,634.1,3608.1,2446.3,1257.1,6508.5,2108.4,1537.4,1251.2,2726.4,12447.0,2853.5,1766.1,1530.7,2062.5,0.0,40.3,0.0,301.2,314.4,0.0,0.0,146.9,20.7,0.0,35922.9,3813.4,18577.1,4320.9,5075.8,32309.0,2411.5,9576.2,4032.8,6453.0
tatCY,37791.2,27646.5,51396.2,30318.3,27165.8,21231.4,36249.9,17957.4,18471.7,39832.4,5227.9,13643.6,13625.8,10441.4,14181.0,7295.0,17891.1,23959.3,16681.7,15053.1,17634.7,26657.4,34060.0,21939.6,28357.3,38898.4,32467.2,34644.6,34152.0,24853.9,5600.0,15096.4,12688.5,9753.4,13620.5,8915.2,27556.2,15420.8,13433.4,11537.4
yqaK,3.2,0.0,10.8,0.0,4.4,0.0,0.0,0.0,0.0,0.0,64.3,36.5,38.9,19.7,4.1,3.8,8.6,8.8,110.8,23.7,688.6,1862.6,1314.8,1430.6,1250.4,2016.7,1769.9,1022.9,2571.3,1015.5,0.0,0.0,0.0,27.6,0.0,9.2,11.4,0.0,0.0,0.0
sspH,17.1,1017.3,793.0,0.0,0.0,482.9,0.0,407.0,3213.0,0.0,580.4,2245.9,4755.8,5321.6,9510.6,844.5,2481.4,5559.2,6274.1,5965.2,158.0,0.0,3199.2,6826.6,0.0,0.0,0.0,1385.8,0.0,0.0,695.2,1936.2,5350.9,14379.8,13667.3,525.1,1471.1,5350.5,18015.2,20938.3
ydcK,1000.0,1000.0,640.9,222.2,156.5,98.5,287.8,487.9,60.6,534.4,651.6,1146.4,838.9,690.6,313.1,654.9,1035.3,744.0,758.0,527.9,121.5,894.7,1931.7,67.3,532.2,549.3,1158.3,1023.2,158.6,1368.0,251.8,382.3,432.0,75.4,302.5,638.9,894.9,264.1,110.6,143.3
iolE,2516.9,1586.1,3778.0,719.0,830.0,2109.4,3884.5,1558.0,1068.1,1949.0,399.9,1093.8,1371.5,873.2,747.9,369.4,826.9,1336.0,1645.7,823.8,2387.5,15779.0,6736.4,8390.4,3467.8,3694.1,6834.4,8620.2,5128.8,1946.1,963.7,2011.8,2242.2,990.9,2003.0,566.0,2496.2,1192.4,922.8,1407.9
yjcG,21899.9,11843.6,16269.4,9171.6,8559.3,10578.6,16037.9,9920.1,10449.6,9568.5,12033.3,20431.5,28399.2,20786.5,17506.6,12693.6,22774.4,25610.1,22720.8,19022.8,8736.0,10168.2,13620.4,8409.7,5741.7,14407.9,16545.6,13538.1,11968.5,11383.4,7764.7,16682.4,8343.5,5136.6,4540.5,7908.5,12683.2,5949.1,5795.8,5428.2
yndA,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.3,0.0,7.6,26.3,146.9,2763.2,5186.2,5.1,5.3,0.0,783.2,3530.7,177.8,0.0,1892.3,30.6,72.3,0.0,0.0,273.7,0.0,209.2,0.0,2.5,1122.3,1117.6,1935.4,0.0,0.0,830.4,999.6,1511.8
yycR,5.3,452.8,559.7,38.1,3.6,436.7,5.8,1646.4,1567.7,0.0,3412.2,21370.8,27643.7,24338.0,14102.9,3860.8,21676.5,26787.0,22098.3,17973.5,398.3,76.5,994.7,1285.7,5.8,56.7,0.0,145.6,62.1,117.8,2855.2,9687.7,16948.1,13208.0,10553.8,1733.5,10449.0,17884.7,11638.3,8456.7
rhaR,0.0,236.7,0.0,0.0,8.2,0.0,0.0,444.1,68.1,0.0,650.0,1087.3,1152.9,1041.4,794.4,739.6,985.2,1062.7,1358.3,1022.9,0.0,0.0,0.0,86.2,0.0,0.0,0.0,0.0,0.0,0.0,303.8,452.9,559.0,246.0,478.8,374.0,411.0,305.9,922.2,255.6
yclG,1.8,183.1,2.6,0.0,26.0,4.0,0.0,70.0,29.5,20.1,100.5,247.6,241.3,233.2,164.1,140.3,141.7,127.6,245.2,190.3,375.5,350.0,470.0,116.8,163.8,29.0,0.0,0.0,20.9,166.5,56.8,524.1,581.3,145.5,141.1,78.3,225.7,291.6,290.4,119.7
ykfA,1248.1,9492.4,10083.3,10000.6,8241.1,2509.9,10662.7,3356.0,5447.0,15552.0,449.2,5315.1,7550.4,5928.8,8658.0,225.0,4864.4,7095.5,7126.3,6273.3,1052.3,16443.8,24007.2,13365.1,12112.0,1017.4,18650.2,24211.4,22041.0,19931.2,69.3,30489.9,21518.2,14343.5,18808.4,238.8,38895.7,22157.8,15872.7,15160.9
xerD,8070.1,6763.1,10027.9,24010.0,19277.8,6840.9,25844.7,9502.0,21149.3,34466.2,532.7,1564.0,2198.1,4869.0,5469.4,982.0,1040.4,1699.9,2595.0,5574.2,12587.4,14747.3,14488.9,12933.3,27783.5,12022.7,14694.8,11490.9,20862.6,28203.4,1287.3,1156.4,1550.5,1929.6,1834.9,1169.1,1436.5,1320.3,1662.8,1957.1
yjpA,14.9,0.0,0.0,38.7,0.0,0.0,0.0,93.2,0.0,0.0,116.4,589.9,701.0,427.2,434.2,321.2,313.3,1262.5,604.6,139.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.9,856.4,818.0,411.8,645.1,1238.2,602.6,656.7,298.7,421.5
yxcA,37.9,0.0,33.3,0.0,13.2,66.9,0.0,12.9,0.0,0.0,55.1,245.4,56.3,9.0,27.5,81.6,218.4,205.0,88.2,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,503.7,0.0,48.3,129.0,137.9,388.0,66.5,195.2,52.5
yqgB,1186.9,608.7,1119.5,1336.9,817.0,1034.5,260.2,418.4,307.8,363.9,801.4,788.6,525.5,530.9,557.5,707.5,594.9,538.0,695.8,508.4,855.0,296.0,41.8,119.0,399.7,1373.6,1507.6,1101.2,837.3,1697.0,597.4,565.5,110.1,394.5,115.4,942.0,588.2,71.9,204.2,126.7
yyzI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,458.7,30.0,88.3,63.2,158.7,0.0,31.4,259.8
cdoA,0.0,234.5,0.0,0.0,0.0,0.0,0.0,27.4,10.5,0.0,0.0,0.0,0.0,8.2,9.2,0.0,0.0,0.0,0.0,13.4,72.4,42.6,612.2,0.0,0.0,0.0,168.2,0.0,72.4,0.0,111.4,18.8,0.0,0.0,755.1,0.0,0.0,29.9,11.8,1430.0
yitK,38711.1,26064.7,22007.8,10765.1,8698.0,21500.8,16048.3,10694.3,11606.1,16937.1,4370.0,6185.2,5063.4,4103.6,1992.4,5270.4,9941.5,6624.7,4978.6,3589.1,27238.9,25815.0,14099.3,17518.2,10937.5,24334.3,37580.9,23429.1,27220.1,5695.1,11325.7,13486.3,7617.8,4658.5,1304.0,13070.5,6443.1,5444.5,4792.5,1654.1
ftsW,6509.2,6235.5,11622.5,3078.9,1426.0,4534.2,5592.1,3422.9,2829.3,4775.9,1903.1,2120.7,2094.3,1382.7,1159.3,1728.2,2215.7,2707.2,1445.3,1356.4,5656.3,8691.7,7261.9,5504.6,3614.6,11687.4,8873.0,7892.1,6061.1,4975.3,1793.5,4108.8,1419.9,1540.1,556.5,1492.6,5341.6,1947.9,787.9,1058.0
yrkO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,273.6,298.9,112.1,316.4,47.7,531.8,320.0,527.1,421.1
yrkC,54.9,197.2,0.0,42.8,76.3,24.7,0.0,64.9,25.7,57.1,117.1,260.0,135.3,267.6,286.5,132.3,199.7,151.2,65.9,419.6,9490.3,9906.6,4485.6,2530.2,2158.4,2301.8,882.6,164.3,1278.2,945.1,170.9,360.0,62.5,362.4,2199.4,62.0,624.6,257.6,223.1,2520.6
flhO,3653.5,1177.7,2619.8,474.5,546.2,3826.6,1195.8,1627.2,294.4,750.1,3476.7,1861.1,1043.6,846.6,576.1,4277.8,2337.0,1363.4,908.5,780.1,7073.8,4317.9,4792.6,2806.7,3180.3,8213.6,6521.9,3347.6,2793.4,912.9,2848.4,748.7,514.6,74.2,122.8,3494.1,623.7,278.2,337.7,64.9
bltD,0.0,0.0,0.0,0.0,39.7,0.0,0.0,17.5,71.0,0.0,48.9,0.0,22.7,81.6,47.5,15.8,29.2,21.0,34.6,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,6.1,0.0,16.3,0.0,0.0
dnaC,22041.8,11518.5,6956.3,12542.8,17830.9,15700.2,14211.7,4863.1,6085.1,14674.0,2639.4,1577.7,1883.6,1336.6,948.4,2292.9,1607.5,1374.8,1457.8,1071.1,11621.9,11285.8,8769.0,5382.1,7355.2,11193.5,7685.6,5962.9,6250.0,4650.2,1307.4,716.4,658.5,836.6,1081.2,1532.3,988.0,781.8,814.3,1491.7
tcyN,309.2,95.9,0.0,160.4,303.9,430.9,356.1,157.0,98.3,110.1,92.2,62.1,63.7,39.3,39.0,201.8,35.1,146.7,10.8,35.2,228.6,542.3,0.0,0.0,55.2,184.9,547.1,12.3,0.0,14.1,44.2,72.0,39.6,21.0,44.9,54.7,46.0,267.7,11.8,95.4
mpr,7240.0,11056.1,9923.5,11864.9,16706.7,8369.7,3433.1,3622.9,11313.6,3677.5,2455.2,5517.3,5428.7,5712.0,9590.2,2679.0,6265.4,5480.4,5002.5,7492.0,1006.2,3550.6,7841.3,10871.9,6605.9,2107.9,3096.0,10035.5,8783.1,11982.4,3041.2,5381.7,10489.9,37875.1,60635.6,3065.2,3599.5,10973.0,41805.4,54632.6
mrnC,1408.5,1744.1,2331.4,1942.3,3345.4,3443.8,2657.2,789.1,1045.7,2567.0,973.4,580.6,765.1,663.3,733.9,874.0,614.2,519.3,439.1,597.7,3284.2,2897.7,2385.6,1380.7,2480.6,4204.2,2256.1,1163.9,3016.6,2882.1,843.8,1003.3,1544.3,648.1,1617.1,840.1,736.1,619.7,716.4,1597.4
yhcG,149.3,193.6,604.4,223.1,82.8,76.4,102.4,757.6,161.8,59.1,1604.1,898.9,839.3,340.5,362.7,1702.2,1361.5,952.3,172.5,322.5,149.6,520.5,65.3,822.2,198.2,205.0,456.2,86.9,885.2,180.9,182.5,312.9,258.6,87.4,45.8,194.2,235.4,207.5,69.8,49.3
yoqA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,19.3,0.0,0.0,0.0,0.0,0.0,13.2,53.8,0.0,21.1,9.5,55.4,96.5,0.0,0.0,0.0
fruR,1318.5,935.5,673.5,1147.7,815.6,4367.5,341.2,1426.8,353.6,1023.2,2439.6,1788.6,915.8,495.4,680.0,3676.8,1778.9,1352.3,510.9,663.4,1118.2,278.9,240.7,780.5,480.5,941.1,956.4,649.5,482.9,1409.7,1502.5,853.0,1225.8,861.7,560.9,1721.6,249.8,719.8,552.4,739.1
ytxO,0.0,0.0,14.3,0.0,0.0,0.0,0.0,25.5,19.0,13.2,81.5,133.2,88.6,258.8,191.8,107.0,23.5,223.0,97.2,115.4,2200.3,976.3,0.0,403.5,15.7,8.3,5371.2,380.2,398.2,0.0,174.5,161.2,95.0,97.1,486.5,194.1,49.5,325.0,270.2,1259.2
rplC,396387.8,195614.5,143560.7,229121.0,180641.0,296009.3,331795.3,146272.2,121282.4,313790.2,183535.6,118267.9,109239.6,68092.7,52329.6,179109.1,129630.5,97005.1,73838.9,50252.7,185412.6,90645.0,98424.4,58726.7,92177.3,109836.6,124616.4,82141.4,96902.8,70901.1,43797.6,30636.0,23074.4,33959.5,17820.6,49095.9,24460.5,34430.8,25003.9,21158.8
trpB,43054.9,6955.0,17591.0,4930.6,2662.6,27057.7,6204.1,4083.0,4850.9,6821.4,3481.5,1267.2,1015.9,1079.8,1076.1,3482.9,1395.7,1050.7,943.6,798.0,163.5,203.2,373.8,465.0,466.6,425.1,270.9,463.7,156.3,1061.8,1081.7,789.8,465.3,426.1,654.9,676.5,841.9,884.7,553.4,822.4
glpQ,31876.9,2029.6,2980.9,1123.5,733.1,33676.3,4209.7,2676.4,2200.4,3607.8,2487.8,984.8,2109.4,1634.0,2298.5,2910.1,1636.8,1424.4,1449.0,1686.7,5207.2,2249.2,741.1,845.7,1813.4,5341.3,3313.8,1493.3,2666.6,1657.7,12265.1,423.1,1108.0,1642.5,1078.6,16078.5,1143.4,2328.4,1909.9,725.8
ytrC,35.7,76.6,0.0,34.0,60.3,6.4,38.0,100.3,141.1,57.9,169.8,293.3,219.8,204.6,122.1,113.5,51.4,38.7,251.7,90.4,54.8,29.0,174.1,0.0,9.0,716.7,12.9,0.0,14.3,74.5,71.6,68.0,107.3,111.3,191.8,83.1,125.4,44.6,27.6,136.8
yeeD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.8,84.0,221.3,178.4,32.0,31.3,69.4,168.8,228.6,87.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,113.1,171.2,818.4,190.6,148.2,16.5,147.0,142.3,171.7,8.9
yazA,588.5,795.8,614.1,912.7,346.8,595.2,640.1,533.2,166.5,707.2,618.5,800.6,361.9,212.4,175.8,862.7,874.5,358.6,98.5,223.3,1025.6,396.1,351.2,291.5,531.8,1136.6,995.3,873.7,1530.2,1327.0,298.5,226.8,0.0,122.5,184.8,272.9,406.7,331.8,23.4,16.4
yqaH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,4.8,859.4,1079.5,1325.7,60.2,799.2,2779.5,1236.0,362.3,1149.2,272.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yvrB,1700.6,1021.7,1439.7,2003.2,1006.4,1232.7,1147.6,556.5,1232.3,1939.1,891.4,945.1,1069.0,1551.7,2355.7,563.5,807.5,1052.5,826.9,2091.5,2705.6,4340.2,1473.4,1149.4,1105.0,2950.4,2673.5,2058.0,2040.7,1564.6,992.4,729.0,679.7,1531.3,2053.9,625.2,1284.9,1160.0,1255.0,2605.3
skfG,0.0,130.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,187.9,0.0,0.0,231.1,4521.8,2583.4,1613.5,1269.5,12.1,5908.6,3110.3,1127.4,604.1
acoL,759.3,3514.6,2453.2,6777.6,9264.3,2506.4,3252.7,846.0,4425.5,6654.4,65.3,954.7,3236.2,9878.8,13599.0,93.5,261.8,2500.3,8928.7,21562.0,0.0,66.4,1093.0,391.0,189.3,5.5,99.8,1420.3,758.7,647.6,484.8,1214.9,50789.2,15927.6,18244.8,416.8,517.3,41710.5,31101.1,22079.6
proG,3.4,5.0,0.0,0.0,23.1,18.9,18.2,275.7,485.5,0.0,859.2,1150.0,1208.0,882.9,902.5,1090.8,1670.9,743.2,1139.3,1089.8,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,611.2,1179.5,171.1,452.8,419.5,602.5,859.2,359.2,579.3,290.9
yneI,5598.5,17390.1,13843.5,10958.1,7809.6,4666.8,17958.6,8844.0,9736.3,17490.7,512.2,1260.0,2425.1,2691.9,2023.7,488.3,653.3,1634.6,2745.9,2222.7,3528.5,12395.6,27651.8,7264.1,30981.9,5702.3,25990.3,24135.0,25646.6,8946.7,700.0,4078.3,1837.8,1350.6,2077.2,853.7,5207.3,2527.5,1573.9,1657.5
yqgM,8.1,0.0,0.0,0.0,0.0,0.0,0.0,370.5,141.8,0.0,1221.8,2415.0,1513.9,900.8,634.0,1143.5,4056.4,2048.6,1353.0,744.6,0.0,0.0,392.9,0.0,0.0,3.7,0.0,0.0,0.0,0.0,428.0,661.5,211.5,236.3,348.3,609.3,576.7,390.1,283.3,467.2
yttA,129.4,5.2,410.8,72.2,72.3,526.5,98.7,730.5,125.4,168.2,1404.2,1764.9,1164.6,829.5,669.8,1808.3,2918.3,2234.2,1227.8,925.2,240.3,0.0,63.4,0.0,0.0,0.0,15.5,0.0,106.9,0.0,2293.1,3571.0,2044.0,1576.2,383.1,2671.3,2564.3,1714.5,695.8,347.9
flgC,12862.0,891.1,1355.9,310.2,140.3,11052.1,691.4,3644.6,1020.2,381.8,10941.6,9468.5,2062.2,706.8,458.5,17415.3,15721.2,4435.6,1437.0,484.4,86021.7,15805.4,1200.3,1698.7,970.9,86947.7,12028.6,3882.5,4072.0,1217.5,5215.1,3013.3,1378.4,414.0,74.4,5165.9,1833.7,506.8,322.2,141.6
ytrD,11.8,7.8,8.8,41.7,46.5,3.9,122.4,49.6,42.2,6.7,143.0,221.7,198.2,110.8,76.1,128.9,87.8,254.9,103.2,126.2,414.4,229.3,212.0,12.7,92.1,794.0,154.7,158.1,112.8,22.2,204.5,221.8,76.1,49.0,138.9,344.4,243.8,155.5,98.2,103.4
ynzJ,0.0,0.0,0.0,237.4,877.2,26.5,0.0,0.0,0.0,0.0,16.8,31.5,171.5,63.2,67.1,53.1,39.1,18.7,263.5,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.5,0.0,0.0,0.0,27.7,88.1,197.8,54.4,38.6,0.0
yocN,1020.9,878.8,0.0,0.0,0.0,4881.8,0.0,476.3,6451.3,34.5,171.4,621.1,902.4,8173.8,11435.4,224.4,1089.9,764.1,3221.1,9485.4,0.0,0.0,917.4,364.0,593.6,152.7,0.0,1387.1,0.0,506.9,328.3,349.0,9748.0,13723.3,28701.3,106.2,141.1,3476.3,19842.1,36492.7
yybN,0.0,52.3,0.0,0.0,0.0,0.0,131.0,0.0,38.3,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.8,141.9,11393.6,11543.8,2240.7,935.1,244.8,9218.0,7564.7,2940.4,1370.5,173.4
tufA,1075586.4,257822.0,238816.5,431814.3,300947.2,833865.2,629332.1,239876.3,216233.9,623976.6,286462.2,167478.7,197387.4,135656.2,89031.3,293708.3,174298.0,132807.8,140235.1,108019.7,951667.4,361033.5,432687.7,256139.4,325779.4,1308424.6,489317.5,389670.2,370481.1,263514.7,257705.1,161607.7,133905.3,133249.9,79454.6,262168.8,137625.1,154739.9,109131.0,82631.4
ycbE,108.4,0.0,0.0,0.0,0.0,0.0,63.7,0.0,132.5,0.0,307.3,520.3,345.3,402.3,455.4,394.1,615.4,590.1,248.9,301.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,0.0,0.0,160.3,299.3,380.8,235.2,256.5,97.7,223.3,232.4,455.7,253.2
ipi,0.0,625.6,0.0,0.0,0.0,1878.7,0.0,1268.9,480.9,0.0,3633.8,14687.5,18805.5,15729.2,10356.0,3617.8,11391.5,20634.8,20277.5,9455.9,98.5,369.1,203.5,40.9,284.9,0.0,0.0,24.3,77.6,219.0,7834.7,6749.8,7969.4,6946.4,4868.0,6803.0,3603.4,7129.7,7377.0,8232.6
yoyI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,126.7,0.0,146.1,42.8,0.0,213.9,511.1,0.0,30.9
serS,17384.9,2833.5,2766.5,5119.4,6569.0,20750.1,4840.9,3320.8,4743.0,4980.4,3949.7,2592.8,2332.1,1715.9,1525.7,3477.1,2295.3,1503.6,1489.8,1430.8,37754.8,8191.4,5719.3,3655.3,4057.4,41342.8,5838.8,6274.5,6456.9,5361.4,4958.0,2397.8,3579.0,2001.4,3557.5,6033.3,2217.7,2954.5,4200.7,5003.5
spoVIF,19396.3,12755.6,6204.3,2396.3,47037.0,9782.4,6599.6,2551.5,3704.4,3458.2,3138.0,5030.0,4240.0,3318.4,2607.4,2934.8,4308.8,4628.7,3139.7,2718.5,130439.6,97973.7,93215.2,23394.1,10064.0,3228.2,15497.7,5852.1,6086.7,2453.9,7698.3,6839.8,1863.4,2199.9,5218.4,8838.9,2720.3,1589.1,2202.4,16437.0
rghR,0.0,0.0,10.8,0.0,7.1,0.0,0.0,915.8,0.0,0.0,1827.0,2188.6,1776.7,1037.5,898.7,2486.8,2832.7,1976.9,1740.3,681.1,210.6,0.0,176.8,0.0,255.8,0.0,238.7,0.0,0.0,0.0,1651.1,967.0,324.7,106.2,300.4,789.4,1154.8,535.7,428.0,273.2
trnJ-Thr,413856.6,748980.2,1803152.1,1507175.5,1519930.3,472704.5,1126836.1,378813.3,454712.6,1578090.5,68266.9,136734.7,267751.1,176508.1,502624.1,84271.2,120919.6,180203.2,350641.7,156199.4,700910.0,2284694.0,920780.0,458250.7,641355.6,644450.0,1251390.0,489804.7,931380.4,300378.1,180985.9,356528.1,277848.5,159881.6,42926.0,142813.5,150742.2,230638.9,229088.2,174164.0
ywjE,10.7,4.3,0.0,721.1,911.0,2.6,56.2,10.7,87.2,43.0,6.1,4.8,8.9,50.1,351.8,0.0,5.4,25.5,0.0,116.2,29.1,0.0,59.8,16.4,10.4,9.3,0.0,115.7,0.0,154.0,0.0,0.0,4.7,841.0,1227.3,0.0,0.0,9.3,1341.1,1209.2
yfmI,16.3,14.9,4.2,0.0,52.0,16.7,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,328.3,767.3,79.5,54.0,22.1,336.6,497.7,148.3,50.9,0.0
ctaD,9058.9,28038.8,30013.2,29018.9,19578.3,6411.6,44938.1,14672.8,19158.1,63293.7,2925.6,5750.7,14437.8,18180.9,16917.7,2727.4,5838.1,13276.1,17117.2,17576.7,21667.3,42672.5,39137.3,31705.9,24450.3,37897.4,34036.6,35649.5,32045.7,18693.9,7498.1,16604.1,38200.9,37072.0,44272.3,5280.8,22278.9,33979.8,37429.5,53389.3
yisI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.1,0.0,0.0,327.4,2435.7,2849.5,1616.4,1104.6,934.8,1885.7,2201.8,1476.2,1041.5,1040.9,2512.7,5285.4,11150.3,2378.4,171.6,6567.7,3339.0,7578.4,5461.9,252.3,1073.5,903.2,454.3,414.0,400.8,506.0,60.6,36.2,477.5
fliW,6.4,0.0,46.0,0.0,0.0,7.3,29.5,537.7,43.1,26.3,876.9,336.4,361.0,325.9,315.1,979.5,740.2,433.9,487.4,480.4,0.0,45.1,93.9,0.0,27.2,47.9,44.3,34.4,30.2,54.3,492.9,328.0,325.4,205.3,393.7,558.1,123.4,347.1,91.8,399.3
yorW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2,0.0,5.3,16.5,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.0,29.8,0.0,0.0,73.2,0.0,0.0
ansA,9334.8,1242.8,387.5,2085.2,3134.4,7286.0,1173.1,3949.4,2240.8,934.9,9614.1,1417.8,925.7,413.9,164.7,8141.5,1793.3,722.8,577.3,256.6,4293.5,1069.9,1705.8,1189.9,1231.4,4672.5,2868.5,1360.8,1156.5,1019.1,1278.6,231.5,291.9,359.9,520.6,1386.1,167.9,86.7,68.9,477.6
